日期,證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
1150415,00652,富邦印度,205513.0,6965272.0,33.88,33.95,33.85,33.88,0.11,347.0
1150415,00653L,富邦印度正2,307630.0,14687248.0,47.65,47.98,47.58,47.76,0.45,152.0
1150415,00654R,富邦印度反1,44690.0,300731.0,6.72,6.75,6.72,6.72,-0.06,13.0
1150415,00655L,國泰中國A50正2,1343235.0,47130611.0,34.98,35.25,34.9,34.98,0.9,380.0
1150415,00656R,國泰中國A50反1,55960.0,332931.0,5.96,5.96,5.94,5.95,-0.1,18.0
1150415,00657,國泰日經225,42093.0,2888426.0,68.85,68.85,68.45,68.55,0.5,114.0
1150415,00657K,國泰日經225+U,200.0,4358.0,21.79,21.79,21.79,21.79,0.21,2.0
1150415,00660,元大歐洲50,53780.0,2351880.0,43.77,43.79,43.55,43.55,0.49,120.0
1150415,00661,元大日經225,134769.0,10149107.0,75.3,75.65,75.0,75.2,0.55,263.0
1150415,00662,富邦NASDAQ,6770345.0,711730758.0,105.0,105.25,104.95,104.95,1.45,4639.0
1150415,00663L,國泰臺灣加權正2,9090393.0,665571600.0,72.65,74.05,72.4,72.65,1.45,4443.0
1150415,00664R,國泰臺灣加權反1,37258034.0,76577336.0,2.05,2.07,2.04,2.05,-0.03,1086.0
1150415,00665L,富邦恒生國企正2,21883118.0,220135433.0,10.02,10.13,9.96,9.96,0.24,1984.0
1150415,00666R,富邦恒生國企反1,82340.0,737293.0,8.95,9.0,8.91,9.0,-0.1,29.0
1150415,00668,國泰美國道瓊,27646.0,1547419.0,56.0,56.0,55.9,55.9,0.3,101.0
1150415,00668K,國泰美國道瓊+U,200.0,3546.0,17.73,17.73,17.73,17.73,0.12,2.0
1150415,00669R,國泰美國道瓊反1,629460.0,3563267.0,5.66,5.67,5.65,5.67,-0.04,89.0
1150415,00670L,富邦NASDAQ正2,3411937.0,554519218.0,162.4,162.75,162.0,162.0,4.8,2618.0
1150415,00671R,富邦NASDAQ反1,8994789.0,25040948.0,2.78,2.79,2.78,2.79,-0.05,368.0
1150415,00673R,期元大S&P原油反1,34444778.0,486602992.0,14.12,14.22,13.98,13.98,0.37,3673.0
1150415,00675L,富邦臺灣加權正2,3167863.0,703104407.0,220.2,224.5,219.4,220.3,4.35,2885.0
1150415,00676R,富邦臺灣加權反1,9188215.0,64383711.0,7.02,7.05,6.97,7.05,-0.05,744.0
1150415,00678,群益那斯達克生技,301592.0,11063006.0,36.04,36.75,36.04,36.67,0.65,138.0
1150415,00680L,元大美債20正2,19131776.0,137435386.0,7.17,7.19,7.17,7.18,0.05,869.0
1150415,00681R,元大美債20反1,3270.0,67885.0,20.78,20.78,20.74,20.74,-0.04,4.0
1150415,00682U,期元大美元指數,2012.0,40621.0,20.18,20.2,20.18,20.2,-0.03,4.0
1150415,00683L,期元大美元指正2,91198.0,1887426.0,20.79,20.79,20.68,20.74,-0.12,19.0
1150415,00684R,期元大美元指反1,116000.0,1791600.0,15.44,15.48,15.42,15.42,0.02,8.0
1150415,00685L,群益臺灣加權正2,999218.0,199642792.0,198.45,202.4,197.8,198.6,4.0,1295.0
1150415,00686R,群益臺灣加權反1,7040757.0,8851009.0,1.27,1.27,1.25,1.27,0.0,253.0
1150415,00688L,國泰20年美債正2,13879279.0,99493491.0,7.15,7.18,7.15,7.17,0.05,492.0
1150415,00689R,國泰20年美債反1,51158.0,1105535.0,21.61,21.61,21.61,21.61,-0.11,5.0
1150415,00690,兆豐藍籌30,663516.0,39352378.0,58.4,59.65,58.4,59.25,1.4,435.0
1150415,00692,富邦公司治理,3379377.0,250076824.0,73.35,74.5,73.35,73.7,1.05,3465.0
1150415,00693U,期街口S&P黃豆,1269670.0,27751830.0,21.85,21.89,21.81,21.87,-0.04,309.0
1150415,00700,富邦恒生國企,321553.0,5704789.0,17.63,17.81,17.63,17.65,0.21,225.0
1150415,00701,國泰股利精選30,1473492.0,43457352.0,29.34,29.56,29.34,29.41,0.11,726.0
1150415,00702,國泰標普低波高息,115470.0,2739955.0,23.74,23.74,23.73,23.74,-0.03,108.0
1150415,00703,台新MSCI中國,118719.0,2433269.0,20.9,20.9,20.4,20.52,0.13,24.0
1150415,00706L,期元大S&P日圓正2,1076756.0,20954172.0,19.5,19.5,19.44,19.47,0.04,210.0
1150415,00707R,期元大S&P日圓反1,,,,,,,0.0,
1150415,00708L,期元大S&P黃金正2,6093322.0,635557418.0,104.15,105.85,103.5,103.9,2.5,3640.0
1150415,00709,富邦歐洲,48627.0,1876948.0,38.83,38.83,38.44,38.62,0.22,196.0
1150415,00710B,復華彭博非投等債,47284.0,894545.0,18.92,18.93,18.9,18.91,0.0,38.0
1150415,00711B,復華彭博新興債,92404.0,1494223.0,16.17,16.19,16.17,16.18,0.08,13.0
1150415,00712,復華富時不動產,32841544.0,295546981.0,8.97,9.02,8.97,8.98,0.05,5050.0
1150415,00713,元大台灣高息低波,18331853.0,975301016.0,53.0,53.4,53.0,53.25,0.4,8450.0
1150415,00714,群益道瓊美國地產,135045.0,2872088.0,21.14,21.33,21.14,21.27,0.13,94.0
1150415,00715L,期街口布蘭特正2,28077135.0,1336676731.0,47.34,48.47,47.02,48.46,-1.69,9443.0
1150415,00717,富邦美國特別股,393198.0,5931377.0,15.04,15.13,15.04,15.12,0.1,257.0
1150415,00728,第一金工業30,98173.0,4841019.0,48.58,49.5,48.58,49.33,1.33,285.0
1150415,00730,富邦臺灣優質高息,329175.0,7910020.0,24.0,24.12,23.85,23.85,0.03,461.0
1150415,00731,復華富時高息低波,390283.0,28252629.0,72.55,72.55,72.1,72.1,0.1,246.0
1150415,00733,富邦臺灣中小,1293295.0,79856313.0,61.75,62.1,61.35,61.4,0.25,1256.0
1150415,00735,國泰臺韓科技,2029856.0,156367351.0,76.5,77.45,76.5,76.8,1.95,1966.0
1150415,00736,國泰新興市場,14753.0,437053.0,29.59,29.67,29.59,29.67,0.29,18.0
1150415,00737,國泰AI機器人,209630.0,6997641.0,33.35,33.45,33.31,33.37,0.2,242.0
1150415,00738U,期元大道瓊白銀,12164311.0,791098455.0,64.5,65.75,64.5,64.65,2.1,5896.0
1150415,00739,元大MSCI A股,53354.0,1485885.0,27.75,28.0,27.75,27.83,0.18,145.0
1150415,00752,中信中國50,1751348.0,42817305.0,24.3,24.61,24.3,24.37,0.39,673.0
1150415,00753L,中信中國50正2,19941757.0,216780971.0,10.83,10.99,10.79,10.79,0.34,2580.0
1150415,00757,統一FANG+,3971803.0,464090526.0,116.55,117.0,116.55,116.8,3.45,6559.0
1150415,00762,元大全球AI,494110.0,44605002.0,90.25,90.5,90.15,90.15,1.65,832.0
1150415,00763U,期街口道瓊銅,2701175.0,89362895.0,33.04,33.27,32.96,33.01,0.51,1206.0
1150415,00770,國泰北美科技,939231.0,51633823.0,55.0,55.05,54.9,54.9,0.7,959.0
1150415,00771,元大US高息特別股,7653.0,123184.0,16.02,16.15,16.02,16.14,0.13,20.0
1150415,00775B,新光投等債15+,1059.0,34679.0,32.75,32.75,32.75,32.75,0.11,3.0
1150415,00783,富邦中証500,34932.0,1003561.0,28.77,28.77,28.62,28.62,0.01,138.0
1150415,00830,國泰費城半導體,13881317.0,896799068.0,64.55,64.75,64.45,64.45,0.85,10675.0
1150415,00850,元大臺灣ESG永續,1185585.0,82766802.0,69.25,70.15,69.25,69.45,1.1,1387.0
1150415,00851,台新全球AI,32260.0,1908272.0,59.05,59.45,59.05,59.05,1.25,141.0
1150415,00852L,國泰美國道瓊正2,564462.0,17108800.0,30.24,30.33,30.24,30.24,0.31,116.0
1150415,00861,元大全球未來通訊,143743.0,10367690.0,71.6,72.2,71.6,72.05,1.0,950.0
1150415,00865B,國泰US短期公債,8244240.0,393175380.0,47.9,47.9,47.61,47.75,-0.2,1871.0
1150415,00875,國泰網路資安,57435.0,2162192.0,37.6,37.72,37.43,37.67,0.03,157.0
1150415,00876,元大全球5G,708967.0,50845115.0,71.3,71.95,71.25,71.6,1.1,1063.0
1150415,00878,國泰永續高股息,90950761.0,2133885325.0,23.39,23.56,23.34,23.39,0.19,33842.0
1150415,00881,國泰台灣科技龍頭,11297068.0,476557531.0,41.91,42.53,41.82,41.99,0.79,7629.0
1150415,00882,中信中國高股息,6474315.0,102758884.0,15.9,16.0,15.8,15.82,-0.02,1768.0
1150415,00885,富邦越南,6887883.0,126215039.0,18.22,18.38,18.21,18.33,0.23,1762.0
1150415,00891,中信關鍵半導體,12610258.0,345890300.0,27.29,27.55,27.23,27.31,0.52,5832.0
1150415,00892,富邦台灣半導體,2213588.0,76127467.0,34.31,34.61,34.17,34.4,0.97,1454.0
1150415,00893,國泰智能電動車,2096715.0,76843796.0,36.48,36.73,36.45,36.6,0.61,1078.0
1150415,00894,中信小資高價30,3699463.0,147864033.0,39.5,40.24,39.5,39.8,0.9,1687.0
1150415,00895,富邦未來車,1236424.0,52852815.0,42.62,42.81,42.58,42.7,0.9,670.0
1150415,00896,中信綠能及電動車,4460362.0,103409092.0,22.88,23.27,22.88,23.09,0.36,1185.0
1150415,00897,富邦基因免疫生技,2497829.0,25443553.0,10.18,10.2,10.17,10.18,0.22,563.0
1150415,00898,國泰基因免疫革命,2094636.0,17609189.0,8.36,8.43,8.36,8.42,0.21,492.0
1150415,00899,FT潔淨能源,225004.0,5571075.0,24.82,24.82,24.73,24.79,0.48,479.0
1150415,00900,富邦特選高股息30,18278651.0,272935555.0,14.92,14.97,14.86,14.86,0.09,3981.0
1150415,00901,永豐智能車供應鏈,405260.0,13685498.0,33.48,33.98,33.47,33.52,0.63,300.0
1150415,00902,中信電池及儲能,7518622.0,114799015.0,15.22,15.36,15.15,15.17,0.08,1338.0
1150415,00903,富邦元宇宙,557433.0,9507637.0,17.01,17.09,17.01,17.03,0.39,261.0
1150415,00904,新光臺灣半導體30,6370328.0,204985659.0,32.09,32.35,32.01,32.01,0.46,2166.0
1150415,00905,FT臺灣Smart,2895169.0,63472563.0,21.74,22.04,21.74,21.84,0.34,1609.0
1150415,00907,永豐優息存股,972541.0,14426427.0,14.87,14.87,14.81,14.82,0.02,499.0
1150415,00908,富邦入息REITs+,177772.0,2512856.0,14.12,14.14,14.12,14.14,0.14,106.0
1150415,00909,國泰數位支付服務,6139995.0,266636359.0,43.31,43.48,43.31,43.41,1.51,4927.0
1150415,00910,第一金太空衛星,2751073.0,186284158.0,67.7,67.9,67.55,67.65,-0.6,4414.0
1150415,00911,兆豐洲際半導體,658324.0,27554409.0,42.07,42.2,41.68,41.87,0.75,1914.0
1150415,00912,中信臺灣智慧50,1290365.0,35443260.0,27.2,27.66,27.16,27.35,0.36,636.0
1150415,00913,兆豐台灣晶圓製造,1112713.0,38117661.0,34.0,34.45,34.0,34.19,0.86,317.0
1150415,00915,凱基優選高股息30,11025100.0,264365308.0,23.9,24.07,23.89,23.99,0.18,3416.0
1150415,00916,國泰全球品牌50,562619.0,14811286.0,26.2,26.38,26.2,26.31,0.34,430.0
1150415,00917,中信特選金融,1021494.0,22076926.0,21.58,21.66,21.58,21.63,0.05,547.0
1150415,00918,大華優利高填息30,34532208.0,793265266.0,22.97,23.02,22.88,22.92,0.12,7939.0
1150415,00919,群益台灣精選高息,118944838.0,2734480673.0,22.96,23.04,22.94,22.97,0.06,43518.0
1150415,00920,富邦ESG綠色電力,440113.0,10445208.0,23.65,23.78,23.65,23.73,0.28,1428.0
1150415,00921,兆豐龍頭等權重,1756343.0,35102707.0,19.82,20.05,19.82,19.92,0.29,608.0
1150415,00922,國泰台灣領袖50,35336658.0,1106868326.0,31.05,31.52,31.05,31.2,0.5,10625.0
1150415,00923,群益台ESG低碳50,17003309.0,550632572.0,32.12,32.6,32.12,32.25,0.54,4080.0
1150415,00924,復華S&P500成長,4489603.0,132236121.0,29.42,29.48,29.42,29.45,0.56,2817.0
1150415,00926,凱基全球菁英55,1470032.0,35017801.0,23.76,23.85,23.76,23.8,0.28,515.0
1150415,00927,群益半導體收益,46915682.0,1285522385.0,27.26,27.64,27.16,27.24,0.3,12971.0
1150415,00929,復華台灣科技優息,118789105.0,2462018185.0,20.62,20.8,20.6,20.66,0.24,20087.0
1150415,00930,永豐ESG低碳高息,2218653.0,39875663.0,17.94,18.03,17.85,17.85,0.0,587.0
1150415,00932,兆豐永續高息等權,4274633.0,66177664.0,15.47,15.51,15.38,15.42,0.06,1038.0
1150415,00934,中信成長高股息,4912192.0,111208614.0,22.63,22.81,22.48,22.48,0.04,1171.0
1150415,00935,野村臺灣新科技50,6991132.0,304694718.0,43.04,43.95,43.04,43.47,1.12,4002.0
1150415,00936,台新永續高息中小,7374033.0,133927367.0,18.11,18.22,18.07,18.07,0.08,1469.0
1150415,00938,凱基優選30,757281.0,14980461.0,19.7,19.85,19.69,19.74,0.14,187.0
1150415,00939,統一台灣高息動能,14758336.0,240401426.0,16.24,16.36,16.18,16.21,0.04,2605.0
1150415,00940,元大台灣價值高息,359475843.0,3601262008.0,10.01,10.03,9.99,10.02,0.06,35686.0
1150415,00941,中信上游半導體,2759426.0,66253301.0,24.0,24.15,23.96,23.98,0.02,2925.0
1150415,00943,兆豐電子高息等權,368746.0,6162510.0,16.62,16.78,16.6,16.6,0.06,178.0
1150415,00944,野村趨勢動能高息,880691.0,14585349.0,16.54,16.63,16.51,16.55,0.17,346.0
1150415,00945B,凱基美國非投等債,3766105.0,54849693.0,14.56,14.58,14.55,14.57,0.01,608.0
1150415,00946,群益科技高息成長,11809881.0,126872181.0,10.69,10.8,10.69,10.72,0.1,2105.0
1150415,00947,台新臺灣IC設計,3653995.0,95982416.0,26.64,26.66,25.93,25.94,-0.08,1865.0
1150415,00949,復華日本龍頭,946497.0,18541839.0,19.62,19.7,19.55,19.55,-0.04,590.0
1150415,00951,台新日本半導體,6476893.0,98738853.0,15.5,15.5,15.14,15.16,-0.02,1261.0
1150415,00952,凱基台灣AI50,3173410.0,46595877.0,14.64,14.72,14.6,14.6,0.13,701.0
1150415,00953B,群益優選非投等債,32666373.0,315412339.0,9.65,9.67,9.64,9.66,0.02,3804.0
1150415,00954,中信日本半導體,4048363.0,65813468.0,16.43,16.47,16.1,16.15,-0.04,1191.0
1150415,00956,中信日經高股息,377218.0,4687389.0,12.44,12.45,12.41,12.42,0.01,189.0
1150415,00960,野村全球航運龍頭,452249.0,7959406.0,17.69,17.69,17.58,17.6,-0.09,436.0
1150415,00961,FT臺灣永續高息,4735746.0,48279337.0,10.17,10.22,10.16,10.17,0.04,784.0
1150415,00962,台新AI優息動能,865386.0,10154019.0,11.68,11.78,11.68,11.72,0.19,287.0
1150415,00963,中信全球高股息,488253.0,6286354.0,12.89,12.89,12.85,12.87,0.01,245.0
1150415,00964,中信亞太高股息,1998018.0,27794440.0,13.95,13.96,13.87,13.89,0.05,473.0
1150415,00965,元大航太防衛科技,4291620.0,111428533.0,25.9,26.0,25.9,25.91,0.1,2097.0
1150415,00971,野村美國研發龍頭,939311.0,14768482.0,15.72,15.74,15.6,15.72,0.29,424.0
1150415,00972,野村日本動能高息,221595.0,4234123.0,19.0,19.14,19.0,19.13,0.15,73.0
1150415,009800,中信NASDAQ,3079558.0,34938839.0,11.31,11.37,11.31,11.33,0.15,1000.0
1150415,009801,中信美國創新科技,2605347.0,28784812.0,10.96,11.08,10.96,11.04,0.22,600.0
1150415,009802,富邦旗艦50,6451643.0,90490312.0,13.97,14.15,13.94,14.02,0.31,1075.0
1150415,009803,玉山市值動能50,1576615.0,27657855.0,17.31,17.65,17.31,17.45,0.38,650.0
1150415,009804,聯邦台精彩50,4184092.0,78321746.0,18.57,18.85,18.57,18.65,0.29,1150.0
1150415,009805,新光美國電力基建,8248549.0,132746391.0,16.1,16.11,16.07,16.09,0.12,2607.0
1150415,009808,華南永昌優選50,622929.0,15197150.0,24.19,24.54,24.19,24.3,0.37,188.0
1150415,009809,富邦淨零ESG50,305920.0,4141989.0,13.4,13.6,13.4,13.48,0.2,118.0
1150415,00980A,主動野村臺灣優選,10732763.0,211204390.0,19.63,19.82,19.55,19.58,0.25,3556.0
1150415,009810,玉山全球藍籌100,191614.0,3661142.0,19.11,19.13,19.08,19.12,0.29,109.0
1150415,009811,統一美國50,8701365.0,102132885.0,11.74,11.75,11.71,11.71,0.16,1585.0
1150415,009812,野村日本東證,1265131.0,14895647.0,11.8,11.85,11.74,11.77,0.04,341.0
1150415,009813,貝萊德標普卓越50,13433735.0,140280332.0,10.43,10.46,10.43,10.43,0.16,1881.0
1150415,009816,凱基台灣TOP50,203432641.0,2419451384.0,11.8,11.97,11.79,11.85,0.18,39788.0
1150415,009817,國泰日本不動產,3382269.0,32290769.0,9.56,9.58,9.52,9.52,-0.01,454.0
1150415,009818,華南永昌NASDAQxT,2549925.0,41275752.0,16.12,16.24,16.11,16.15,0.3,356.0
1150415,00981A,主動統一台股增長,307106280.0,7461999923.0,24.07,24.51,24.01,24.3,0.68,84262.0
1150415,00981T,平衡凱基雙核收息,3475883.0,39984685.0,11.47,11.54,11.46,11.49,0.1,356.0
1150415,00982A,主動群益台灣強棒,33821082.0,638159550.0,18.7,19.0,18.7,18.81,0.31,10167.0
1150415,00982D,主動富邦動態入息,1007554.0,10167316.0,10.08,10.1,10.07,10.09,0.01,217.0
1150415,00982T,平衡兆豐台美動能,2113133.0,25639848.0,12.02,12.17,12.01,12.01,0.13,150.0
1150415,00983A,主動中信ARK創新,4756002.0,53204759.0,11.14,11.21,11.14,11.17,0.3,1451.0
1150415,00983D,主動富邦複合收益,949830.0,9740305.0,10.24,10.28,10.24,10.25,0.02,333.0
1150415,00984A,主動安聯台灣高息,24168496.0,330785751.0,13.68,13.74,13.65,13.65,0.1,6328.0
1150415,00984D,主動聯博全球非投,3849684.0,38680629.0,10.05,10.06,10.04,10.05,0.0,233.0
1150415,00985A,主動野村台灣50,7931602.0,140402470.0,17.66,17.82,17.56,17.62,0.2,2341.0
1150415,00985B,群益ESG投等債0-5,9007221.0,92329961.0,10.25,10.26,10.24,10.25,0.0,1521.0
1150415,00986A,主動台新龍頭成長,805823.0,10514025.0,12.91,13.09,12.91,13.05,0.19,283.0
1150415,00987A,主動台新優勢成長,12841990.0,188483811.0,14.46,14.77,14.44,14.66,0.44,2333.0
1150415,00988A,主動統一全球創新,137498419.0,2153326415.0,15.73,15.91,15.5,15.55,-0.12,37786.0
1150415,00989A,主動摩根美國科技,5186070.0,76549761.0,14.67,14.78,14.67,14.74,0.19,644.0
1150415,00990A,主動元大AI新經濟,41689260.0,609432772.0,14.65,14.74,14.55,14.55,0.05,6815.0
1150415,00991A,主動復華未來50,60513274.0,868490378.0,14.29,14.48,14.22,14.29,0.19,11094.0
1150415,00992A,主動群益科技創新,102778838.0,1583033312.0,15.39,15.54,15.27,15.32,0.22,24234.0
1150415,00993A,主動安聯台灣,26332990.0,309004982.0,11.7,11.82,11.62,11.66,0.08,3963.0
1150415,00994A,主動第一金台股優,16694177.0,246234001.0,14.56,14.87,14.51,14.73,0.45,2737.0
1150415,00995A,主動中信台灣卓越,11276678.0,157420475.0,13.99,14.06,13.84,13.94,0.36,2345.0
1150415,00996A,主動兆豐台灣豐收,13267425.0,148015566.0,11.12,11.25,11.05,11.08,0.1,2580.0
1150415,00997A,主動群益美國增長,135197900.0,1426596040.0,10.64,10.64,10.48,10.49,-0.16,26640.0
1150415,01001T,土銀富邦R1,35000.0,416570.0,11.9,11.92,11.88,11.92,0.01,12.0
1150415,01002T,土銀國泰R1,42035.0,599721.0,14.25,14.3,14.22,14.25,-0.05,18.0
1150415,01004T,土銀富邦R2,11000.0,120430.0,10.95,10.95,10.93,10.93,-0.02,2.0
1150415,01007T,兆豐國泰R2,8000.0,106420.0,13.31,13.31,13.3,13.3,0.0,7.0
1150415,01009T,王道圓滿R1,52000.0,298090.0,5.73,5.75,5.73,5.75,0.02,9.0
1150415,01010T,京城樂富R1,296025.0,2960150.0,9.99,10.0,9.99,10.0,0.0,18.0
1150415,020000,富邦特選蘋果N,,,,,,,0.0,
1150415,020011,統一微波高息20N,,,,,,,0.0,
1150415,020012,富邦行動通訊N,11000.0,217590.0,20.05,20.05,19.68,19.68,0.0,2.0
1150415,02001L,富邦蘋果正二N,46000.0,4029650.0,86.8,88.65,85.0,86.95,3.1,27.0
1150415,02001R,富邦蘋果反一N,8000.0,4870.0,0.61,0.61,0.6,0.61,0.0,4.0
1150415,020020,元大台股領航N,13000.0,255580.0,19.55,19.69,19.55,19.68,0.44,6.0
1150415,020028,元大特選電動車N,20000.0,336020.0,16.65,16.88,16.65,16.71,0.31,9.0
1150415,020029,元大ESG高股息N,25000.0,266810.0,10.63,10.7,10.63,10.69,0.26,7.0
1150415,020030,統一智慧電動車N,5000.0,66340.0,13.06,13.45,13.06,13.38,0.33,4.0
1150415,020031,統一IC設計臺灣N,14000.0,103660.0,7.4,7.41,7.4,7.41,0.15,9.0
1150415,020032,元大綠能N,30000.0,298920.0,9.99,9.99,9.96,9.98,0.23,5.0
1150415,020034,元大IC設計N,17000.0,168690.0,9.9,9.97,9.9,9.97,0.3,6.0
1150415,020036,元大金融配息N,,,,,,,0.0,
1150415,020037,元大金融高股息N,32000.0,272960.0,8.53,8.53,8.53,8.53,0.0,2.0
1150415,020038,元大ESG配息N,69000.0,565390.0,8.16,8.25,8.16,8.19,0.11,7.0
1150415,020039,元大加權N,35000.0,405970.0,11.48,11.67,11.48,11.6,0.12,10.0
1150415,1101,台泥,33620859.0,835591211.0,25.4,25.45,24.55,24.6,-0.7,14412.0
1150415,1101B,台泥乙特,147609.0,6730990.0,45.65,45.65,45.6,45.6,0.0,20.0
1150415,1102,亞泥,9018369.0,318434662.0,35.55,35.6,35.15,35.35,-0.2,4120.0
1150415,1103,嘉泥,243202.0,3378491.0,13.9,14.0,13.8,13.85,-0.05,227.0
1150415,1104,環泥,815715.0,24025517.0,29.15,29.75,29.15,29.3,0.2,381.0
1150415,1108,幸福,218619.0,3249940.0,14.85,14.95,14.8,14.8,-0.05,144.0
1150415,1109,信大,148233.0,2295484.0,15.45,15.6,15.4,15.5,0.05,189.0
1150415,1110,東泥,184542.0,2874955.0,15.55,15.75,15.45,15.7,0.25,156.0
1150415,1201,味全,548711.0,7318983.0,13.35,13.4,13.25,13.35,0.0,397.0
1150415,1203,味王,58645.0,2463025.0,41.85,42.1,41.85,42.1,0.25,179.0
1150415,1210,大成,2400956.0,131136352.0,54.2,54.9,54.2,54.8,0.6,2016.0
1150415,1213,大飲,13166.0,123429.0,9.3,9.46,9.29,9.29,-0.18,11.0
1150415,1215,卜蜂,1032571.0,147939002.0,144.5,144.5,142.5,143.0,-1.5,1180.0
1150415,1216,統一,11845193.0,858121391.0,72.5,72.8,72.1,72.6,0.5,6724.0
1150415,1217,愛之味,559110.0,5773256.0,10.3,10.4,10.3,10.35,0.05,505.0
1150415,1218,泰山,1394643.0,26726498.0,19.3,19.35,19.0,19.15,-0.15,741.0
1150415,1219,福壽,1315594.0,18856443.0,14.3,14.6,14.15,14.6,0.25,575.0
1150415,1220,台榮,208812.0,2632921.0,12.6,12.8,12.5,12.65,0.0,398.0
1150415,1225,福懋油,270809.0,9197983.0,34.55,34.55,33.6,33.7,-0.55,474.0
1150415,1227,佳格,789099.0,23622404.0,30.0,30.1,29.85,29.85,-0.15,742.0
1150415,1229,聯華,2504135.0,109942949.0,44.0,44.2,43.7,43.75,-0.25,3094.0
1150415,1231,聯華食,233825.0,21019243.0,90.0,90.3,89.4,89.6,0.1,479.0
1150415,1232,大統益,78421.0,11763279.0,149.5,150.5,149.5,150.5,1.0,161.0
1150415,1233,天仁,13101.0,387472.0,29.65,29.65,29.5,29.5,-0.05,25.0
1150415,1234,黑松,134947.0,4860936.0,36.0,36.1,35.9,36.1,0.25,147.0
1150415,1235,興泰,201822.0,8575357.0,43.95,44.85,40.2,43.15,-1.35,113.0
