Comment_Text,Source_Row_Index,CKIP_Analysis_Text,CKIP_Matched_Pairs,CKIP_Matched_Pair_Count,CKIP_Matched_Sentences
aespa really is THAT group,10,aespa 確實是那個團體,,0,
We need to vote for music show wins.,11,我們需要為音樂節目的勝利投票。,節目|勝利; 節目|需要; 音樂|勝利; 音樂|需要,4,我們 需要 為 音樂 節目 的 勝利 投票
Their retro outfits are so elegant and suit them so much now I want a retro concept,12,他們的復古服裝非常優雅，非常適合他們，現在我想要一個復古的概念,服裝|優雅; 服裝|復古; 服裝|適合; 概念|復古,4,他們 的 復古 服裝 非常 優雅 ， 非常 適合 他們 ， 現在 我 想要 一 個 復古 的 概念
Winter's rap line is so satisfying on first verse,13,Winter 的饒舌台詞在第一節就非常令人滿意,人|滿意; 台詞|饒舌,2,Winter  的 饒舌 台詞 在 第一 節 就 非常 令 人 滿意
winter rapping is something i never knew i needed so badly,14,我從來不知道我如此需要冬季說唱,,0,
"커하미쳤네
국내 어떤 걸그룹도 음악력과 그룹 시너지로 이런 폼을 보여준적 없다고 생각함",15,"哇，你瘋了。
我認為韓國還沒有哪個女團能夠憑藉她們的音樂能力和團​​體協同力展現出這種形式。",,0,
This is that loud aespa that I’ve been so desperate to get back omg. SM this is how you utilize vocalists and rappers,16,這就是我非常渴望回來的大聲的 aespa，天哪。 SM 這就是你利用歌手和說唱歌手的方式,天|大聲,1,這 就 是 我 非常 渴望 回來 的 大聲 的  aespa ， 天 哪
AESPA IS TOO ICONIC,17,AESPA 太具有標誌性了,,0,
Aespa is why K-Pop will never get boring,18,Aespa 是韓國流行音樂永遠不會無聊的原因,原因|無聊; 音樂|流行; 音樂|無聊,3,Aespa  是 韓國 流行 音樂 永遠 不會 無聊 的 原因
Once again showing they are THE visual queens of kpop,19,再次證明他們是韓國流行音樂的視覺女王,女王|流行; 視覺|流行; 音樂|流行,3,再次 證明 他們 是 韓國 流行 音樂 的 視覺 女王
"“WAIT, OMG, STOP” WILL BE MY NEWW FAV LINE",20,「等等，天啊，停下來」將是我最喜歡的新台詞,台詞|喜歡; 台詞|新; 天啊|停下來,3,「 等等 ， 天啊 ， 停下來 」 將 是 我 最 喜歡 的 新 台詞
Winter doing both rap and high note in one song is Next Level ❄️,21,Winter 在一首歌曲中同時表演說唱和高音是下一個級別❄️,,0,
How does aespa manage to release hits after hits 😭😭 aespa you will always be popular,22,aespa是如何做到一波又一波的爆紅的呢😭😭 aespa你永遠都會很受歡迎,,0,
"Our girls have gave the best, we have to try our best too to support them",23,我們的女孩們已經盡力了，我們也必須盡力支持她們,們|盡力; 女孩|盡力,2,我們 的 女孩 們 已經 盡力 了 ， 我們 也 必須 盡力 支持 她們
How many international fans are here to support AESPA?,24,有多少國際粉絲來支持AESPA？,,0,
aespa's never ending saga releasing the most iconic bridges and endings,25,aespa 永無止境的傳奇發布了最具標誌性的橋樑和結局,傳奇|永無止境,1,aespa  永無止境 的 傳奇 發布 了 最 具 標誌性 的 橋樑 和 結局
"Bro the ""muchas gracias mi amor"" is so addictive",26,兄弟的「非常感謝你，我的愛」太讓人上癮了,人|上癮; 兄弟|感謝; 愛|上癮; 愛|感謝,4,兄弟 的 「 非常 感謝 你 ， 我 的 愛 」 太 讓 人 上癮 了
They need to play this hiphop art at a club or concert fr,27,他們需要在俱樂部或音樂會上演奏這種嘻哈藝術,音樂會|需要,1,他們 需要 在 俱樂部 或 音樂會 上 演奏 這 種 嘻哈 藝術
"Every comeback of aespa is a fire masterpiece, they ate all every concept very well",28,aespa的每一次回歸都是火力傑作，他們把每個概念都吃得很好,概念|好,1,aespa 的 每 一 次 回歸 都 是 火力 傑作 ， 他們 把 每 個 概念 都 吃 得 很 好
This is why aespa is one of the best kpop groups,29,這就是為什麼 aespa 是最好的韓流團體之一,團體|好; 韓流|好,2,這 就 是 為什麼  aespa  是 最 好 的 韓流 團體 之 一
Aespa Lemonade is insane the bridge was just legendary,30,Aespa Lemonade 太瘋狂了，這座橋簡直就是傳奇,橋|瘋狂,1,Aespa  Lemonade   太 瘋狂 了 ， 這 座 橋 簡直 就 是 傳奇
"I love the beat, is like “I’ll make you cry” and “whiplash” had a daughter !!",31,我喜歡這個節拍，就像“我會讓你哭泣”和“鞭打”有一個女兒！,節拍|喜歡,1,我 喜歡 這 個 節拍 ， 就 像 “ 我 會 讓 你 哭泣 ” 和 “ 鞭打 ” 有 一 個 女兒
Damn Giselle finally in her Main Rapper era she's popping off,32,該死的吉賽兒終於進入了她的主要說唱歌手時代，她正在崛起,吉賽兒|該死; 時代|崛起,2,該死 的 吉賽兒 終於 進入 了 她 的 主要 說 唱歌手 時代 ， 她 正在 崛起
쇠맛을 넘어서 이제 쇠콤달콤맛이라는 장르를 개척해버렸구나..... 노래도 그렇고 이번에 제복 헤메코 레전드다 진심,33,你已經超越了鐵的味道，現在開創了一種叫做鐵的甜甜的味道的流派……和歌曲一樣，這一次，Uniform Hemeco 是一個傳奇。,味道|甜甜; 歌曲|一樣; 流派|一樣; 流派|甜甜; 鐵|甜甜,5,你 已經 超越 了 鐵 的 味道 ， 現在 開創 了 一 種 叫做 鐵 的 甜甜 的 味道 的 流派 … … 和 歌曲 一樣 ， 這 一 次 ， Uniform   Hemeco  是 一 個 傳奇
*“LEMONADE” is sure to become an iconic song in Aespa's history*,34,*《LEMONADE》必將成為 Aespa 歷史上的標誌性歌曲*,,0,
100 million for this masterpiece and 300 million for drama whiplash and black mamba let's stream hard mys,35,這部傑作賺了 1 億，電視劇《鞭打》和《黑曼巴》賺了 3 億，讓我們一起努力吧 mys,傑作| 1 億; 電視劇| 1 億,2,這 部 傑作 賺 了  1 億 ， 電視劇 《 鞭打 》 和 《 黑曼巴 》 賺 了  3 億 ， 讓 我們 一起 努力 吧  mys
Only Aespa can make singing about Lemonade so cool,36,只有 Aespa 能讓唱 Lemonade 如此酷,,0,
"THE ""MUCHAS GRACIAS MI AMOR"" HAS GOT ME IN A CHOKEHOLD. SO ADDICTING AHHHHHHHH LEMONADE SOTY!!!",37,「MUCHAS GRACIAS MI AMOR」讓我窒息。太上癮了啊啊啊啊檸檬水！ ！ ！,,0,
SM remembered that aespa is a multi-talented kpop group,38,SM記得aespa是個多才多藝的韓流組合,組合|多才多藝; 韓流|多才多藝,2,SM 記得 aespa 是 個 多才多藝 的 韓流 組合
"this is absolutely no shade to any other idol out there, but man it astounds me how Karina hasn't changed a single bit, just growing ever gorgeous",39,這絕對比不上任何其他偶像，但讓我驚訝的是，卡琳娜沒有任何改變，只是變得越來越華麗,偶像|驚訝; 卡琳娜|驚訝,2,這 絕對 比不上 任何 其他 偶像 ， 但 讓 我 驚訝 的 是 ， 卡琳娜 沒有 任何 改變 ， 只是 變 得 越來越 華麗
"4 Divas 4 Artists 4 Rappers 4 vocalists 4 Queens.
The finally comeback full group 😭🙏",40,"4 位女歌手 4 位藝人 4 位饒舌歌手 4 位歌手 4 位皇后。
終於全團回歸了🙏🙏",歌手|饒舌; 藝人|饒舌,2,4   位 女 歌手  4   位 藝人  4   位 饒舌 歌手  4   位 歌手  4   位 皇后
In 10 hours they reached 7.3 million views let’s go aespa.,41,10 小時內，他們的觀看次數就達到了 730 萬次，let's go aespa。,,0,
"Oh aespa, you'll forever be popular.",42,噢，aespa，你將永遠受歡迎。,,0,
hoping for lemonade's first win,43,希望檸檬水能拿下第一場勝利,檸檬水|勝利; 檸檬水|希望,2,希望 檸檬水 能 拿下 第一 場 勝利
queens ain't stepping out their throne I see,44,我明白了，女王們並沒有走出他們的寶座,們|明白; 女王|明白,2,我 明白 了 ， 女王 們 並 沒有 走出 他們 的 寶座
"The styling is really something else,  it's refreshing",45,造型真別有一番風味，讓人耳目一新,人|耳目一新; 風味|耳目一新,2,造型 真 別有 一 番 風味 ， 讓 人 耳目一新
"OMG, this comeback has broken so many records, and the Spotify debut is amazing too. I hope they get lots of wins this era. Keep streaming and voting mys",46,天啊，這次回歸打破了這麼多記錄，Spotify 的首秀​​也很驚人。我希望他們在這個時代取得很多勝利。繼續直播並為我投票,時代|勝利; 時代|希望; 首秀|驚人,3,天啊 ， 這 次 回歸 打破 了 這麼多 記錄 ， Spotify   的 首秀 ​​ 也 很 驚人 || 我 希望 他們 在 這 個 時代 取得 很多 勝利
MV is so elegant,47,MV很優雅,,0,
LEMONADE IS SO INSANE AESPA JUST DROPPED SOTY,48,檸檬水太瘋狂了 AESPA 剛剛掉了醬油,檸檬水|瘋狂; 醬油|掉,2,檸檬水 太 瘋狂 了  AESPA  剛剛 掉 了 醬油
Why do I feel like this is their best comeback 😭😭 like it's perfect for summer and the visuals the vocals the rap and omgggg the beat was insane,49,為什麼我覺得這是他們最好的回歸，非常適合夏天，視覺效果、人聲、說唱和節奏太瘋狂了,效果|適合; 節奏|瘋狂; 視覺|適合,3,為什麼 我 覺得 這 是 他們 最 好 的 回歸 ， 非常 適合 夏天 ， 視覺 效果 、 人聲 、 說唱 和 節奏 太 瘋狂 了
The sixties style outfits in this comeback ATEE OMG,50,六十年代風格服裝回歸 ATEE OMG,,0,
We need to vote for music shows wins guys!! Keep streaming 🍋🍋🍋🍋,51,我們需要為音樂節目投票，夥計們！繼續直播🍋🍋🍋🍋,節目|需要; 音樂|需要,2,我們 需要 為 音樂 節目 投票 ， 夥計 們
we have to give aespa a win,52,我們必須讓 aespa 獲勝,,0,
I love it when the group has identity.,53,我喜歡團隊有身分。,團隊|喜歡; 身分|喜歡,2,我 喜歡 團隊 有 身分
Aespa delivering again.,54,Aespa 再次出貨。,,0,
I'm here and Spotify alternatively.,55,我在這裡，交替使用 Spotify。,,0,
에스파는 실망시키지 않는다ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 비트 느낌 개좋음,56,Espa果然沒有讓人失望哈哈哈哈。節奏感覺真的很好。,人|失望; 感覺|好; 節奏|好,3,Espa 果然 沒有 讓 人 失望 哈哈 哈哈 || 節奏 感覺 真的 很 好
"They ALL gave SO MUCH to this song, it's absurdly incredible.",57,他們都為這首歌付出了很多，這真是難以置信。,,0,
this SONG OF THE SUMMER deserve more recognition 📢,58,這首夏日之歌值得更多認可📢,歌|值得,1,這 首 夏日 之 歌 值得 更多 認可 📢
repeat button is made for aespa's discography. Always delivered,59,重複按鈕是為 aespa 的唱片目錄製作的。始終交付,,0,
Finally aespa comeback full album,60,aespa終於回歸完整專輯,專輯|完整,1,aespa 終於 回歸 完整 專輯
aespa are literally goddesses in making a powerhouse of bangers   and how overwhelming it is!!,61,aespa 簡直就是創造出勁爆歌曲的女神，而且它的威力是多麼的巨大！ ！,女神|勁爆; 威力|巨大; 歌曲|勁爆,3,aespa  簡直 就 是 創造出 勁爆 歌曲 的 女神 ， 而且 它 的 威力 是 多麼 的 巨大
They were so happy to make lemonade,62,他們很高興能做檸檬水,檸檬水|高興,1,他們 很 高興 能 做 檸檬水
let's not lose hope and continue str3aming mys,63,讓我們不要失去希望並繼續str3aming mys,,0,
"Rap, singing, cinematography, line distributions, dressing, everything is perfect",64,饒舌、唱歌、攝影、台詞、穿衣，一切都很完美,攝影|饒舌; 衣|完美,2,饒舌 、 唱歌 、 攝影 、 台詞 、 穿 衣 ， 一切 都 很 完美
Kpop is no longer boring thank you Aespa for your service,65,Kpop 不再無聊，謝謝 Aespa 的服務,,0,
Aespa + new song = perfectly,66,Aespa + 新歌 = 完美,新歌|完美,1,Aespa +  新歌  =  完美
"Iove how whiplash sister has arrived, they can't stop serving cvnt, every verse are remarkable, i'm still crazy over this song",67,我喜歡鞭打姐姐的到來，他們無法停止為cvnt服務，每一節都很出色，我仍然對這首歌著迷,姐姐|喜歡,1,我 喜歡 鞭打 姐姐 的 到來 ， 他們 無法 停止 為 cvnt 服務 ， 每 一 節 都 很 出色 ， 我 仍然 對 這 首 歌 著迷
SM needs to promote both Lemonade and SwitchBlade in US.,68,SM 需要在美國推廣 Lemonade 和 SwitchBlade。,,0,
SPICY + WHIPLASH = LEMONADE🍋,69,辣+鞭打=檸檬水🍋,檸檬水|辣,1,辣 + 鞭打 = 檸檬水 🍋
"The concept, the Vocals ,the visuals, the choreography, the styling... EVERYTHING IS 10/10",70,概念、聲音、視覺效果、編舞、造型…一切都是 10/10,,0,
STREAMING AND VOTING MY's!!!!! LET'S GETS A WIN FOR AESPA🔥,71,直播並投票我的！ ！ ！ ！ ！ ！讓我們為 AESPA 贏得勝利🔥,,0,
"NINGNING'S ""MUCHAS GRACIAS MI AMOR"" IM OBSESSED",72,寧寧的《非常感謝你我的愛》我著迷,寧寧|感謝; 愛|感謝,2,寧寧 的 《 非常 感謝 你 我 的 愛 》 我 著迷
aespa are so happy to save kpop once again,73,aespa 很高興再次拯救 kpop,,0,
Winter doing both rap and high note in one song is Next Level,74,Winter 在一首歌曲中同時表演饒舌和高音是下一個級別,歌曲|饒舌; 高音|饒舌,2,Winter   在 一 首 歌曲 中 同時 表演 饒舌 和 高音 是 下 一 個 級別
Vote for aespa on MNET PLUS and IDOL CHAMP,75,在 MNET PLUS 和 IDOL CHAMP 上為 aespa 投票,,0,
This is their best by far. Essence and evolution.,76,這是他們迄今為止最好的。本質與進化。,本質|進化,1,本質 與 進化
"This is what KPOP is supposed to be Wacky,experimental and not afraid to be different and weird",77,這就是 KPOP 應該是古怪的、實驗性的、不害怕與眾不同和怪異的,實驗性|古怪; 實驗性|害怕; 實驗性|與眾不同,3,這 就 是  KPOP  應該 是 古怪 的 、 實驗性 的 、 不 害怕 與眾不同 和 怪異 的
WINTER'S RAP IS SO SMOOTH HELLO????,78,WINTER'S RAP 如此流暢 你好？ ？ ？,,0,
Happy 23 let’s get 24 then 25!,79,23歲快樂，讓我們先24歲，然後25歲！,,0,
The stylist deserves a raise for sure 👌🏻,80,造型師絕對值得加薪👌🏻,造型師|值得,1,造型師 絕對 值得 加薪 👌 🏻
"The legendary Aespa has returned with the same iconic concept, and I am so happy!!! Their four members are stronger than ever in the past few years😭😭😭",81,傳奇的 Aespa 帶著同樣的標誌性概念回歸，我太高興了！ ！ ！他們的四位成員這幾年比以往任何時候都更強了😭😭😭,傳奇|同樣; 時候|強; 概念|同樣; 概念|高興; 標誌性|同樣,5,傳奇 的  Aespa  帶 著 同樣 的 標誌性 概念 回歸 ， 我 太 高興 了 || 他們 的 四 位 成員 這 幾 年 比 以往 任何 時候 都 更 強 了 😭😭😭
This is the real kpop material,82,這才是真正的韓流素材,,0,
"SONG OF THE YEAR, I REPEAT, SONG OF THE YEAR❕❕❕",83,年度歌曲，我再說一遍，年度歌曲❕❕❕,,0,
THE VISUAL THE MV THE CHOREOGRAPHY THE SONG THE RAP THE BRIDGE THE QUALITY AESPA DESERVES SOTY,84,視覺效果 MV 編舞 歌曲 RAP 橋樑 品質 AESPA 值得 SOTY,品質|值得; 橋樑|值得,2,視覺 效果  MV  編舞   歌曲  RAP  橋樑   品質  AESPA  值得  SOTY
Winter' part is INSANEEEEE,85,冬天的部分是瘋狂的,,0,
Winter’s rap part came out of nowhere and it’s EVERYTHING!,86,Winter 的饒舌部分不知從何而來，這就是一切！,,0,
"Streaming, because I'm not just here for decoration in the fandom 😊",87,直播，因為我不是只來粉圈裝飾的😊,,0,
30 million in a week100 million in a month lets go stream hard mys,88,一週 3000 萬 一個月 1 億 讓我們一起努力直播 我的,月|努力,1,一 週  3000  萬  一 個 月  1 億  讓 我們 一起 努力 直播   我 的
It's like a combination of their previous MVs like whiplash and spicy but also has a new feel to the version,89,這就像他們之前的MV《鞭打》和《辣》的結合，但也為版本帶來了新的感覺,感覺|新; 版本|新; 版本|結合,3,這 就 像 他們 之前 的 MV 《 鞭打 》 和 《 辣 》 的 結合 ， 但 也 為 版本 帶來 了 新 的 感覺
Shes a whole different animal my girls are stunning,90,她是一種完全不同的動物，我的女孩們太棒了,們|棒; 動物|不同; 女孩|棒,3,她 是 一 種 完全 不同 的 動物 ， 我 的 女孩 們 太 棒 了
"Wait, oh my got stop! New iconic part",91,等等，哦，我停下來了！新的標誌性部分,標誌性|新,1,新 的 標誌性 部分
노래가 꽉 차서 좀 더 길게 느껴지는 거 같음 대박대박,92,這首歌太飽滿了，感覺有點長。驚人的。,歌|感覺; 歌|飽滿,2,這 首 歌 太 飽滿 了 ， 感覺 有點 長
"A song over 3 min, vocals, rap, bridge, every member verse, the mv, the visuals, the styles, the instrumentals, the harmonies, a full constructed  song, it's SOTY! and aespa can NEVER disappoint us!!!",93,一首超過3分鐘的歌曲，人聲、饒舌、橋段、每個成員的主歌、mv、視覺效果、風格、器樂、和聲，一首完整的歌曲，太SOTY了！ aespa 永遠不會讓我們失望！,人聲|饒舌; 橋段|饒舌; 歌曲|完整; 歌曲|饒舌,4,一 首 超過 3 分鐘 的 歌曲 ， 人聲 、 饒舌 、 橋段 、 每 個 成員 的 主歌 、 mv 、 視覺 效果 、 風格 、 器樂 、 和聲 ， 一 首 完整 的 歌曲 ， 太 SOTY 了
"all the part members are truly ICONIC, all of them even went viral on social media, sooo please stream harder guys :)",94,所有成員都是真正的標誌性人物，他們所有人甚至在社交媒體上瘋傳，所以請更努力的人直播:),人|努力,1,所有 成員 都 是 真正 的 標誌性 人物 ， 他們 所有人 甚至 在 社交 媒體 上 瘋傳 ， 所以 請 更 努力 的 人 直播 : )
Thanks queens for our summer hit,95,感謝皇后們為我們帶來的夏季熱門歌曲,們|感謝; 歌曲|熱門; 皇后|感謝,3,感謝 皇后 們 為 我們 帶來 的 夏季 熱門 歌曲
reveluv here supporting the leaders of the fourth generation !,96,reveluv在這裡支持第四代領導人！,,0,
Aespa is allergic to bad music fr,97,Aespa 對糟糕的音樂過敏,音樂|糟糕,1,Aespa  對 糟糕 的 音樂 過敏
I wanna see at least 100M for this masterpiece,98,我想看這部傑作至少100M,,0,
Aespa: hits after hits,99,Aespa：一次又一次的打擊,,0,
THE INSTRUMENTALS ??? espacially pre chorus is INSANE,100,樂器???尤其是副歌前的部分太瘋狂了,副歌|瘋狂,1,尤其 是 副歌 前 的 部分 太 瘋狂 了
This song will definitely chart very well. Great song.,101,這首歌肯定會取得很好的成績。很棒的歌。,成績|好; 歌|好; 歌|棒; 歌|肯定,4,這 首 歌 肯定 會 取得 很 好 的 成績 || 很 棒 的 歌
"Winter's rapping is really crazy. she does it well, especially her vocal line.",102,Winter的說唱真的很瘋狂。她做得很好，尤其是她的聲線。,,0,
happy 23 million now 1 million more 💙💜,103,快樂的 2300 萬現在又增加了 100 萬💙💜,,0,
"Can we talk about how no single title track ever sounds the same? AESPA always tries new things but still sounds so uniquely them. This is such a perfect cb, song, album, concept. I'LL MAKE YOU LEMONADE!! ✨🗣️🍋",104,我們可以談談為什麼沒有一首主打歌聽起來是一樣的嗎？ AESPA 總是嘗試新事物，但聽起來仍然如此獨特。這是如此完美的CB、歌曲、專輯、概念。我會給你做檸檬水！ ✨🗣️🍋,事物|新; 歌曲|完美,2,AESPA  總是 嘗試 新 事物 ， 但 聽起來 仍然 如此 獨特 || 這 是 如此 完美 的 CB 、 歌曲 、 專輯 、 概念
Every member shined so much this era,105,每個成員都在這個時代閃閃發光,時代|閃閃發光,1,每 個 成員 都 在 這 個 時代 閃閃發光
"의외로 에스파가 청량이 잘 맞음.
스파이시 위플레시 수퍼노바 그리고 레몬네이드
레몬네이드가 스파이시+위플레시 조합이라고 봄",106,"令人驚訝的是，Espa 令人耳目一新。
辣鞭超新星和檸檬水
我認為檸檬水是辛辣和鞭打的結合。",人|耳目一新; 人|驚訝; 檸檬水|辛辣,3,令 人 驚訝 的 是 ， Espa  令 人 耳目一新 || 我 認為 檸檬水 是 辛辣 和 鞭打 的 結合
最近こればっかり聞いてる🍋,107,最近常聽這個🍋,,0,
That fact that all aespa members are all rapping in this song at different times is amazing it shows how unique that they are. Aespa have no skips.,108,所有 aespa 成員在不同時間都在這首歌中說唱，這一事實令人驚訝，這表明他們是多麼獨特。 Aespa 沒有跳過。,事實|驚訝; 人|驚訝; 成員|不同; 時間|不同,4,所有  aespa  成員 在 不同 時間 都 在 這 首 歌 中 說唱 ， 這 一 事實 令 人 驚訝 ， 這 表明 他們 是 多麼 獨特
Everytime we get a rap from Winter it floors me 🔥,109,每當我們聽到《Winter》的饒舌時，我都會感到很震驚🔥,,0,
WINTER RAPPING AND THE HIGH NOTE MAEMM PERIODD,110,冬季饒舌和高音 MAEMM 時期,時期|饒舌; 高音|饒舌,2,冬季 饒舌 和 高音  MAEMM  時期
Winter's rap is something I didn't know I needed. I LOVE IT.,111,我不知道自己需要 Winter 的說唱。我喜歡它。,,0,
OMG THE SPANISH PARTTTT 😭😭 1:35 NINGNING THE MAKNAEE,112,天哪，西班牙帕特TT 😭😭 1:35 NINGNING MAKNAEE,,0,
"WINTER DEFINETLY OWNED THIS
this song is so addictive",113,"冬天絕對有這個
這首歌太讓人上癮了",人|上癮; 歌|上癮,2,這 首 歌 太 讓 人 上癮 了
best summer comeback fr,114,最佳夏季復出FR,,0,
23m UNLOCKED!!! LET'S KEEP GOING Y'ALL,115,23m 已解鎖！ ！ ！讓我們繼續前進吧,,0,
WINTERS RAP WAS WHAT I NEEDED,116,冬季饒舌正是我所需要的,,0,
"4 vocalists, 4 visuals, 4 dancers, 4 rappers, 4 all rounders, 4 aces, 4 members, 4 girls, 4 queens aespa never dissapoints!!!!",117,4 位主唱、4 位視覺師、4 位舞者、4 位饒舌歌手、4 位全能選手、4 位王牌選手、4 位成員、4 位女孩、4 位皇后 aespa 永遠不會讓人失望！,人|失望; 歌手|全能; 歌手|饒舌; 王牌|全能; 舞者|饒舌; 選手|全能,6,4  位 主唱 、 4  位 視覺師 、 4  位 舞者 、 4  位 饒舌 歌手 、 4  位 全能 選手 、 4  位 王牌 選手 、 4  位 成員 、 4  位 女孩 、 4   位 皇后  aespa  永遠 不會 讓 人 失望
뭔가에 이끌리듯 드라이브 플레이 리스트에 넣음… 비트가 딱 차안에서 틀기 최적화됨 ㅋㅋㅋ,118,好像我被什麼東西吸引了，我把它添加到了我的駕駛播放清單中......這個節拍非常適合在車裡播放哈哈。,節拍|適合; 車|適合,2,好像 我 被 什麼 東西 吸引 了 ， 我 把 它 添加到 了 我 的 駕駛 播放 清單 中 ...... 這 個 節拍 非常 適合 在 車 裡 播放 哈哈
Keep streaming this masterpiece how much as you can guys!,119,各位，請盡可能繼續播放這部傑作！,,0,
"aespa make me lemonade, aespa is amazing group, lemonade is amazing song",120,aespa 讓我檸檬水，aespa 是很棒的樂隊，檸檬水是很棒的歌曲,樂隊|棒; 檸檬水|棒; 歌曲|棒,3,aespa  讓 我 檸檬水 ， aespa  是 很 棒 的 樂隊 ， 檸檬水 是 很 棒 的 歌曲
The visuals? The vocals? Their outfits? The scenes? THE SONG?! Oh aespa will ALWAYS bring banger after banger.,121,視覺效果？人聲？他們的服裝？場景？這首歌？ ！哦，aespa 總是會帶來一個又一個的香腸。,,0,
Aespa finally decided to go back to their old sound and locking in. Finally! I’ve missed the old Aespa,122,Aespa 最終決定回到他們原來的聲音並鎖定。終於！我很懷念舊的 Aespa,,0,
""" I'LL TAKE  MY KARMA STRAIGHT ""💅👑",123,「我會正視我的業力」💅👑,,0,
"karina's vocals, giselle and winter's rap verses, ningning's spanish verse, the bridge hello??? oh aespa you will always be famous",124,卡琳娜的歌聲，吉賽兒和溫特的饒舌詩句，寧寧的西班牙詩句，橋你好？ ？ ？哦，aespa，你將永遠出名,吉賽兒|饒舌; 寧寧|饒舌; 橋|好; 溫特|饒舌; 詩句|好; 詩句|饒舌,6,卡琳娜 的 歌聲 ， 吉賽兒 和 溫特 的 饒舌 詩句 ， 寧寧 的 西班牙 詩句 ， 橋 你 好
Glad to see Giselle getting more lines.,125,很高興看到吉賽兒有更多的台詞。,吉賽兒|高興,1,很 高興 看到 吉賽兒 有 更多 的 台詞
I could listen to this all day and not get tired of it,126,我可以聽一整天也不會厭倦,,0,
"We should reach 30m as soon as possible, MYs",127,我們應該盡快到達30m，小夥伴們,們|小; 夥伴|小,2,我們 應該 盡快 到達 30m ， 小 夥伴 們
Thank you aespa for bringing kpop back to life,128,感謝 aespa 讓韓流重獲新生,韓流|感謝; 韓流|新生,2,感謝  aespa  讓 韓流 重獲 新生
this is the best release this year! oh aespa you did it again,129,這是今年最好的版本！ oh aespa you did it again,版本|好,1,這 是 今年 最 好 的 版本
"as expected, aespa came back to save kpop with their second full album lemonade. So harder than we all thought and no wonder cause its aespa. SONG OF THE YEAR.",130,正如預期的那樣，aespa 帶著他們的第二張完整專輯《檸檬水》回來拯救了韓國流行音樂。比我們想像的還要難，難怪會出現 aespa。 SONG OF THE YEAR.,專輯|完整; 檸檬水|完整; 音樂|流行,3,正 如 預期 的 那樣 ， aespa  帶 著 他們 的 第二 張 完整 專輯 《 檸檬水 》 回來 拯救 了 韓國 流行 音樂
Keep Streaming guys omg this is the thier best comeback come on show it you love!!!!,131,繼續直播吧，天哪，這是他們最好的回歸，快來展現你的愛吧！ ！ ！ ！,,0,
AESPA'S VOCAL IS ABSOLUTELY INSANE 😭,132,AESPA 的聲音絕對是瘋狂的 😭,聲音|瘋狂,1,AESPA  的 聲音 絕對 是 瘋狂 的   😭
The outfits are so WOOWWWWWW,133,衣服實在太WOOWWWWWW了,,0,
"Winter's rap verse and high notes got me hooked on this, song of the summer",134,冬天的說唱詩句和高音讓我迷上了這首夏天的歌曲,,0,
