Comment_Text,Source_Row_Index,CKIP_Analysis_Text,CKIP_Matched_Pairs,CKIP_Matched_Pair_Count,CKIP_Matched_Sentences
"歩行者通りの看板から彼と知り合いになりました
彼はベトナムで有名らしいし、今日本でも有名らしい。このような高品質の製品をたくさん出してください。❤❤❤❤❤❤❤❤",31,"我是從步行街上的一個標誌上認識他的。
他在越南似乎很有名，甚至在今天的日本也是如此。請發布更多這樣的優質產品。 ❤❤❤❤❤❤❤❤",產品|這樣,1,請 發布 更多 這樣 的 優質 產品
Come my way 😊,32,來我的路吧😊,,0,
Es increíble cómo un artista puede lograr que millones de personas de diferentes países se sientan conectadas sin hablar el mismo idioma. Un saludo desde España 🇪🇸❤,33,令人驚訝的是，一位藝術家如何讓來自不同國家的數百萬人在不說同一種語言的情況下感受到連結。來自西班牙的問候🇪🇸❤,人|不同; 人|驚訝; 國家|不同; 情況|感受到; 藝術家|不同; 語言|感受到,6,令 人 驚訝 的 是 ， 一 位 藝術家 如何 讓 來自 不同 國家 的 數百萬 人 在 不 說 同 一 種 語言 的 情況 下 感受到 連結
Được 3k like tôi bật cho trung tâm nghe cả tuần ❤,34,有了3k個贊，我給中心播放了一整週❤,,0,
"Số ae vẫn miệt mài cày trong thầm lặng ❤
👇",35,"有的人還在默默努力❤
👇",人|努力,1,有的 人 還 在 默默 努力 ❤
Mãi thương Tùng,36,永遠愛佟,,0,
good music after so long time . big fan from india,37,好久不見的好音樂。來自印度的大粉絲,粉絲|大; 音樂|久; 音樂|好,3,好 久 不 見 的 好 音樂 || 來自 印度 的 大 粉絲
정말 개성 있고 인상적인 음악이네요. @SON TUNG M-TP님의 이 노래를 너무 좋아해요!,38,這確實是一種獨特而令人印象深刻的音樂。 @SON TUNG 我非常喜歡M-TP的這首歌！,人|深刻; 人|獨特; 印象|深刻; 印象|獨特; 歌|喜歡; 音樂|深刻,6,這 確實 是 一 種 獨特 而 令 人 印象 深刻 的 音樂 || @SON TUNG  我 非常 喜歡 M-TP 的 這 首 歌
Sơn Tùng MTP chính là lý do vì sao tôi đã biết đến Việt Nam. Từ đó tới giờ là fan cứng ko phải vì riêng cái nhạc mà ca cách làm idol và làm showbiz. Vậy mà lần này cảm thấy có phần buồn đấy như kiểu đấy có thể là album cuối của sếp. Dù sao vẫn mãi là fan và nghe nhạc MTP đến già luôn. Chúc bro thành công,39,Son Tung MTP是我了解越南的原因。從那時起，我就成為了一名鐵桿粉絲，不僅是因為音樂，而是為瞭如何成為偶像和演藝圈。但這次我感到有點悲傷，好像這可能是我老闆的最後一張專輯。不管怎樣，我會一直是MTP的粉絲，聽MTP音樂，直到老。祝你成功兄弟,兄弟|成功; 原因|了解; 音樂|老,3,Son  Tung  MTP 是 我 了解 越南 的 原因 || 不管 怎樣 ， 我 會 一直 是 MTP 的 粉絲 ， 聽 MTP 音樂 ， 直到 老 || 祝 你 成功 兄弟
"Ủng hộ Tùng, một nghệ sĩ trẻ có tâm, có tài và vô cùng bản lĩnh!!!",40,支持童童，一位有心、有才華、有勇氣的年輕藝術家！ ！ ！,勇氣|年輕; 才華|年輕; 藝術家|年輕,3,支持 童童 ， 一 位 有心 、 有 才華 、 有 勇氣 的 年輕 藝術家
Hello am Kenyan from Africa 🌍..I love this song..,41,你好，來自非洲的肯亞人🌍..我喜歡這首歌..,歌|喜歡; 肯亞人|喜歡; 肯亞人|好,3,你 好 ， 來自 非洲 的 肯亞人 🌍.. 我 喜歡 這 首 歌 . .
"The music also has African beats, thank you Son.🙌🏽🔥",42,音樂還有非洲節奏，謝謝兒子。 🙌🏽🔥,,0,
5 rưỡi sáng vẫn cày và không ai like😢😢,43,早上5:30還在犁地沒人喜歡😢😢,人|喜歡,1,早上 5:30 還 在 犁地 沒 人 喜歡 😢 😢
+ 1 máy ngày nào cũng vô nghe trong âm thầm😂,44,+ 1部我每天默默聽的電話😂,,0,
"I'm a Vietnamese born in Germany. I rarely listen to Vietnamese music, but since I learned about Son Tung, I've listened to it more. Yesterday he released a new song and I quite like it. When I do housework or have free time, I listen to it. I'm not sure how many times, probably about 40 or 50. I'll play this song for my German friends to listen to. 🤭🤭",45,我是出生在德國的越南人。我很少聽越南音樂，但自從我了解了Son Tung之後，我就聽得更多了。昨天他發布了一首新歌，我很喜歡。當我做家事或有空閒時間時，我會聽。我不知道多少次了，大概有40、50次吧。我會放這首歌給我的德國朋友聽。 🤭🤭,家事|空閒; 新歌|喜歡; 時間|空閒; 音樂|了解,4,我 很少 聽 越南 音樂 ， 但 自從 我 了解 了 Son  Tung 之後 ， 我 就 聽 得 更多 了 || 昨天 他 發布 了 一 首 新歌 ， 我 很 喜歡 || 當 我 做 家事 或 有 空閒 時間 時 ， 我 會 聽
That was incredible for an international song with a Vietnamese singer,46,對於一首由越南歌手演唱的國際歌曲來說，這是令人難以置信的,,0,
Cmt này được 100 tim mai tôi mở cho cả trường HaUI tôi nghe,47,此評論獲得 100 顆心，明天我將向整個 HaUI 學校公開它,,0,
Sáng ra đã phải vào nghe vì ghiền quá ghiền r,48,今天早上我不得不聽它，因為我太上癮了,,0,
"I'm from Argentina, and a Korean friend introduced me to this song. It's amazing! 🎉🎉",49,我來自阿根廷，一位韓國朋友向我介紹了這首歌。太棒了！ 🎉🎉,,0,
私はベトナム人に勧められて、MTPの音楽作品を知りました。メロディーがとても素晴らしいです。❤,50,我是透過一位越南人的推薦了解到MTP的音樂作品的。旋律是如此美妙。 ❤,作品|了解到; 旋律|美妙; 越南人|了解到; 音樂|了解到,4,我 是 透過 一 位 越南人 的 推薦 了解到 MTP 的 音樂 作品 的 || 旋律 是 如此 美妙
"Chắc giờ k còn ai cày đâu , mỗi tôi cày 3 ngày mà k được 1 like , buồn quá",51,我猜沒人再耕耘了，我是唯一一個耕耘了 3 天卻沒有得到 1 個讚的人，太傷心了,人|傷心; 讚|傷心,2,我 猜 沒 人 再 耕耘 了 ， 我 是 唯一 一 個 耕耘 了  3  天 卻 沒有 得到  1   個 讚 的 人 ， 太 傷心 了
tôi nghe cả ngày không chán,52,我聽一整天也不覺得無聊,,0,
số người cày hôm nay 👇👇👇👇,53,今天耕地的人數👇👇👇👇,,0,
THIS IS ABSOLUTELY BRILLIANT AND BEAUTIFUL I LOVE SON TUNG mtp,54,這絕對是輝煌和美麗的我愛兒子東 mtp,兒子|美麗; 東|美麗,2,這 絕對 是 輝煌 和 美麗 的 我 愛 兒子 東  mtp
"Tôi đang học ở bên Mỹ, comment này đạt 1k Tym mai tôi bật cho cả trường nghe :)))))",55,我在美國讀書，這個評論明天就達到了 1k Tym 我會播放給全學校聽:)））））,,0,
"Giờ t thấy view gì :))) nhưng đây mv like 1tr nhanh nhất VN rồi còn gì đỉnh, view có thể lên chậm hơn những bài trước nhưng vẫn đỉnh ác",56,我現在看不到任何觀看次數:)））但是這個mv在越南最快有100萬個贊，太棒了，觀看次數可能比以前的歌曲慢，但仍然很棒,次數|棒; 歌曲|慢; 贊|棒,3,我 現在 看 不 到 任何 觀看 次數 :) ） ） 但是 這 個 mv 在 越南 最 快 有 100萬 個 贊 ， 太 棒 了 ， 觀看 次數 可能 比 以前 的 歌曲 慢 ， 但 仍然 很 棒
"Dù ai nói ngả nói nghiêng , chị vẫn cứ rảnh là cày view cho Tùng .
Rất tự hào về em .
From Japan .
Hnay là ngày tiếp theo chị cày View rồi .
Yêu và thương Tùng .❤",57,"不管誰說錯了，她還是有空去監視Tung。
非常為你感到驕傲。
來自日本。
今天是第二天，我正在犁視圖。
愛又愛佟.❤",,0,
Love from Northeast India 🇮🇳,58,來自印度東北部的愛🇮🇳,,0,
From Myanmar with love❤❤❤,59,來自緬甸的愛❤❤❤,,0,
"Ai mấy ngày qua vẫn miệt mài cày thì 
👇ạ",60,"這幾天是誰在辛苦耕耘？ 
👇是的",,0,
"Thật sự mình rất muốn Tùng có MV đạt 1 tỷ view, bài hát viral toàn cầu🎉",61,我很希望Tung能有一個點擊量達到10億的MV和一首全球火爆的歌曲🎉,歌曲|火爆,1,我 很 希望 Tung 能 有 一 個 點擊量 達到 10億 的 MV 和 一 首 全球 火爆 的 歌曲 🎉
AE ơi???😢😢😢 Còn ai ở đây không????😢😢😢😢 Lên tiếng để biết tôi không Cô Đơn🎉🎉🎉🎉🎉,62,大家好？ ？ ？ 😢😢😢還有其他人在這裡嗎？ ？ ？ 😢😢😢😢大聲說出來讓我知道我並不孤單🎉🎉🎉🎉🎉,,0,
The song is beautiful and impressive. I think it will thrive in Habhf in many countries🎉,63,這首歌優美而令人印象深刻。我認為它會在許多國家的 Habhf 蓬勃發展🎉,人|優美; 人|深刻; 印象|優美; 印象|深刻; 國家|蓬勃; 歌|優美,6,這 首 歌 優美 而 令 人 印象 深刻 || 我 認為 它 會 在 許多 國家 的  Habhf  蓬勃 發展 🎉
"Nhìn biểu tượng mà ST đưa lên tôi thấy tự hào quá, xem mà nổi da gà. Chúc mừng Sơn Tùng MTP...",64,看著ST貼出的標誌，我感到非常自豪，讓人起雞皮疙瘩。恭喜孫東 MTP...,人|感到; 人|自豪; 標誌|感到; 標誌|自豪; 雞皮疙瘩|自豪,5,看 著 ST 貼出 的 標誌 ， 我 感到 非常 自豪 ， 讓 人 起 雞皮疙瘩
"Absolutely amazing! I'll probably visit Vietnam next week. Thank you, Son Tung, for showing me the beauty of your country. I love Vietnam.",65,絕對驚人！下週我可能會去越南。謝謝你，孫同，讓我看到了你們國家的美。我愛越南。,,0,
"First time listening to Sontung and just wow, what a unique vocal and style he has, and tyga I have been listening to him for over a decade, great song 🔥🥂",66,第一次聽 Sontung，哇，他的聲音和風格多麼獨特，tyga 我已經聽他十多年了，很棒的歌曲 🔥🥂,歌曲|棒; 聲音|獨特; 風格|獨特,3,第一 次 聽  Sontung ， 哇 ， 他 的 聲音 和 風格 多麼 獨特 ， tyga  我 已經 聽 他 十多 年 了 ， 很 棒 的 歌曲  🔥 🥂
Keren salam dari Indonesia 🇮🇩,67,來自印尼的酷問候🇮🇩,,0,
Still here for u MTP,68,還在這裡等你MTP,,0,
Beautiful song. South Africa approves 👌,69,美麗的歌曲。南非批准👌,歌曲|美麗,1,美麗 的 歌曲
Wow my idol son tung MABUHAY Philippines ❤❤❤😮😮😮,70,哇我的偶像兒子，LIVE菲律賓❤❤❤😮😮😮,,0,
"As a American, I find the lyrics and melody of this song very harmonious, and I hope it will gain wider recognition in the international music scene.",71,身為一個美國人，我覺得這首歌的歌詞和旋律非常和諧，希望它能在國際樂壇得到更廣泛的認可。,旋律|和諧; 旋律|希望; 歌|覺得; 歌詞|和諧; 歌詞|覺得; 美國人|覺得,6,身為 一 個 美國人 ， 我 覺得 這 首 歌 的 歌詞 和 旋律 非常 和諧 ， 希望 它 能 在 國際 樂壇 得到 更 廣泛 的 認可
Có ai thấy nhạc cuối bài vừa yên bình vừa có chút buồn không nhỉ,72,還有人覺得這首歌結尾的音樂既平靜又有點悲傷嗎？,人|覺得; 歌|平靜; 歌|覺得; 結尾|平靜; 結尾|覺得; 音樂|平靜; 音樂|悲傷,7,還 有 人 覺得 這 首 歌 結尾 的 音樂 既 平靜 又 有點 悲傷 嗎
"I’m Indonesian, living in Australia and I love your songs 🫶✨ 1:05",73,我是印尼人，住在澳大利亞，我喜歡你的歌曲🫶✨ 1:05,歌曲|喜歡,1,我 是 印尼人 ， 住在 澳大利亞 ， 我 喜歡 你 的 歌曲 🫶✨  1:05
아무리 들어도 노래 질리지 않아요👍🏻,74,這首歌無論聽多少次都不會厭倦👍🏻,,0,
i can hear this song all day;))))))))),75,我可以整天聽到這首歌；）））））））,,0,
"Nhạc quá hay, ko chê vaod đâu đc",76,音樂太好聽了，我不能抱怨聲音,音樂|好聽,1,音樂 太 好聽 了 ， 我 不能 抱怨 聲音
나의 최애 베트남 싱어 ^^,77,我最喜歡的越南歌手^^,歌手|喜歡,1,我 最 喜歡 的 越南 歌手 ^^
"Số người còn đang cày mỗi ngày
👇",78,"每天仍在耕地的人數
👇",,0,
The visual narrative is incredibly evocative; it adds such a profound layer to the song.,79,視覺敘事非常令人回味。它為這首歌增添瞭如此深刻的層次。,層次|如此; 層次|深刻; 層次|瞭; 歌|如此; 歌|深刻; 歌|瞭,6,它 為 這 首 歌 增添 瞭 如此 深刻 的 層次
2030 còn ai nghe không.lên tiếng đi để tui k thấy cô đơn,80,2030年還有人聽嗎？大聲說出來，讓我不再感到孤獨,,0,
"Здравствуйте, я из России, сейчас живу в Москве. Мой друг познакомил меня с вьетнамским художником Сон Тунгом М-ТП. Мои ощущения после прослушивания Come My Way были действительно хорошими. меня очаровывает и напоминает мне о моем возлюбленном в прошлом
Спасибо вьетнамским друзьям, любовь приходит из России 🇷🇺❤️🇻🇳
👇🏻",81,"你好，我來自俄羅斯，現在住在莫斯科。我的朋友向我介紹了越南藝術家 Son Tung M-TP。聽了《Come My Way》之後我的感受真的很好。讓我著迷，讓我想起了我過去的愛人
感謝越南朋友，愛來自俄羅斯🇷🇺❤️🇻🇳
👇🏻",愛|感謝; 感受|好; 朋友|感謝,3,聽 了 《 Come  My  Way 》 之後 我 的 感受 真的 很 好 || 感謝 越南 朋友 ， 愛 來自 俄羅斯 🇷🇺❤️🇻🇳
3k tim cày viu cho sếp cả ngày cn ko đi đâu luôn,82,我花了3K的心為我的老闆工作了一整天，但我哪裡也沒去,,0,
Very wild and professional,83,非常狂野又專業,,0,
"Vẫn đang cày nhé , bầu trời của anh Tùng vẫn và sẽ luôn ủng hộ anh❤",84,耕耘依舊，童天依舊，永遠支持你❤,童天|依舊,1,耕耘 依舊 ， 童天 依舊 ， 永遠 支持 你 ❤
Cày view cả ngày mà không ai cho 1 like tiếp năng lượng 😢,85,一整天都在加載視圖，但沒有人給我哪怕一個喜歡來激勵我😢,人|哪怕,1,一 整 天 都 在 加載 視圖 ， 但 沒有 人 給 我 哪怕 一 個 喜歡 來 激勵 我 😢
2 ngày nghỉ cuối tuần cày hơn 200 view mà k đc 1 like của sky .. buồn,86,週末休息 2 天，獲得超過 200 次觀看，但連 1 個來自天空的點讚都沒有..悲傷,,0,
4h21 sáng :) còn thức xin 1 tym lấy động lực nghe tiếpppp 😊,87,4:21 am :) 還沒睡，請給我一顆心，讓我有動力繼續聽ppp😊,,0,
Số người còn đang cày ạ cho em xin cánh tay đi 🎉🎉❤❤,88,還在耕耘的人數，請給我你的手臂🎉🎉❤❤,,0,
Gần 40 tuổi vẫn cày view cho Sếp từ tối qua mà khum ai like,89,快40歲了，從昨晚開始還在看Boss，沒人喜歡,人|喜歡,1,快 40 歲 了 ， 從 昨晚 開始 還 在 看 Boss ， 沒 人 喜歡
Có ai đang nghe ko dậy ra tín hiệu cho tôi biết vớiii,90,有人在聽嗎？請給我一個訊號,,0,
"Cởi lạc hồng vươn ra thế giới 😍 , dù nghe chẳn hiểu gì nhưng vẫn ủng hộ sơn tùng",91,讓我們敞開心胸走向世界😍，雖然什麼都不懂，但我們還是支持孫同,,0,
son tùng đỉnh nhất việt nam,92,越南最好的備用口紅,口紅|備用; 口紅|好; 口紅|最,3,越南 最 好 的 備用 口紅
my idol come back yaaaaaaahhhhhh 🥹🤟🙌🔥🔥🔥🔥🔥,93,我的偶像回來了啊啊啊啊啊啊🥹🤟🙌🔥🔥🔥🔥🔥,,0,
1 TIM= 1VIEW😊,94,1 個團隊= 1 個視野😊,,0,
"Been waiting🤩 Sơn Tùng always bring amazing music, fantastic collab🔥",95,一直在等待🤩Sơn Tùng總是帶來美妙的音樂，精彩的合作🔥,音樂|合作; 音樂|精彩; 音樂|美妙,3,一直 在 等待 🤩Sơn Tùng 總是 帶來 美妙 的 音樂 ， 精彩 的 合作 🔥
"ra mắt 5 ngày r, ngày nào cx phải nghe đã thật sự sky ơi❤❤",96,出了5天了，真的每天都要聽，天啊❤❤,,0,
私はこの曲を2時間ずっと聴いていますが、とても気に入っています。ベトナムの音楽は本当に魅力的ですね,97,我已經連續聽了這首歌兩個小時了，我很喜歡它。越南音樂真的很迷人。,小時|喜歡; 音樂|迷人,2,我 已經 連續 聽 了 這 首 歌 兩 個 小時 了 ， 我 很 喜歡 它 || 越南 音樂 真的 很 迷人
Love this song on a repeat more love from Nigerian son,98,喜歡這首歌，重複尼日利亞兒子的更多愛,歌|喜歡,1,喜歡 這 首 歌 ， 重複 尼日利亞 兒子 的 更多 愛
ST M-TP you're pride of Viet Nam,99,ST M-TP 你是越南的驕傲,,0,
Mỗi lần có người like mình vào cày mv cho sếp,100,每當有人喜歡我時，我就會上傳一段音樂影片給我的老闆,人|喜歡,1,每當 有 人 喜歡 我 時 ， 我 就 會 上傳 一 段 音樂 影片 給 我 的 老闆
ずっと新曲を楽しみに待ってました！今回もかっこいい、最高！いつか日本にも来てください🥰🇻🇳🫶🇯🇵,101,我一直很期待新歌！這次也爽了，最好了！請有一天來日本吧🥰🇻🇳🫶🇯🇵,新歌|期待,1,我 一直 很 期待 新歌
"This collaboration is absolutely insane! 💥 Son Tung M-TP and Tyga killed it. The vibe, the visuals, the beat... everything is top-tier. Vietnam's music scene is really global now! Big love from 'Vietnam'🇻🇳🔥",102,這次的合作簡直太瘋狂了！ 💥 Son Tung M-TP 和 Tyga 殺死了它。氛圍、視覺效果、節奏…一切都是頂級的。越南的音樂界現在真的是全球化了！來自「越南」的大愛🇻🇳🔥,愛|大,1,來自 「 越南 」 的 大 愛 🇻🇳 🔥
"Quá tuyệt vời, quá tự hào",103,如此美妙，如此自豪,,0,
"Tôi xin nghỉ 2 ngày cày view cho sếp luôn r, ae 17 đâu rồi Thái Bình mãi đỉnh , Việt Nam mãi đình 🎉🎉🎉",104,我要請兩天假去給我老闆看風景，17歲的你在哪裡？太平永遠是最好的，越南永遠是偉大的🎉🎉🎉,,0,
"Tôi làm ở đài phát thanh Phường, comment này được 1.5K Tym sáng mai 6h tôi bật cho cả Phường nghe :)))))",105,我在 Ward 廣播電台工作，這條評論明天早上 6 點得到了 1.5K Tym 我會播放給整個 Ward 來聽:)））））,,0,
"Bao bao nhiêu lâu rồi, tên của anh nằm trên đỉnh cao bao nhiêu lâu rồi ✊✊✊",106,多久了，你的名字登上榜首多久了✊✊✊,,0,
Nhạc hay quá,107,音樂真好聽,音樂|好聽,1,音樂 真 好聽
COME MY WAY HAY QUA,108,來我的路 HAY QUA,,0,
"Vươn tầm cỡ thế giới như này. Là người Việt hãy tự hào dân tộc, không có nghệ sĩ nào ở Việt Nam từ trước đến thời điểm hiện tại làm được như Sơn Tùng. Quá hãnh diện ❤",109,就這樣達到了世界級。身為越南人，你應該為你的國家感到驕傲。迄今為止，越南沒有一位藝術家能做到孫棟能做到的。好驕傲❤,世界級|這樣; 國家|感到; 國家|驕傲,3,就 這樣 達到 了 世界級 || 身為 越南人 ， 你 應該 為 你 的 國家 感到 驕傲
Sắp nổ r 🔥,110,快要爆炸了🔥,,0,
"Tùng ơi, yêu anh lắm",111,東哥我好愛你,,0,
cmt này dc 1k tym bật hết máy công ty cày tới sáng,112,這個評論值1k。 Tym 打開公司所有機器直到早上,,0,
Sơn Tùng mỗi lần comeback là y như rằng YouTube lại nóng lên,113,每次孫同回歸，YouTube 都變得更火,,0,
Top những người nghe tiếng anh k hiểu như vẫn cứ nghe 😍,114,不懂英文但還能聽的頂尖人士😍,人士|頂尖; 英文|懂,2,不 懂 英文 但 還 能 聽 的 頂尖 人士 😍
"Đã nghe liên tục 5 ngày, hiện tại và tương lai cũng thế.
Hãy cho tôi thấy là tôi không cô đơn đi.",115,"連續聽了五天，現在和未來也是如此。
讓我知道我並不孤單。",,0,
GOAT 🐐🐐🐐🐐,116,山羊🐐🐐🐐🐐,,0,
メロディーとリズムが良いし、中毒性がある神曲だ！,117,這是一首神曲，旋律和節奏都很好，讓人上癮！,人|上癮; 人|好; 旋律|好; 節奏|好,4,這 是 一 首 神曲 ， 旋律 和 節奏 都 很 好 ， 讓 人 上癮
"Người ta nói không ai thành công mà dễ dàng… Nhìn hành trình của Sơn Tùng M-TP từ những ngày đầu đến hôm nay mới thấy nghị lực đáng nể thế nào. Fan quê nhà luôn tự hào về anh ❤Theo dõi Sơn Tùng M-TP từ thời ‘Cơn Mưa Ngang Qua’, hôm nay nhìn anh feat cùng Tyga mà khâm phục sát đất luôn, tự hào vì Việt Nam có nghệ sĩ vươn tầm thế giới🎉🎉😍😍",118,人們都說，沒有人能夠輕易地成功……縱觀孫同M-TP從早期到今天的歷程，可見他的決心是多麼的了不起。家鄉的歌迷永遠為他感到驕傲❤從《透明雨》開始就追隨Son Tung M-TP，今天看到他和Tyga的壯舉，讓我對他刮目相看，為越南有一位達到世界水平的藝人而自豪🎉😍😍🎉,人|成功; 孫同|成功; 歌迷|感到; 歌迷|驕傲; 水平|自豪; 決心|了不起; 藝人|自豪,7,人們 都 說 ， 沒有 人 能夠 輕易 地 成功 … … 縱觀 孫同 M-TP 從 早期 到 今天 的 歷程 ， 可見 他 的 決心 是 多麼 的 了不起 || 家鄉 的 歌迷 永遠 為 他 感到 驕傲 ❤ 從 《 透明雨 》 開始 就 追隨 Son  Tung  M-TP ， 今天 看到 他 和 Tyga 的 壯舉 ， 讓 我 對 他 刮目相看 ， 為 越南 有 一 位 達到 世界 水平 的 藝人 而 自豪 🎉😍😍🎉
