Entity,Sentiment_Word,Co_occurrence_Count,Inferred_Reason
們,解散,1,'們' is a noun entity and '解散' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
們,需要,1,'們' is a noun entity and '需要' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
倚天劍,棒,1,'倚天劍' is a noun entity and '棒' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
傑克·奎德,喜歡,1,'傑克·奎德' is a noun entity and '喜歡' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
傳統,悠久,1,'傳統' is a noun entity and '悠久' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
傳統,樂高,1,'傳統' is a noun entity and '樂高' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
傳說,瘋狂,1,'傳說' is a noun entity and '瘋狂' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
傳說,酷,1,'傳說' is a noun entity and '酷' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
僵局,明白,1,'僵局' is a noun entity and '明白' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
僵局,漂亮,1,'僵局' is a noun entity and '漂亮' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
兄弟,喜歡,1,'兄弟' is a noun entity and '喜歡' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
兄弟,這樣,1,'兄弟' is a noun entity and '這樣' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
先生,知道,1,'先生' is a noun entity and '知道' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
內容,知道,1,'內容' is a noun entity and '知道' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
凱倫,坦白,1,'凱倫' is a noun entity and '坦白' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
凱倫,醒來,1,'凱倫' is a noun entity and '醒來' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
凱倫,高興,1,'凱倫' is a noun entity and '高興' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
凱倫佩奇,怎樣,1,'凱倫佩奇' is a noun entity and '怎樣' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
初衷,希望,1,'初衷' is a noun entity and '希望' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
初衷,理解,1,'初衷' is a noun entity and '理解' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
利益,上當,1,'利益' is a noun entity and '上當' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
利益,容易,1,'利益' is a noun entity and '容易' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
刺客,痛苦,1,'刺客' is a noun entity and '痛苦' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
前傳,希望,1,'前傳' is a noun entity and '希望' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
創意,大,1,'創意' is a noun entity and '大' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
劍,對,1,'劍' is a noun entity and '對' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
動作,努力,1,'動作' is a noun entity and '努力' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
動作,奇異,1,'動作' is a noun entity and '奇異' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
動作,瘋狂,1,'動作' is a noun entity and '瘋狂' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
動作,記住,1,'動作' is a noun entity and '記住' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
動作,那樣,1,'動作' is a noun entity and '那樣' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
動物,傻乎乎,1,'動物' is a noun entity and '傻乎乎' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
動物,傻傻,1,'動物' is a noun entity and '傻傻' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
動畫,專注,1,'動畫' is a noun entity and '專注' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
動畫,重,1,'動畫' is a noun entity and '重' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
動畫,重要,1,'動畫' is a noun entity and '重要' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
勞菲,倖存下來,1,'勞菲' is a noun entity and '倖存下來' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
勞菲,寧願,1,'勞菲' is a noun entity and '寧願' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
勞菲,復活,1,'勞菲' is a noun entity and '復活' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
勞菲,想像,1,'勞菲' is a noun entity and '想像' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
勞菲,瘋狂,1,'勞菲' is a noun entity and '瘋狂' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
勞菲,知道,1,'勞菲' is a noun entity and '知道' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
勞菲,肯定,1,'勞菲' is a noun entity and '肯定' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
勞菲,覺醒,1,'勞菲' is a noun entity and '覺醒' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
勞菲,討厭,1,'勞菲' is a noun entity and '討厭' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
勞菲,退休,1,'勞菲' is a noun entity and '退休' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
勞菲,重生,1,'勞菲' is a noun entity and '重生' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
勞菲,關心,1,'勞菲' is a noun entity and '關心' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
勞菲,高興,1,'勞菲' is a noun entity and '高興' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
包容度,希望,1,'包容度' is a noun entity and '希望' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
博士,一樣,1,'博士' is a noun entity and '一樣' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
博士,厲害,1,'博士' is a noun entity and '厲害' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
博士,病,1,'博士' is a noun entity and '病' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
博士,那樣,1,'博士' is a noun entity and '那樣' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
原版,覺得,1,'原版' is a noun entity and '覺得' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
叫聲,仔細,1,'叫聲' is a noun entity and '仔細' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
可能性,無限,1,'可能性' is a noun entity and '無限' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
史萊姆,如此,1,'史萊姆' is a noun entity and '如此' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
史詩,如此,1,'史詩' is a noun entity and '如此' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
同性戀,性,1,'同性戀' is a noun entity and '性' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
名字,堅持,1,'名字' is a noun entity and '堅持' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
名字,炫,1,'名字' is a noun entity and '炫' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
名字,現代,1,'名字' is a noun entity and '現代' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
咕咕聲,“咕,1,'咕咕聲' is a noun entity and '“咕' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
咕咕聲,哀鴿,1,'咕咕聲' is a noun entity and '哀鴿' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
圓圈,出現,1,'圓圈' is a noun entity and '出現' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
圖形,喜歡,1,'圖形' is a noun entity and '喜歡' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
圖形,重要,1,'圖形' is a noun entity and '重要' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
基本,知道,1,'基本' is a noun entity and '知道' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
場景,顯示,1,'場景' is a noun entity and '顯示' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
場面,電影化,1,'場面' is a noun entity and '電影化' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
塞赫美特,古,1,'塞赫美特' is a noun entity and '古' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
夜魔俠,交叉,1,'夜魔俠' is a noun entity and '交叉' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
夜魔俠,奇怪,1,'夜魔俠' is a noun entity and '奇怪' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
夥計,需要,1,'夥計' is a noun entity and '需要' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
大個子,容易,1,'大個子' is a noun entity and '容易' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
大衛傑夫,嚇壞,1,'大衛傑夫' is a noun entity and '嚇壞' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
天神,悟空,1,'天神' is a noun entity and '悟空' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
天神,瘋狂,1,'天神' is a noun entity and '瘋狂' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
天神,聯手,1,'天神' is a noun entity and '聯手' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
太陽,古,1,'太陽' is a noun entity and '古' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
奎托斯,努力,1,'奎托斯' is a noun entity and '努力' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
奎托斯,喜歡,1,'奎托斯' is a noun entity and '喜歡' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
奎托斯,大,1,'奎托斯' is a noun entity and '大' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
奎托斯,容易,1,'奎托斯' is a noun entity and '容易' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
奎托斯,平靜,1,'奎托斯' is a noun entity and '平靜' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
奎托斯,年輕,1,'奎托斯' is a noun entity and '年輕' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
奎托斯,強,1,'奎托斯' is a noun entity and '強' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
奎托斯,復活,1,'奎托斯' is a noun entity and '復活' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
奎托斯,忘記,1,'奎托斯' is a noun entity and '忘記' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
奎托斯,悟空,1,'奎托斯' is a noun entity and '悟空' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
奎托斯,想像,1,'奎托斯' is a noun entity and '想像' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
奎托斯,敏捷,1,'奎托斯' is a noun entity and '敏捷' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
奎托斯,明確,1,'奎托斯' is a noun entity and '明確' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
奎托斯,死亡,1,'奎托斯' is a noun entity and '死亡' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
奎托斯,無情,1,'奎托斯' is a noun entity and '無情' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
奎托斯,狂野,1,'奎托斯' is a noun entity and '狂野' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
奎托斯,生病,1,'奎托斯' is a noun entity and '生病' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
奎托斯,聯手,1,'奎托斯' is a noun entity and '聯手' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
奎托斯,自由,1,'奎托斯' is a noun entity and '自由' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
奎托斯,記住,1,'奎托斯' is a noun entity and '記住' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
奎托斯,記得,1,'奎托斯' is a noun entity and '記得' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
奎托斯,這樣,1,'奎托斯' is a noun entity and '這樣' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
奎托斯,針鋒相對,1,'奎托斯' is a noun entity and '針鋒相對' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
奎托斯,願,1,'奎托斯' is a noun entity and '願' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
奧丁,知道,1,'奧丁' is a noun entity and '知道' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
奧林匹斯,記得,1,'奧林匹斯' is a noun entity and '記得' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
女,這樣,1,'女' is a noun entity and '這樣' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
女人,好,1,'女人' is a noun entity and '好' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
女人,針鋒相對,1,'女人' is a noun entity and '針鋒相對' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
女性,悠久,1,'女性' is a noun entity and '悠久' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
妻子,明確,1,'妻子' is a noun entity and '明確' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
妻子,活,1,'妻子' is a noun entity and '活' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
妻子,肯定,1,'妻子' is a noun entity and '肯定' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
姻親,憤怒,1,'姻親' is a noun entity and '憤怒' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
媽媽,冷淡,1,'媽媽' is a noun entity and '冷淡' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
媽媽,安息,1,'媽媽' is a noun entity and '安息' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
媽媽,對,1,'媽媽' is a noun entity and '對' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
媽媽,瘋,1,'媽媽' is a noun entity and '瘋' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
字幕,顯示,1,'字幕' is a noun entity and '顯示' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
孩子,知道,1,'孩子' is a noun entity and '知道' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
孩子,肯定,1,'孩子' is a noun entity and '肯定' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
宙斯,出現,1,'宙斯' is a noun entity and '出現' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
宙斯,想像,1,'宙斯' is a noun entity and '想像' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
家庭,大,1,'家庭' is a noun entity and '大' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
家庭,混亂,1,'家庭' is a noun entity and '混亂' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
家庭,疲憊,1,'家庭' is a noun entity and '疲憊' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
家庭,知道,1,'家庭' is a noun entity and '知道' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
實體,邪惡,1,'實體' is a noun entity and '邪惡' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
對話,有趣,1,'對話' is a noun entity and '有趣' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
對話,討厭,1,'對話' is a noun entity and '討厭' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
對話,酷,1,'對話' is a noun entity and '酷' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
對象,瘋狂,1,'對象' is a noun entity and '瘋狂' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
小時,這樣,1,'小時' is a noun entity and '這樣' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
屍體,腐爛,1,'屍體' is a noun entity and '腐爛' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
布洛克,出現,1,'布洛克' is a noun entity and '出現' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
廠商,希望,1,'廠商' is a noun entity and '希望' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
廠商,理解,1,'廠商' is a noun entity and '理解' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
弗蘭克,現代,1,'弗蘭克' is a noun entity and '現代' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
弗蘭克·卡斯爾,可憐,1,'弗蘭克·卡斯爾' is a noun entity and '可憐' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
影片,喜歡,1,'影片' is a noun entity and '喜歡' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
心事,需要,1,'心事' is a noun entity and '需要' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
性格,新,1,'性格' is a noun entity and '新' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
性格,需要,1,'性格' is a noun entity and '需要' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
情景,記得,1,'情景' is a noun entity and '記得' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
情節,平均,1,'情節' is a noun entity and '平均' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
情節,知道,1,'情節' is a noun entity and '知道' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
情節,高興,1,'情節' is a noun entity and '高興' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
惡魔,邪惡,1,'惡魔' is a noun entity and '邪惡' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
意思,漂亮,1,'意思' is a noun entity and '漂亮' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
意思,瘋狂,1,'意思' is a noun entity and '瘋狂' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
意思,興奮,1,'意思' is a noun entity and '興奮' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
意思,誤會,1,'意思' is a noun entity and '誤會' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
意思,酷,1,'意思' is a noun entity and '酷' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
感覺,如何,1,'感覺' is a noun entity and '如何' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
感覺,新,1,'感覺' is a noun entity and '新' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
感覺,醒來,1,'感覺' is a noun entity and '醒來' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
戰場,廉價,1,'戰場' is a noun entity and '廉價' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
戰場,簡單,1,'戰場' is a noun entity and '簡單' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
戰士,狂野,1,'戰士' is a noun entity and '狂野' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
戰爭,瘋,1,'戰爭' is a noun entity and '瘋' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
戰神,古,1,'戰神' is a noun entity and '古' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
托爾,倖存下來,1,'托爾' is a noun entity and '倖存下來' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
托爾,忘記,1,'托爾' is a noun entity and '忘記' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
托爾,知道,1,'托爾' is a noun entity and '知道' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
托爾,針鋒相對,1,'托爾' is a noun entity and '針鋒相對' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
技術,瘋狂,1,'技術' is a noun entity and '瘋狂' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
按鈕,很多,1,'按鈕' is a noun entity and '很多' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
按鈕,肯定,1,'按鈕' is a noun entity and '肯定' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
按鈕,高興,1,'按鈕' is a noun entity and '高興' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
按鈕,黑暗,1,'按鈕' is a noun entity and '黑暗' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
摩天大樓,眩暈,1,'摩天大樓' is a noun entity and '眩暈' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
政治,可惜,1,'政治' is a noun entity and '可惜' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
政治,正確,1,'政治' is a noun entity and '正確' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
效果,好,1,'效果' is a noun entity and '好' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
效果,興奮,1,'效果' is a noun entity and '興奮' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
教條,痛苦,1,'教條' is a noun entity and '痛苦' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
敢死隊,在一起,1,'敢死隊' is a noun entity and '在一起' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
敬意,新,1,'敬意' is a noun entity and '新' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
敵人,傻傻,1,'敵人' is a noun entity and '傻傻' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
敵人,這樣,1,'敵人' is a noun entity and '這樣' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
數量,憤怒,1,'數量' is a noun entity and '憤怒' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
文件,新,1,'文件' is a noun entity and '新' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
斯堪的納維亞半島,哀鴿,1,'斯堪的納維亞半島' is a noun entity and '哀鴿' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
方塊,荒唐,1,'方塊' is a noun entity and '荒唐' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
方式,交叉,1,'方式' is a noun entity and '交叉' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
方式,奇怪,1,'方式' is a noun entity and '奇怪' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
方式,醒來,1,'方式' is a noun entity and '醒來' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
方法,方便,1,'方法' is a noun entity and '方便' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
旅,期待,1,'旅' is a noun entity and '期待' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
時候,活,1,'時候' is a noun entity and '活' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
最高點,平靜,1,'最高點' is a noun entity and '平靜' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
朋友,親密,1,'朋友' is a noun entity and '親密' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
