Entity,Sentiment_Word,Co_occurrence_Count,Inferred_Reason
落地船,超,1,'落地船' is a noun entity and '超' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
要素,多,1,'要素' is a noun entity and '多' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
要素,超多,1,'要素' is a noun entity and '超多' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
記憶體,好奇,1,'記憶體' is a noun entity and '好奇' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
軍火,生存,1,'軍火' is a noun entity and '生存' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
鐵巨人,怪,1,'鐵巨人' is a noun entity and '怪' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
開場白,一樣,1,'開場白' is a noun entity and '一樣' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
阿斯,不錯,1,'阿斯' is a noun entity and '不錯' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
阿斯,好奇,1,'阿斯' is a noun entity and '好奇' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
阿斯,強,1,'阿斯' is a noun entity and '強' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
阿斯,有趣,1,'阿斯' is a noun entity and '有趣' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
阿斯,輕輕鬆鬆,1,'阿斯' is a noun entity and '輕輕鬆鬆' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
阿斯,辛苦,1,'阿斯' is a noun entity and '辛苦' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
阿斯,近戰,1,'阿斯' is a noun entity and '近戰' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
阿斯帶,感覺,1,'阿斯帶' is a noun entity and '感覺' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
集,亂七八糟,1,'集' is a noun entity and '亂七八糟' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
集,強,1,'集' is a noun entity and '強' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
雪,怪,1,'雪' is a noun entity and '怪' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
騎士,帥,1,'騎士' is a noun entity and '帥' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
騎士,超,1,'騎士' is a noun entity and '超' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
骷髏,轉生成,1,'骷髏' is a noun entity and '轉生成' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
魔物,輕輕鬆鬆,1,'魔物' is a noun entity and '輕輕鬆鬆' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
魔物,辛苦,1,'魔物' is a noun entity and '辛苦' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
魔王,強,1,'魔王' is a noun entity and '強' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
麥塊,生存,1,'麥塊' is a noun entity and '生存' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
龍,弱,1,'龍' is a noun entity and '弱' is a sentiment-bearing word; they appear within a 5-token window in the same sentence.
