Comment_Text,Source_Row_Index,CKIP_Analysis_Text,CKIP_Matched_Pairs,CKIP_Matched_Pair_Count,CKIP_Matched_Sentences
this is THEE comeback,26,這是THE的回歸,,0,
"4 vocalists, 4 visuals, 4 dancers, 4 rappers, 4 all rounders, 4 aces, 4 members, 4 girls, 4 queens aespa never dissapoints!!!!",27,4 位主唱、4 位視覺師、4 位舞者、4 位饒舌歌手、4 位全能選手、4 位王牌選手、4 位成員、4 位女孩、4 位皇后 aespa 永遠不會讓人失望！,人|失望; 歌手|全能; 歌手|饒舌; 王牌|全能; 舞者|饒舌; 選手|全能,6,4  位 主唱 、 4  位 視覺師 、 4  位 舞者 、 4  位 饒舌 歌手 、 4  位 全能 選手 、 4  位 王牌 選手 、 4  位 成員 、 4  位 女孩 、 4   位 皇后  aespa  永遠 不會 讓 人 失望
Damn Giselle finally in her Main Rapper era she's popping off,28,該死的吉賽兒終於進入了她的主要說唱歌手時代，她正在崛起,吉賽兒|該死; 時代|崛起,2,該死 的 吉賽兒 終於 進入 了 她 的 主要 說 唱歌手 時代 ， 她 正在 崛起
Finally aespa comeback full album,29,aespa終於回歸完整專輯,專輯|完整,1,aespa 終於 回歸 完整 專輯
Why do I feel like this is their best comeback 😭😭 like it's perfect for summer and the visuals the vocals the rap and omgggg the beat was insane,30,為什麼我覺得這是他們最好的回歸，非常適合夏天，視覺效果、人聲、說唱和節奏太瘋狂了,效果|適合; 節奏|瘋狂; 視覺|適合,3,為什麼 我 覺得 這 是 他們 最 好 的 回歸 ， 非常 適合 夏天 ， 視覺 效果 、 人聲 、 說唱 和 節奏 太 瘋狂 了
Only Aespa can make singing about Lemonade so cool,31,只有 Aespa 能讓唱 Lemonade 如此酷,,0,
reveluv here supporting the leaders of the fourth generation !,32,reveluv在這裡支持第四代領導人！,,0,
Thank you Aespa for singing me a lullaby before I go to bed,33,謝謝 Aespa 在我睡前唱搖籃曲,,0,
This is the real kpop material,34,這才是真正的韓流素材,,0,
Aespa is why K-Pop will never get boring,35,Aespa 是韓國流行音樂永遠不會無聊的原因,原因|無聊; 音樂|流行; 音樂|無聊,3,Aespa  是 韓國 流行 音樂 永遠 不會 無聊 的 原因
Aespa finally decided to go back to their old sound and locking in. Finally! I’ve missed the old Aespa,36,Aespa 最終決定回到他們原來的聲音並鎖定。終於！我很懷念舊的 Aespa,,0,
I can't stop to get it back,37,我無法停下來把它拿回來,,0,
The stylist deserves a raise for sure 👌🏻,38,造型師絕對值得加薪👌🏻,造型師|值得,1,造型師 絕對 值得 加薪 👌 🏻
I love it when the group has identity.,39,我喜歡團隊有身分。,團隊|喜歡; 身分|喜歡,2,我 喜歡 團隊 有 身分
It's like a combination of their previous MVs like whiplash and spicy but also has a new feel to the version,40,這就像他們之前的MV《鞭打》和《辣》的結合，但也為版本帶來了新的感覺,感覺|新; 版本|新; 版本|結合,3,這 就 像 他們 之前 的 MV 《 鞭打 》 和 《 辣 》 的 結合 ， 但 也 為 版本 帶來 了 新 的 感覺
let aespa win guys this song is so much potential hmm VOTE THEM,41,讓 aespa 贏得大家，這首歌很有潛力，嗯，投票給他們,,0,
"Every comeback of aespa is a fire masterpiece, they ate all every concept very well",42,aespa的每一次回歸都是火力傑作，他們把每個概念都吃得很好,概念|好,1,aespa 的 每 一 次 回歸 都 是 火力 傑作 ， 他們 把 每 個 概念 都 吃 得 很 好
"These are the most beautiful K-pop idols of the 4th generation. Their visuals are no joke, and they really get better and better with each comeback",43,這些是第四代最美麗的韓國流行偶像。他們的視覺效果可不是開玩笑，而且每次回歸都變得越來越好,代|流行; 代|美麗; 偶像|流行; 偶像|美麗,4,這些 是 第四 代 最 美麗 的 韓國 流行 偶像
"A song over 3 min, vocals, rap, bridge, every member verse, the mv, the visuals, the styles, the instrumentals, the harmonies, a full constructed  song, it's SOTY! and aespa can NEVER disappoint us!!!",44,一首超過3分鐘的歌曲，人聲、饒舌、橋段、每個成員的主歌、mv、視覺效果、風格、器樂、和聲，一首完整的歌曲，太SOTY了！ aespa 永遠不會讓我們失望！,人聲|饒舌; 橋段|饒舌; 歌曲|完整; 歌曲|饒舌,4,一 首 超過 3 分鐘 的 歌曲 ， 人聲 、 饒舌 、 橋段 、 每 個 成員 的 主歌 、 mv 、 視覺 效果 、 風格 、 器樂 、 和聲 ， 一 首 完整 的 歌曲 ， 太 SOTY 了
SM remembered that aespa is a multi-talented kpop group,45,SM記得aespa是個多才多藝的韓流組合,組合|多才多藝; 韓流|多才多藝,2,SM 記得 aespa 是 個 多才多藝 的 韓流 組合
"“WAIT, OMG, STOP” WILL BE MY NEWW FAV LINE",46,「等等，天啊，停下來」將是我最喜歡的新台詞,台詞|喜歡; 台詞|新; 天啊|停下來,3,「 等等 ， 天啊 ， 停下來 」 將 是 我 最 喜歡 的 新 台詞
winter rapping is something i never knew i needed so badly,47,我從來不知道我如此需要冬季說唱,,0,
This is such a banger,48,這真是太糟糕了,,0,
How many intertional fans are here to support aespa forever?🤚🏻,49,有多少國際粉絲在這裡永遠支持aespa？ 🤚🏻,,0,
"Oh aespa, you'll forever be popular.",50,噢，aespa，你將永遠受歡迎。,,0,
"4 Divas 4 Artists 4 Rappers 4 vocalists 4 Queens.
The finally comeback full group 😭🙏",51,"4 位女歌手 4 位藝人 4 位饒舌歌手 4 位歌手 4 位皇后。
終於全團回歸了🙏🙏",歌手|饒舌; 藝人|饒舌,2,4   位 女 歌手  4   位 藝人  4   位 饒舌 歌手  4   位 歌手  4   位 皇后
Now I am gonna sing this whenever I am making a lemonade 😂😂,52,現在每當我做檸檬水的時候我都會唱這首歌😂😂,,0,
we have to give aespa a win,53,我們必須讓 aespa 獲勝,,0,
*“LEMONADE” is sure to become an iconic song in Aespa's history*,54,*《LEMONADE》必將成為 Aespa 歷史上的標誌性歌曲*,,0,
rap from winter is something i never expected in my life,55,來自冬天的饒舌是我一生中從未想到的,一生|饒舌,1,來自 冬天 的 饒舌 是 我 一生 中 從未 想到 的
I'm not here to support anything I'm here for the banger,56,我來這裡不是為了支持任何事 我是為了狂歡,,0,
"karina's vocals, giselle and winter's rap verses, ningning's spanish verse, the bridge hello??? oh aespa you will always be famous",57,卡琳娜的歌聲，吉賽兒和溫特的饒舌詩句，寧寧的西班牙詩句，橋你好？ ？ ？哦，aespa，你將永遠出名,吉賽兒|饒舌; 寧寧|饒舌; 橋|好; 溫特|饒舌; 詩句|好; 詩句|饒舌,6,卡琳娜 的 歌聲 ， 吉賽兒 和 溫特 的 饒舌 詩句 ， 寧寧 的 西班牙 詩句 ， 橋 你 好
"This actually one of their best songs and music videos 
Like we know the quality is always their when we talk abt aespa but this is just so expensive nd premium ✨️",58,"這實際上是他們最好的歌曲和音樂視頻之一
就像我們知道，當我們談論 aespa 時，品質始終是他們的，但這就是如此昂貴和優質 ✨️",歌曲|好; 視頻|好; 音樂|好,3,這 實際 上 是 他們 最 好 的 歌曲 和 音樂 視頻 之 一
SM needs to promote both Lemonade and SwitchBlade in US.,59,SM 需要在美國推廣 Lemonade 和 SwitchBlade。,,0,
Aespa are so stunning in this music video,60,Aespa 在這段音樂影片中是如此令人驚嘆,人|如此; 影片|如此; 音樂|如此,3,Aespa  在 這 段 音樂 影片 中 是 如此 令 人 驚嘆
Winter doing both rap and high note in one song is Next Level ❄️,61,Winter 在一首歌曲中同時表演說唱和高音是下一個級別❄️,,0,
Winter’s rap part came out of nowhere and it’s EVERYTHING!,62,Winter 的饒舌部分不知從何而來，這就是一切！,,0,
"The legendary Aespa has returned with the same iconic concept, and I am so happy!!! Their four members are stronger than ever in the past few years😭😭😭",63,傳奇的 Aespa 帶著同樣的標誌性概念回歸，我太高興了！ ！ ！他們的四位成員這幾年比以往任何時候都更強了😭😭😭,傳奇|同樣; 時候|強; 概念|同樣; 概念|高興; 標誌性|同樣,5,傳奇 的  Aespa  帶 著 同樣 的 標誌性 概念 回歸 ， 我 太 高興 了 || 他們 的 四 位 成員 這 幾 年 比 以往 任何 時候 都 更 強 了 😭😭😭
I’ve been an aespa fan since their debut and this is their best comeback since Drama,64,自從他們出道以來我一直是 aespa 的粉絲，這是他們自戲劇以來最好的回歸,戲劇|好,1,自從 他們 出道 以來 我 一直 是  aespa  的 粉絲 ， 這 是 他們 自 戲劇 以來 最 好 的 回歸
This is why aespa is one of the best kpop groups,65,這就是為什麼 aespa 是最好的韓流團體之一,團體|好; 韓流|好,2,這 就 是 為什麼  aespa  是 最 好 的 韓流 團體 之 一
this SONG OF THE SUMMER deserve more recognition 📢,66,這首夏日之歌值得更多認可📢,歌|值得,1,這 首 夏日 之 歌 值得 更多 認可 📢
Aespa + new song = perfectly,67,Aespa + 新歌 = 完美,新歌|完美,1,Aespa +  新歌  =  完美
Let’s keep listening to Lemonade both here and on Spotify too MYs❤,68,讓我們繼續在這裡和 Spotify 上聽 Lemonade 吧 MYs❤,,0,
"They ALL gave SO MUCH to this song, it's absurdly incredible.",69,他們都為這首歌付出了很多，這真是難以置信。,,0,
The sixties style outfits in this comeback ATEE OMG,70,六十年代風格服裝回歸 ATEE OMG,,0,
Winter's rap line is so satisfying on first verse,71,Winter 的饒舌台詞在第一節就非常令人滿意,人|滿意; 台詞|饒舌,2,Winter  的 饒舌 台詞 在 第一 節 就 非常 令 人 滿意
ILL MAKE IT LEMONADE,72,我會把它做成檸檬水,,0,
That fact that all aespa members are all rapping in this song at different times is amazing it shows how unique that they are. Aespa have no skips.,73,所有 aespa 成員在不同時間都在這首歌中說唱，這一事實令人驚訝，這表明他們是多麼獨特。 Aespa 沒有跳過。,事實|驚訝; 人|驚訝; 成員|不同; 時間|不同,4,所有  aespa  成員 在 不同 時間 都 在 這 首 歌 中 說唱 ， 這 一 事實 令 人 驚訝 ， 這 表明 他們 是 多麼 獨特
The budget for Aespa is insane,74,Aespa 的預算太瘋狂了,預算|瘋狂,1,Aespa  的 預算 太 瘋狂 了
best summer comeback fr,75,最佳夏季復出FR,,0,
"When life gives you lemons, remember Aespa....

and make it LEMONADE!",76,"當生活給你檸檬時，請記住 Aespa......

做成檸檬水！",檸檬|記住,1,當 生活 給 你 檸檬 時 ， 請 記住  Aespa......
Every member shined so much this era,77,每個成員都在這個時代閃閃發光,時代|閃閃發光,1,每 個 成員 都 在 這 個 時代 閃閃發光
"TBH, THIS IS THEIR BEST MV BASED ON THE CONCEPT, VOCALS, RAP, AND EVERYTHING AFTER THEIR WHIPLASH ERA.",78,說實話，這是他們在 Whiplash 時代之後基於概念、人聲、說唱以及一切的最佳 MV。,,0,
The visuals? The vocals? Their outfits? The scenes? THE SONG?! Oh aespa will ALWAYS bring banger after banger.,79,視覺效果？人聲？他們的服裝？場景？這首歌？ ！哦，aespa 總是會帶來一個又一個的香腸。,,0,
"The way this song grows on you with each rewatch, with each replay. You truly realise how much effort they put into this. Aespa really gave their all this time❤️",80,每次重看、重播，這首歌都會讓你對它產生共鳴。你才真正體會到他們為此付出了多少努力。 Aespa這次真的付出了全部❤️,共鳴|產生,1,每 次 重看 、 重播 ， 這 首 歌 都 會 讓 你 對 它 產生 共鳴
THE INSTRUMENTALS ??? espacially pre chorus is INSANE,81,樂器???尤其是副歌前的部分太瘋狂了,副歌|瘋狂,1,尤其 是 副歌 前 的 部分 太 瘋狂 了
Aespa Lemonade is insane the bridge was just legendary,82,Aespa Lemonade 太瘋狂了，這座橋簡直就是傳奇,橋|瘋狂,1,Aespa  Lemonade   太 瘋狂 了 ， 這 座 橋 簡直 就 是 傳奇
In 10 hours they reached 7.3 million views let’s go aespa.,83,10 小時內，他們的觀看次數就達到了 730 萬次，let's go aespa。,,0,
This deserves a song of the year award,84,這首歌值得獲得年度歌曲獎,年度|值得; 歌|值得; 歌曲獎|值得,3,這 首 歌 值得 獲得 年度 歌曲獎
Shes a whole different animal my girls are stunning,85,她是一種完全不同的動物，我的女孩們太棒了,們|棒; 動物|不同; 女孩|棒,3,她 是 一 種 完全 不同 的 動物 ， 我 的 女孩 們 太 棒 了
Thank you aespa for bringing kpop back to life,86,感謝 aespa 讓韓流重獲新生,韓流|感謝; 韓流|新生,2,感謝  aespa  讓 韓流 重獲 新生
aespa are so happy to save kpop once again,87,aespa 很高興再次拯救 kpop,,0,
Lemonade is so fire,88,檸檬水太火了,檸檬水|火,1,檸檬水 太 火 了
AESPA'S VOCAL IS ABSOLUTELY INSANE 😭,89,AESPA 的聲音絕對是瘋狂的 😭,聲音|瘋狂,1,AESPA  的 聲音 絕對 是 瘋狂 的   😭
"Rap, singing, cinematography, line distributions, dressing, everything is perfect",90,饒舌、唱歌、攝影、台詞、穿衣，一切都很完美,攝影|饒舌; 衣|完美,2,饒舌 、 唱歌 、 攝影 、 台詞 、 穿 衣 ， 一切 都 很 完美
"not Winter serving vocals, rap, visual and body tea in this comeback",91,不是 Winter 在這次回歸中提供聲樂、說唱、視覺和身體茶點,,0,
mys vote for aespa on mnet,92,mys 在 mnet 上為 aespa 投票,,0,
Winter doing both rap and high note in one song is Next Level,93,Winter 在一首歌曲中同時表演饒舌和高音是下一個級別,歌曲|饒舌; 高音|饒舌,2,Winter   在 一 首 歌曲 中 同時 表演 饒舌 和 高音 是 下 一 個 級別
SPICY + WHIPLASH = LEMONADE🍋,94,辣+鞭打=檸檬水🍋,檸檬水|辣,1,辣 + 鞭打 = 檸檬水 🍋
Got me craving lemonade and an aespa concert at 1 am 😩🍋,95,讓我渴望檸檬水和凌晨 1 點的 aespa 音樂會😩🍋,檸檬水|渴望,1,讓 我 渴望 檸檬水 和 凌晨  1 點 的  aespa  音樂會 😩 🍋
"The more I listen,  the more I become addicted.",96,我聽得越多，就越上癮。,,0,
When life gave lemons to aespa they made us *LEMONADE*,97,當生活給 aespa 檸檬時，他們創造了我們*檸檬水*,,0,
LEMONADE IS SO INSANE AESPA JUST DROPPED SOTY,98,檸檬水太瘋狂了 AESPA 剛剛掉了醬油,檸檬水|瘋狂; 醬油|掉,2,檸檬水 太 瘋狂 了  AESPA  剛剛 掉 了 醬油
I could listen to this all day and not get tired of it,99,我可以聽一整天也不會厭倦,,0,
29 million we are coming !!! Next 30 million,100,2900萬我們來了！ ！ ！接下來的3000萬,,0,
"winter's rap is INSANEEEE. like this girl can sing, dance, rap, what is something she can't do?",101,冬天的饒舌是 INSANEEEE。像這個女孩，會唱歌，會跳舞，會說唱，還有什麼是她不會的呢？,,0,
"It literally sounds like Drama, Supernova, and Whiplash just fused into one epic track!",102,從字面上看，這聽起來就像《戲劇》、《超新星》和《鞭打》剛剛融合成一首史詩般的曲目！,,0,
This comeback highlight is Giselle. Sm finally remembered that Aespa have a main rapper.,103,此次回歸的亮點是吉賽爾。 Sm終於想起來Aespa有一個主要的饒舌歌手。,歌手|饒舌,1,Sm 終於 想起來 Aespa 有 一 個 主要 的 饒舌 歌手
aespa is iconic!,104,aespa 是標誌性的！,,0,
10 DAYS WITH THIS MV OF THE YEAR AND ALBUM OF THE YEAR,105,Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,,0,
Never tired of listening aespa's songs,106,aespa的歌百聽不厭,歌|百聽不厭,1,aespa 的 歌 百聽不厭
"all the part members are truly ICONIC, all of them even went viral on social media, sooo please stream harder guys :)",107,所有成員都是真正的標誌性人物，他們所有人甚至在社交媒體上瘋傳，所以請更努力的人直播:),人|努力,1,所有 成員 都 是 真正 的 標誌性 人物 ， 他們 所有人 甚至 在 社交 媒體 上 瘋傳 ， 所以 請 更 努力 的 人 直播 : )
"IM NOT EVEN KIDDING, THIS IS ACTUALLY ONE OF THE BEST 2026 KPOP COMEBACKS SO FAR. JUST AESPA THINGS!!!!!",108,我不是開玩笑，這實際上是迄今為止最好的 2026 年韓國流行音樂回歸之一。只是 AESPA 的東西！ ！ ！ ！,音樂|好; 音樂|流行,2,我 不 是 開玩笑 ， 這 實際 上 是 迄 今 為止 最 好 的  2026 年 韓國 流行 音樂 回歸 之 一
VOTE ON LINC!!!!!,109,給林克投票！ ！ ！ ！ ！ ！,,0,
"The concept, the Vocals ,the visuals, the choreography, the styling... EVERYTHING IS 10/10",110,概念、聲音、視覺效果、編舞、造型…一切都是 10/10,,0,
WINTERS RAP WAS WHAT I NEEDED,111,冬季饒舌正是我所需要的,,0,
the way this casually got 1million views in 3 hours... aespa you will never be forgotten,112,這個影片在 3 小時內就輕鬆獲得了 100 萬次瀏覽…aespa 你永遠不會被忘記,小時|輕鬆,1,這 個 影片 在  3  小時 內 就 輕鬆 獲得 了  100  萬 次 瀏覽 …aespa  你 永遠 不會 被 忘記
This performance is exactly what I needed It deserves more views.,113,這樣的表現正是我所需要的，值得更多人觀看。,人|值得; 人|需要; 表現|這樣; 表現|需要,4,這樣 的 表現 正 是 我 所 需要 的 ， 值得 更多 人 觀看
"This comeback screams WINTER! 🍋
STREAM LEMONADE! 🍋",114,"這次回歸讓冬天尖叫不已！ 🍋
流檸檬水！ 🍋",,0,
"I can't wait for the full album reaction, it's the best work aespa have done!",115,我已經等不及完整專輯的反應了，這是 aespa 所做的最好的工作！,反應|完整; 專輯|完整; 工作|好,3,我 已經 等不及 完整 專輯 的 反應 了 ， 這 是  aespa  所 做 的 最 好 的 工作
The whole album is full of banger,116,整張專輯充滿了火爆氣氛,專輯|火爆; 氣氛|火爆,2,整 張 專輯 充滿 了 火爆 氣氛
The best comeback on May 2026,117,2026年5月最佳回歸,,0,
I wanna see at least 100M for this masterpiece,118,我想看這部傑作至少100M,,0,
Aespa delivering again.,119,Aespa 再次出貨。,,0,
"WINTER DEFINETLY OWNED THIS
this song is so addictive",120,"冬天絕對有這個
這首歌太讓人上癮了",人|上癮; 歌|上癮,2,這 首 歌 太 讓 人 上癮 了
Everyone’s been posting new songs!,121,每個人都在發布新歌！,,0,
Winter rap is so satisfying,122,冬季饒舌太令人滿意了,人|滿意; 人|饒舌,2,冬季 饒舌 太 令 人 滿意 了
Kpop is no longer boring thank you Aespa for your service,123,Kpop 不再無聊，謝謝 Aespa 的服務,,0,
WINTER'S RAP IS SO SMOOTH HELLO????,124,WINTER'S RAP 如此流暢 你好？ ？ ？,,0,
keep streaming mys and aerishine!!,125,繼續直播我和艾瑞辛！ ！,,0,
Supernova + whiplash coded!!! This is really aespaa😭🫶🏻,126,超新星+鞭打編碼！ ！ ！這真的是aespaa😭🫶🏻,,0,
finally we have Giselle’s era now,127,終於迎來了吉賽兒時代,,0,
the more you listen to this song the more addictive it becomes,128,這首歌越聽越上癮,歌|上癮,1,這 首 歌 越 聽 越 上癮
LEMONADE debuts #7 BILLBOARD BUBBLING UNDER HOT 100,129,LEMONADE 首次亮相 BILLBOARD BUBBLING UNDER HOT 100 #7,,0,
Their visuals are absolutely insane,130,他們的視覺效果絕對是瘋狂的,效果|瘋狂; 視覺|瘋狂,2,他們 的 視覺 效果 絕對 是 瘋狂 的
"Wait hold up, stop is iconic already, I STAN AESPA LEMONADE 
All the girls ate, no notes 💛",131,"等等，停下來已經是標誌性的了，我準備了 AESPA 檸檬水
所有女孩都吃了，沒有備註💛",標誌性|停下來,1,等等 ， 停下來 已經 是 標誌性 的 了 ， 我 準備 了  AESPA  檸檬 水
"The styling is really something else,  it's refreshing",132,造型真別有一番風味，讓人耳目一新,人|耳目一新; 風味|耳目一新,2,造型 真 別有 一 番 風味 ， 讓 人 耳目一新
This is about  to 30 million yahhh !!!,133,這大約是3000萬啊啊啊！ ！ ！,,0,
"Aespa queens, they bring colorful kpop, also they save they're own unique concept, thanks for that! They're gonna be trendsenders, go ahead! Song of the year",134,Aespa 皇后們，他們帶來了豐富多彩的韓流，也保存了自己獨特的理念，謝謝！他們將成為潮流引領者，加油！年度歌曲,們|豐富; 理念|獨特; 韓流|多彩; 韓流|豐富,4,Aespa  皇后 們 ， 他們 帶來 了 豐富 多彩 的 韓流 ， 也 保存 了 自己 獨特 的 理念 ， 謝謝
I Cant stop playing this song,135,我無法停止播放這首歌,,0,
Winter's rap insane,136,冬天的饒舌瘋狂,,0,
AM SO OBSESSED WITH THISSSSSSSSSS,137,我對這個很著迷,,0,
Giselle getting so many lines??????WTF!!! Sm finally remembered aespa rappers,138,吉賽兒有這麼多台詞？ ？ ？ ？ ？ ？ WTF！ ！ ！ Sm終於想起aespa饒舌歌手,歌手|饒舌,1,Sm 終於 想起 aespa 饒舌 歌手
Kpop is fun because of aespa,139,韓流因 aespa 而變得有趣,,0,
"Bro the ""muchas gracias mi amor"" is so addictive",140,兄弟的「非常感謝你，我的愛」太讓人上癮了,人|上癮; 兄弟|感謝; 愛|上癮; 愛|感謝,4,兄弟 的 「 非常 感謝 你 ， 我 的 愛 」 太 讓 人 上癮 了
"I'm really obsessed with Winter and Giselle's rap part the most, so addictive. My favorite song this year. I love it so so much.",141,我最迷的是Winter和Giselle的饒舌部分，太讓人上癮了。今年最喜歡的歌。我非常喜歡它。,人|上癮; 人|饒舌; 歌|喜歡,3,我 最 迷 的 是 Winter 和 Giselle 的 饒舌 部分 ， 太 讓 人 上癮 了 || 今年 最 喜歡 的 歌
It's so fresh like a lemonade!,142,就像檸檬水一樣新鮮！,檸檬水|一樣; 檸檬水|新鮮,2,就 像 檸檬水 一樣 新鮮
Giselle's rap flow has sassy boss aura.,143,吉賽兒的饒舌流有一種時髦的老闆氣場。,吉賽兒|饒舌流; 氣場|時髦; 老闆|時髦,3,吉賽兒 的 饒舌流 有 一 種 時髦 的 老闆 氣場
only aespa can make me hear kpop back,144,只有 aespa 能讓我聽到 kpop 的聲音,,0,
