Comment_Text,Source_Row_Index,CKIP_Analysis_Text,CKIP_Matched_Pairs,CKIP_Matched_Pair_Count,CKIP_Matched_Sentences
最強魔王：阿斯,26,最強魔王：阿斯,阿斯|強; 魔王|強,2,最 強 魔王 ： 阿斯
阿斯換頭像,27,阿斯換頭像,,0,
各位能幫忙嗎,28,各位能幫忙嗎,,0,
那隻雪怪我上次跟鐵巨人一起打就打贏了,29,那隻雪怪我上次跟鐵巨人一起打就打贏了,鐵巨人|怪; 雪|怪,2,那 隻 雪 怪 我 上 次 跟 鐵巨人 一起 打 就 打贏 了
模組要多少錢呢？,30,模組要多少錢呢？,,0,
"那把枪温切斯特
😊😊😊😊",31,"那把枪温切斯特
😊😊😊😊",,0,
"啊斯～ 可以玩玩 殭屍生生存嗎？
麥塊的 看國外玩很刺激！",32,"啊斯～ 可以玩玩 殭屍生生存嗎？
麥塊的 看國外玩很刺激！",殭屍生|生存,1,啊 斯 ～  可以 玩玩   殭屍生 生存 嗎
"哈哈打這個為
位置🐔",33,"哈哈打這個為
位置🐔",,0,
這次開頭特別,34,這次開頭特別,,0,
時代變了😂,35,時代變了😂,時代|變,1,時代 變 了 😂
讚,36,讚,,0,
阿斯應該要開一個都市傳說模組所有scp的模組生存，好像有看過麥塊有人玩過，阿斯玩應該蠻有趣的,37,阿斯應該要開一個都市傳說模組所有scp的模組生存，好像有看過麥塊有人玩過，阿斯玩應該蠻有趣的,模組|生存; 阿斯|有趣; 麥塊|生存,3,阿斯 應該 要 開 一 個 都市 傳說 模組 所有 scp 的 模組 生存 ， 好像 有 看過 麥塊 有 人 玩 過 ， 阿斯 玩 應該 蠻 有趣 的
wow,38,哇,,0,
阿斯还有一个模组要介绍给你就是史蒂夫模组,39,阿斯还有一个模组要介绍给你就是史蒂夫模组,,0,
後面幾個片段超好笑🤣,40,後面幾個片段超好笑🤣,片段|好笑,1,後面 幾 個 片段 超 好笑 🤣
那个没有树叶的树木地形是herobrine的地形,41,那个没有树叶的树木地形是herobrine的地形,,0,
20:25  感覺現代武器的威力不及四張床+戰歌 😂,42,20:25  感覺現代武器的威力不及四張床+戰歌 😂,威力|感覺; 威力|現代; 武器|感覺; 武器|現代,4,20:25    感覺 現代 武器 的 威力 不及 四 張 床 + 戰歌   😂
是不是每只動物都會掉武器啊😂,43,是不是每只動物都會掉武器啊😂,動物|掉; 武器|掉,2,是 不 是 每 只 動物 都 會 掉 武器 啊 😂
"要素過多（X）
槍射龍很爽
雖然用床炸感覺更帥更爽一點",44,"要素過多（X）
槍射龍很爽
雖然用床炸感覺更帥更爽一點",床|帥; 感覺|帥; 感覺|爽; 槍射龍|爽; 要素|多,5,要素 過 多 （ X ） || 槍射龍 很 爽 || 雖然 用 床 炸 感覺 更 帥 更 爽 一點
哈囉囉囉囉 彈舌彈起來,45,哈囉囉囉囉 彈舌彈起來,,0,
him的傳說就是會把樹葉都挖掉,46,him的傳說就是會把樹葉都挖掉,,0,
很好奇阿斯记忆体总共有多少？,47,很好奇阿斯記憶體總共有多少？,記憶體|好奇; 阿斯|好奇,2,很 好奇 阿斯 記憶體 總共 有 多少
我的天一堆眼熟的模組,48,我的天一堆眼熟的模組,天|眼熟; 模組|眼熟,2,我 的 天 一 堆 眼熟 的 模組
喝氣水涼帽感覺阿斯帶上很符合氣質😂,49,喝氣水涼帽感覺阿斯帶上很符合氣質😂,氣水|感覺; 氣質|感覺; 涼帽|感覺; 阿斯帶|感覺,4,喝 氣水 涼帽 感覺 阿斯帶 上 很 符合 氣質 😂
"咦？封面換了？
我記得原本是沙蟲的封面0.0",50,"咦？封面換了？
我記得原本是沙蟲的封面0.0",封面|記得; 沙蟲|記得,2,我 記得 原本 是 沙蟲 的 封面 0.0
你好,51,你好,,0,
那是狙榴槍,52,那是狙榴槍,,0,
超多要素,53,超多要素,要素|超多,1,超多 要素
開頭依舊熟悉彈舌,54,開頭依舊熟悉彈舌,,0,
這個模組感覺不弄隨機掉落也很有趣呢,55,這個模組感覺不弄隨機掉落也很有趣呢,模組|感覺,1,這 個 模組 感覺 不 弄 隨機 掉落 也 很 有趣 呢
安安,56,安安,,0,
怎麼覺得噴火龍比終結龍還弱啊😂,57,怎麼覺得噴火龍比終結龍還弱啊😂,噴火龍|弱; 噴火龍|覺得; 終結龍|弱; 終結龍|覺得,4,怎麼 覺得 噴火龍 比 終結龍 還 弱 啊 😂
這個水tnt我想看xd,58,這個水tnt我想看xd,,0,
"阿斯
可以問模組名字嗎感覺很好玩",59,"阿斯
可以問模組名字嗎感覺很好玩",名字|好玩; 名字|感覺; 模組|好玩; 模組|感覺,4,可以 問 模組 名字 嗎 感覺 很 好玩
那個豬銀行應該是minecraft地下城的寶箱豬,60,那個豬銀行應該是minecraft地下城的寶箱豬,,0,
阿斯沒有說 這就是實況組織力,61,阿斯沒有說 這就是實況組織力,,0,
外鄉人打法😂,62,外鄉人打法😂,,0,
上一秒害怕，下一秒直接掏军火,63,上一秒害怕，下一秒直接掏军火,,0,
雪怪的頭有點像山羊,64,雪怪的頭有點像山羊,,0,
和方块boy打随机掉落UHC,65,和方块boy打随机掉落UHC,,0,
不會是每個掉落物都一樣吧,66,不會是每個掉落物都一樣吧,掉落物|一樣,1,不會 是 每 個 掉落物 都 一樣 吧
那個不是現彈槍是槓桿步槍,67,那個不是現彈槍是槓桿步槍,,0,
哇27分鐘,68,哇27分鐘,,0,
😮三分鐘！,69,😮三分鐘！,,0,
恐懼來自於火力不足的含金量,70,恐懼來自於火力不足的含金量,含金量|不足; 含金量|恐懼; 火力|不足; 火力|恐懼,4,恐懼 來自於 火力 不足 的 含金量
"好多元素
有槍+隨機掉落+一堆特別的怪",71,"好多元素
有槍+隨機掉落+一堆特別的怪",,0,
這些是甚麼模組(看起來好好玩)🧐,72,這些是甚麼模組(看起來好好玩)🧐,模組|好好玩,1,這些 是 甚麼 模組 ( 看起來 好好玩 ) 🧐
連發的那把叫P90現實中傷害也是拉得不行,73,連發的那把叫P90現實中傷害也是拉得不行,傷害|不行,1,連 發 的 那 把 叫 P90 現實 中 傷害 也 是 拉 得 不行
16:28 “石中剑变成一只熾足獸，*爆炸*”,74,16:28 “石中剑变成一只熾足獸，*爆炸*”,熾足獸|爆炸,1,16:28  “ 石中剑 变成 一 只 熾足獸 ， * 爆炸 * ”
問一下幽靈騎士第2型態的時候用的bgm是什麼?,75,問一下幽靈騎士第2型態的時候用的bgm是什麼?,,0,
為什麼你要打別人下面😂,76,為什麼你要打別人下面😂,,0,
這個讓我想起CSO災厄😅,77,這個讓我想起CSO災厄😅,,0,
那只類似毛蟲的是沙漠沙蟲,78,那只類似毛蟲的是沙漠沙蟲,,0,
這個模組平板可以下載嗎😅😅😅,79,這個模組平板可以下載嗎😅😅😅,模組|平板,1,這 個 模組 平板 可以 下載 嗎 😅😅😅
本集中点，三次落地船,80,本集中点，三次落地船,,0,
拿著這些打終界龍有點欺負龍了,81,拿著這些打終界龍有點欺負龍了,,0,
3,82,3,,0,
那槍是AUG,83,那槍是AUG,,0,
？不是原來現在已經沒人知道hereobrine 會把樹葉和草地都弄掉了嗎😢,84,？不是原來現在已經沒人知道hereobrine 會把樹葉和草地都弄掉了嗎😢,人|知道; 樹葉|知道,2,不 是 原來 現在 已經 沒 人 知道 hereobrine   會 把 樹葉 和 草地 都 弄掉 了 嗎 😢
10:45 閃靈獵手,85,10:45 閃靈獵手,,0,
那个应该是恶魔剑士，因为成就名是back to hell,86,那個應該是惡魔劍士，因為成就名是back to hell,,0,
來了❤,87,來了❤,,0,
我記得那個沒有樹葉地形好像是Her our ine的家,88,我記得那個沒有樹葉地形好像是Her our ine的家,地形|記得; 樹葉|記得,2,我 記得 那 個 沒有 樹葉 地形 好像 是 Her  our  ine 的 家
沙虫是Boss 有血条,89,沙虫是Boss 有血条,,0,
伏守者：还好这次没有要来打我😅,90,伏守者：還好這次沒有要來打我😅,,0,
damn,91,該死,,0,
18:07這個滅龍魔導士好愛,92,18:07這個滅龍魔導士好愛,導士|好愛; 滅龍魔|好愛,2,18:07 這 個 滅龍魔 導士 好愛
在終界那裡有都市傳說2個,93,在終界那裡有都市傳說2個,,0,
能加入Compound V模組嗎?,94,能加入Compound V模組嗎?,,0,
昨天想說為什麼每沒有新影片害我好擔心，沒事就好,95,昨天想說為什麼每沒有新影片害我好擔心，沒事就好,事|好; 事|擔心; 影片|擔心; 影片|新,4,昨天 想 說 為什麼 每 沒有 新 影片 害 我 好 擔心 ， 沒 事 就 好
16：59 當我變成骷髏時轉生成牛,96,16：59 當我變成骷髏時轉生成牛,牛|轉生成; 骷髏|轉生成,2,16：59   當 我 變成 骷髏 時 轉生成 牛
67,97,67,,0,
阿斯 67,98,阿斯 67,,0,
恐惧来自火力不足枪械才是这个世界的真理,99,恐懼來自火力不足槍械才是這個世界的真理,槍械|不足; 槍械|恐懼; 火力|不足; 火力|恐懼,4,恐懼 來自 火力 不足 槍械 才 是 這 個 世界 的 真理
怎麼感覺這個李玉群以前玩過,100,怎麼感覺這個李玉群以前玩過,李玉群|感覺,1,怎麼 感覺 這 個 李玉群 以前 玩 過
阿斯小妞有玩過,101,阿斯小妞有玩過,,0,
這槍有一點點像P90,102,這槍有一點點像P90,,0,
怎麼下載槍械模組,103,怎麼下載槍械模組,,0,
Hi,104,你好,,0,
有一次被末影龍打*,105,有一次被末影龍打*,,0,
新鮮,106,新鮮,,0,
9:42 讓我看看😂,107,9:42 讓我看看😂,,0,
哈嘚（ㄉㄜˉ）ㄌㄌㄌㄌㄌㄌ囉,108,哈嘚（ㄉㄜˉ）ㄌㄌㄌㄌㄌㄌ囉,,0,
这个啊斯哈拿枪的时候超好笑的啦😂😂😂😂,109,這啊斯哈拿槍的時候超好笑的😂😂😂😂,哈拿槍|好笑; 斯|好笑; 時候|好笑,3,這 啊 斯 哈拿槍 的 時候 超 好笑 的 😂 😂 😂 😂
3:54 實況主之力,110,3:54 實況主之力,,0,
怎麼多一隻手,111,怎麼多一隻手,手|多,1,怎麼 多 一 隻 手
hi,112,你好,,0,
"4:29 我記得那是
Minecraft地下城的豬",113,"4:29 我記得那是
Minecraft地下城的豬",,0,
24分鐘前,114,24分鐘前,,0,
!,115,！,,0,
霰彈槍不是打遠程:ddd,116,霰彈槍不是打遠程:ddd,,0,
龙好弱,117,龍好弱,龍|弱,1,龍 好 弱
結尾經驗值是67ㄝ,118,結尾經驗值是67ㄝ,經驗值|結尾,1,結尾 經驗值 是 67 ㄝ
不知道為什麼今天的影片看起來特別解壓,119,不知道為什麼今天的影片看起來特別解壓,影片|特別; 影片|知道,2,不 知道 為什麼 今天 的 影片 看起來 特別 解壓
原神的公子的弓！？,120,原神的公子的弓！？,,0,
模組怎麼裝😅,121,模組怎麼裝😅,,0,
他是11月騎士,122,他是11月騎士,,0,
最后的时候经验值是67,123,最後的時候經驗值是67,,0,
1:25用0.25倍数看,124,1:25用0.25倍数看,,0,
注意最后的经验值67,125,注意最後的經驗值67,經驗值|注意,1,注意 最後 的 經驗值 67
最後細節67,126,最後細節67,,0,
21:38 怎麼感覺變態,127,21:38 怎麼感覺變態,,0,
這集真是亂七八糟，順帶一提亂七八糟的英文是「six and seven」(我的英文老師教的),128,這集真是亂七八糟，順帶一提亂七八糟的英文是「six and seven」(我的英文老師教的),英文|亂七八糟; 集|亂七八糟,2,這 集 真是 亂七八糟 ， 順帶 一 提 亂七八糟 的 英文 是 「 six  and  seven 」 ( 我 的 英文 老師 教 的 )
"25:06 
67",129,"25:06
67",,0,
打他的下面？😅😅,130,打他的下面？😅😅,,0,
4:36 啊啊啊啊怎麼沒有馬賽克,131,4:36 啊啊啊啊怎麼沒有馬賽克,,0,
這就是所謂真理嗎（裝子彈,132,這就是所謂真理嗎（裝子彈,子彈|所謂; 真理|所謂,2,這 就 是 所謂 真理 嗎 （ 裝 子彈
书里面是什么内容,133,書裡面是什麼內容,,0,
16:02 him,134,16:02 他,,0,
幫忙點讚和看完,135,幫忙點讚和看完,,0,
blah,136,廢話,,0,
13:07手不見了,137,13:07手不見了,手|不見了,1,13:07 手 不見了
😅那個不理你是大便,138,😅那個不理你是大便,,0,
你好,139,你好,,0,
安安,140,安安,,0,
13:53 him,141,13:53 他,,0,
