Comment_Text,Source_Row_Index,CKIP_Analysis_Text,CKIP_Matched_Pairs,CKIP_Matched_Pair_Count,CKIP_Matched_Sentences
Trailer已看完整套。😂沒賣點。,47,Trailer已看完整套。😂沒賣點。,,0,
Damn 真帥欸,48,Damn 真帥欸,,0,
沒有讓黑人來演，已經是很大的成功了🎉⋯⋯,49,沒有讓黑人來演，已經是很大的成功了🎉⋯⋯,,0,
超少女: GOG edition~  導演也直接認了 0:40,50,超少女: GOG edition~  導演也直接認了 0:40,導演|直接; 超少女|直接,2,超少女 : GOG edition ~   導演 也 直接 認 了  0:40
堂哥，外甥吧...!?😅😅😅,51,堂哥，外甥吧...!?😅😅😅,,0,
腦海中只有阿薛,52,腦海中只有阿薛,,0,
英雄的定義本來就因人而異，但英雄的職責就是守護需要守護的生命和地方，以及懲戒為非作歹的惡徒,53,英雄的定義本來就因人而異，但英雄的職責就是守護需要守護的生命和地方，以及懲戒為非作歹的惡徒,地方|需要; 定義|因人而異; 生命|需要; 職責|因人而異; 職責|需要; 英雄|因人而異,6,英雄 的 定義 本來 就 因人而異 ， 但 英雄 的 職責 就 是 守護 需要 守護 的 生命 和 地方 ， 以及 懲戒 為非作歹 的 惡徒
"時代越進步, 衣服穿越多, 懷念以前神力女超人年代......喔! 這個是少女, 那沒事了!",54,"時代越進步, 衣服穿越多, 懷念以前神力女超人年代......喔! 這個是少女, 那沒事了!",時代|進步; 神力女|多; 衣服|多; 衣服|進步,4,"時代 越 進步 ,   衣服 穿越 多 ,   懷念 以前 神力女 超人年代 ...... 喔"
會飛的功夫少女,55,會飛的功夫少女,,0,
...我記得之前有個選角比這個漂亮的,56,...我記得之前有個選角比這個漂亮的,,0,
會不會又是後面新番的前導片，只有超人，沒有聯盟嗎？,57,會不會又是後面新番的前導片，只有超人，沒有聯盟嗎？,,0,
我是中国大陆的DC粉 最近才开始关注YouTube 但是我怎么搜都是些国内博主 评论区有台胞可以推荐一下YouTube上的海外DC粉繁中账号吗？讲漫画或者DC电影动画的 谢谢你们,58,我是中國本土的DC粉 最近才開始關注YouTube 但是我怎麼搜都是些國內博主 評論區有台胞可以推薦一下YouTube上的海外DC粉繁中帳號嗎？講漫畫或DC電影動畫的 謝謝你們,帳號|繁,1,我 是 中國 本土 的 DC粉   最近 才 開始 關注 You Tube   但是 我 怎麼 搜 都 是 些 國內 博主   評論區 有 台胞 可以 推薦 一下 You Tube 上 的 海外 DC粉 繁 中 帳號 嗎
可惜不是電視版女主角!,59,可惜不是電視版女主角!,主角|可惜; 女|可惜; 電視版|可惜,3,可惜 不 是 電視版 女 主角
超人是超少女的堂弟，因為超人比較早幾年到地球從睡眠中覺醒年齡反而比超少女大,60,超人是超少女的堂弟，因為超人比較早幾年到地球從睡眠中覺醒年齡反而比超少女大,地球|早; 地球|覺醒; 堂弟|早; 年齡|大; 年齡|覺醒; 睡眠|覺醒; 超人|早; 超少女|大; 超少女|覺醒,9,超人 是 超少女 的 堂弟 ， 因為 超人 比較 早 幾 年 到 地球 從 睡眠 中 覺醒 年齡 反而 比 超少女 大
超人異攻隊。檳榔少吃一點,61,超人異攻隊。檳榔少吃一點,,0,
個人比較期待能拍 Power Girl 😂,62,個人比較期待能拍 Power Girl 😂,,0,
你沉醉?!,63,你沉醉?!,,0,
愛狗人士協會喜提會員一枚,64,愛狗人士協會喜提會員一枚,,0,
1:52 裙子底下竟然還有安全褲，差評。,65,1:52 裙子底下竟然還有安全褲，差評。,安全褲|差評,1,1:52   裙子 底下 竟然 還 有 安全褲 ， 差評
英雄電影真的很麻木😢😢,66,英雄電影真的很麻木😢😢,英雄|麻木; 電影|麻木,2,英雄 電影 真的 很 麻木 😢 😢
如果 John Wick 是個擁有超能力的年輕女孩~~~,67,如果 John Wick 是個擁有超能力的年輕女孩~~~,女孩|年輕; 超能力|年輕,2,如果  John Wick  是 個 擁有 超能力 的 年輕 女孩 ~~~
其實可以繼續拍閃電俠啦，先拍個三集我支持,68,其實可以繼續拍閃電俠啦，先拍個三集我支持,,0,
阿薛總算能當主角了......,69,阿薛總算能當主角了......,,0,
"我對語言跟文字還蠻寬容的，但是""最燃暑假""我真的不行🙄",70,"我對語言跟文字還蠻寬容的，但是""最燃暑假""我真的不行🙄",,0,
好奇詢問一下，超人的力量是來自太陽系的這顆黃色太陽，遠離後，來到其他星系，還會有超能力嗎？,71,好奇詢問一下，超人的力量是來自太陽系的這顆黃色太陽，遠離後，來到其他星系，還會有超能力嗎？,力量|超人,1,好奇 詢問 一下 ， 超人 的 力量 是 來自 太陽系 的 這 顆 黃色 太陽 ， 遠離 後 ， 來到 其他 星系 ， 還 會 有 超能力 嗎
0:47 這戰鬥場面，讓我覺得超少女會被打死~~,72,0:47 這戰鬥場面，讓我覺得超少女會被打死~~,場面|覺得; 超少女|覺得,2,0:47  這 戰鬥 場面 ， 讓 我 覺得 超少女 會 被 打死 ~ ~
好老的臉，身材一點都不會讓人有遐想，跟之前的挨打超人一樣，真是優質電影，但我不會去電影院支持,73,好老的臉，身材一點都不會讓人有遐想，跟之前的挨打超人一樣，真是優質電影，但我不會去電影院支持,超人|一樣; 電影|一樣,2,好老 的 臉 ， 身材 一點 都 不會 讓 人 有 遐想 ， 跟 之前 的 挨打 超人 一樣 ， 真是 優質 電影 ， 但 我 不會 去 電影院 支持
"挖哩，閃電俠裡的超少女跟服裝好多了，這版本是找演超人的嬸嬸嗎  🤒
挑選的對手有夠雜魚，和正統DC宇宙的大魔王相比有夠弱的",74,"挖哩，閃電俠裡的超少女跟服裝好多了，這版本是找演超人的嬸嬸嗎  🤒
挑選的對手有夠雜魚，和正統DC宇宙的大魔王相比有夠弱的",宇宙|大; 宇宙|雜魚; 對手|雜魚; 服裝|好; 正統|大; 正統|雜魚; 版本|好; 超少女|好; 魔王|大; 魔王|弱,10,挖哩 ， 閃電俠 裡 的 超少女 跟 服裝 好 多 了 ， 這 版本 是 找 演 超人 的 嬸嬸 嗎   🤒 || 挑選 的 對手 有夠 雜魚 ， 和 正統 DC 宇宙 的 大 魔王 相比 有 夠 弱 的
傑森·摩莫亞的暴狼也太帥了吧,75,傑森·摩莫亞的暴狼也太帥了吧,傑森·摩莫亞|暴; 狼|帥; 狼|暴,3,傑森·摩莫亞 的 暴 狼 也 太 帥 了 吧
超人電影早就爛掉了，從剛開始的超人出現設定就是無敵，現在要出什麼反派都超無感，不像漫威的薩諾斯真的給人喘不過氣的壓迫感。,76,超人電影早就爛掉了，從剛開始的超人出現設定就是無敵，現在要出什麼反派都超無感，不像漫威的薩諾斯真的給人喘不過氣的壓迫感。,人|漫威; 薩諾斯|漫威; 超人|爛掉; 電影|爛掉,4,超人 電影 早 就 爛掉 了 ， 從 剛 開始 的 超人 出現 設定 就 是 無敵 ， 現在 要 出 什麼 反派 都 超無感 ， 不 像 漫威 的 薩諾斯 真的 給 人 喘 不 過 氣 的 壓迫感
三小爛片,77,三小爛片,爛片|小,1,三 小 爛片
嗯。。,78,嗯。 。,,0,
好萊塢DEI代表作之一,79,好萊塢DEI代表作之一,,0,
DEI審美，勸退👋🏻👋🏻,80,DEI審美，勸退👋🏻👋🏻,,0,
中二的感覺不見了😂,81,中二的感覺不見了😂,中二|不見了; 感覺|不見了,2,中二 的 感覺 不見了 😂
"眼睛會射光線 , 那為何還要出拳腳?????",82,"眼睛會射光線 , 那為何還要出拳腳?????",,0,
漫威電影蜘蛛人4 復聯5都把都怕劇透 預告都搞得很神秘.  但超少女看完預告片 等於把劇情都講光.,83,漫威電影蜘蛛人4 復聯5都把都怕劇透 預告都搞得很神秘.  但超少女看完預告片 等於把劇情都講光.,劇透|怕; 復聯5|怕; 超少女|神秘; 預告|怕; 預告|神秘; 預告片|神秘,6,漫威 電影 蜘蛛人 4   復聯5 都 把 都 怕 劇透   預告 都 搞 得 很 神秘 .   但 超少女 看完 預告片   等於 把 劇情 都 講光 .
劇情感覺很混亂，而且有種太科幻的樣子。影集的傻白甜形象也沒有不好，一定要弄成girl boss 嗎?,84,劇情感覺很混亂，而且有種太科幻的樣子。影集的傻白甜形象也沒有不好，一定要弄成girl boss 嗎?,傻白甜|好; 劇情|混亂; 形象|好; 感覺|混亂,4,劇情 感覺 很 混亂 ， 而且 有 種 太 科幻 的 樣子 || 影集 的 傻白甜 形象 也 沒有 不 好 ， 一定 要 弄成 girl  boss  嗎
超級賽亞人大拍賣,85,超級賽亞人大拍賣,,0,
感覺是個爛片💩,86,感覺是個爛片💩,爛片|感覺,1,感覺 是 個 爛片 💩
"感覺上應該會比上一部""超人""好看。",87,"感覺上應該會比上一部""超人""好看。",超人|好看,1,"感覺 上 應該 會 比 上 一 部 "" 超人 "" 好看"
玩具總動員阿薛！？🤨,88,玩具總動員阿薛！？🤨,,0,
唯一可慶的是SG沒變黑人來演....,89,唯一可慶的是SG沒變黑人來演....,黑人|變,1,唯一 可 慶 的 是 SG 沒 變 黑人 來 演 ....
主演：阿薛,90,主演：阿薛,,0,
超少女...跟奧少年有夢幻連動嗎?,91,超少女...跟奧少年有夢幻連動嗎?,,0,
看完先猜留言區一定一堆唱衰仔,92,看完先猜留言區一定一堆唱衰仔,,0,
米利 艾考克 長的有點像剛出道的艾薇兒,93,米利 艾考克 長的有點像剛出道的艾薇兒,米利 |長; 艾考克 |長; 艾薇兒|出道,3,米利  艾考克  長 的 有點 像 剛 出道 的 艾薇兒
雖然最愛Melissa Benoist的Supergirl....這個有大螢幕還是會進去看,94,雖然最愛Melissa Benoist的Supergirl....這個有大螢幕還是會進去看,螢幕|大,1,雖然 最 愛 Melissa   Benoist 的 Supergirl.... 這 個 有 大 螢幕 還是 會 進去 看
這反派是水行俠飾演的嗎？,95,這反派是水行俠飾演的嗎？,,0,
我只想跟表妹  ...,96,我只想跟表妹  ...,,0,
那个头好像没洗那样,97,那个头好像没洗那样,头|那,1,那 个 头 好像 没 洗 那 样
看上去有點爛,98,看上去有點爛,,0,
拉完了 DC的電影完全不會想看了 浪費錢拍這些幹嘛,99,拉完了 DC的電影完全不會想看了 浪費錢拍這些幹嘛,,0,
堂弟吧⋯⋯,100,堂弟吧⋯⋯,,0,
背景音樂是哪一首???,101,背景音樂是哪一首???,,0,
"小狗祭天法力無邊（X
什麼不好殺去動人家小狗😅",102,"小狗祭天法力無邊（X
什麼不好殺去動人家小狗😅",小|好; 法力|小; 法力|無邊; 狗|好; 狗|小; 狗|無邊,6,小 狗 祭天 法力 無邊 （ X || 什麼 不 好 殺去 動人家 小 狗 😅
其實我覺得Milly Alcock長得蠻可愛的呀～至少我喜歡這樣有點酷酷的女孩子。,103,其實我覺得Milly Alcock長得蠻可愛的呀～至少我喜歡這樣有點酷酷的女孩子。,女孩子|喜歡; 女孩子|這樣; 女孩子|酷酷,3,其實 我 覺得 Milly  Alcock 長 得 蠻 可愛 的 呀 ～ 至少 我 喜歡 這樣 有點 酷酷 的 女孩子
爛戲,104,爛戲,,0,
動保女超人,105,動保女超人,,0,
超少男？,106,超少男？,男|超少,1,超少 男
星際異攻隊的影子,107,星際異攻隊的影子,,0,
預告連個大場面都沒有?,108,預告連個大場面都沒有?,場面|大,1,預告 連 個 大 場面 都 沒有
很满满的银河守护者风格，但也是可以接受的,109,很滿滿的銀河守護者風格，但也是可以接受的,者|滿滿; 銀河|滿滿; 風格|滿滿,3,很 滿滿 的 銀河 守護 者 風格 ， 但 也 是 可以 接受 的
阿薛😂,110,阿薛😂,,0,
DC的都是預告拍得好看，實際就....,111,DC的都是預告拍得好看，實際就....,,0,
看起來很爽欸,112,看起來很爽欸,,0,
還是等蜘蛛人好了,113,還是等蜘蛛人好了,,0,
色彩很鮮豔就是好人嗎XD? 現實世界可不是這樣,114,色彩很鮮豔就是好人嗎XD? 現實世界可不是這樣,好人|鮮豔; 現實|這樣; 色彩|鮮豔,3,色彩 很 鮮豔 就 是 好人 嗎 X D || 現實 世界 可 不 是 這樣
不好看,115,不好看,,0,
愛狗聯盟又多了一位強大戰力～,116,愛狗聯盟又多了一位強大戰力～,愛|多; 戰力|多; 戰力|強大; 狗|多; 聯盟|多,5,愛 狗 聯盟 又 多 了 一 位 強大 戰力 ～
"一开始我记得公布 supergirl 的选角时好像有点声音，主要是演员的形象没以往的 supergirl 的样子：比较单纯兼正向。
然后我看到预告片后就不得不说：啊，选得真贴切，就是要这种杀光坏人的正义才够真实。",117,"一開始我記得公佈 supergirl 的選角時好像有點聲音，主要是演員的形象沒以往的 supergirl 的樣子：比較單純兼正向。
然後我看到預告片後就不得不說：啊，選得真貼切，就是要這種殺光壞人的正義才夠真實。",壞人|真實; 樣子|單純; 樣子|正向; 正義|真實,4,一 開始 我 記得 公佈  supergirl  的 選角 時 好像 有點 聲音 ， 主要 是 演員 的 形象 沒 以往 的  supergirl  的 樣子 ： 比較 單純 兼 正向 || 然後 我 看到 預告片 後 就 不得不 說 ： 啊 ， 選 得 真 貼切 ， 就 是 要 這 種 殺光 壞人 的 正義 才 夠 真實
"水行俠前傳??   還是我看錯?  1:00  在整點的時候~~~~

還是水行俠前輩子???!  祖先??",118,"水行俠前傳??   還是我看錯?  1:00  在整點的時候~~~~

還是水行俠前輩子???!  祖先??",,0,
感覺劇情預告就講完了,119,感覺劇情預告就講完了,劇情|感覺,1,感覺 劇情 預告 就 講完 了
滿滿的崗恩味....沒了,120,滿滿的崗恩味....沒了,崗恩味|滿滿,1,滿滿 的 崗恩味 .... 沒 了
烂片,121,烂片,,0,
这风格让我回想起了justice league的院线版，就一坨,122,這風格讓我回想起了justice league的院線版，就一坨,,0,
至少膚色還是白的...😂😂😂,123,至少膚色還是白的...😂😂😂,膚色|白,1,至少 膚色 還是 白 的 ... 😂 😂 😂
又要拉了,124,又要拉了,,0,
Привет Россия Сша ❤❤❤❤❤❤❤❤❤,125,你好俄羅斯美國❤❤❤❤❤❤❤❤❤,,0,
"很那悶為何不找flash 裡 飾演超女那位     那位顏質明顯高出許多   
不管劇情如何,  至少女主顏質能讓大眾認為起碼值回票價",126,"很那悶為何不找flash 裡 飾演超女那位     那位顏質明顯高出許多   
不管劇情如何,  至少女主顏質能讓大眾認為起碼值回票價",劇情|如何; 女主|如何; 顏質|如何; 顏質|明顯,4,"很 那 悶 為何 不 找 flash   裡  飾演 超女 那 位       那 位 顏質 明顯 高出 許多 || 不管 劇情 如何 ,    至少 女主 顏質 能 讓 大眾 認為 起碼 值 回票價"
長得好像黑相集的小女孩😂,127,長得好像黑相集的小女孩😂,,0,
沒興趣,128,沒興趣,,0,
個樣已經唔得㗎啦個波仲要執到咁假,129,個樣已經唔得㗎啦個波仲要執到咁假,波仲|假; 波仲|唔得,2,個樣 已經 唔得 㗎 啦 個 波仲 要 執 到 咁 假
"看半天
看不清楚她的臉",130,"看半天
看不清楚她的臉",臉|清楚,1,看 不 清楚 她 的 臉
"為何氪星人需要跟雜魚肉搏？
蝙蝠俠也是用了氪石才能跟超人勢均力敵，還是這部每個雜魚都有氪星人這麼強嗎？
感覺像是換皮星際異攻隊，完全不會想看...",131,"為何氪星人需要跟雜魚肉搏？
蝙蝠俠也是用了氪石才能跟超人勢均力敵，還是這部每個雜魚都有氪星人這麼強嗎？
感覺像是換皮星際異攻隊，完全不會想看...",人|需要; 氪星|需要; 氪星人|強; 氪石|勢均力敵; 異攻隊|感覺; 超人|勢均力敵; 雜|需要; 雜魚|強; 魚肉|需要,9,為何 氪星 人 需要 跟 雜 魚肉 搏 || 蝙蝠俠 也 是 用 了 氪石 才 能 跟 超人 勢均力敵 ， 還是 這 部 每 個 雜魚 都 有 氪星人 這麼 強 嗎 || 感覺 像是 換皮 星際 異攻隊 ， 完全 不會 想 看 ...
不太行，和影集版的完全沒法比,132,不太行，和影集版的完全沒法比,影集版|行,1,不 太 行 ， 和 影集版 的 完全 沒法 比
星際義工女超人？,133,星際義工女超人？,,0,
關於是堂弟還是堂哥，官方其實已經有答案了 https://www.youtube.com/watch?v=s9s-m1wIyt0,134,關於是堂弟還是堂哥，官方其實已經有答案了 https://www.youtube.com/watch?v=s9s-m1wIyt0,,0,
為什麼不是影集版的來演，可愛多了,135,為什麼不是影集版的來演，可愛多了,影集版|可愛,1,為什麼 不 是 影集版 的 來 演 ， 可愛 多 了
她爸是祖國人嗎？,136,她爸是祖國人嗎？,,0,
你們看就好，反正我不會看,137,你們看就好，反正我不會看,,0,
"讨厌这版SG，包括演员、角色和故事设定，全都讨厌！！演员太丑，角色个性不讨喜，故事风格跟超人也太雷同，超不喜欢！！
SG只是比超人早出生，但实际生理和心理年龄都比超人年幼得多，应该以校园青春为故事主调，跟超人以拯救世界为主调的故事拉开差距
而且传统SG的个性标签虽然也是叛逆期，但最主要的是对超人的崇拜，这版从超人片尾来看恐怕是以叛逆为主，未必有崇拜，单纯的叛逆性格真的很不讨喜，这里面恐怕有DEI的成分！
最关键的是，这演员也太TM丑了！！！史上最丑SG！！！说没有DEI成分你信吗？？",138,"討厭這版SG，包括演員、角色和故事設定，全都討厭！ ！演員太醜，角色個性不討喜，故事風格跟超人也太雷同，超不喜歡！ ！
SG只是比超人早出生，但實際生理和心理年齡都比超人年輕得多，應該以校園青春為故事主調，跟超人以拯救世界為主調的故事拉開差距
而傳統SG的個性標籤雖然也是叛逆期，但最主要的是對超人的崇拜，這版從超人片尾來看恐怕是以叛逆為主，未必有崇拜，單純的叛逆性格真的很不討喜，這裡面恐怕有DEI的成分！
最關鍵的是，這位演員也太TM醜了！ ！ ！史上最醜SG！ ！ ！說沒有DEI成分你信嗎？ ？",個性|傳統; 個性|討喜; 個性|醜; 史|醜; 年齡|實際; 年齡|年輕; 心理|實際; 心理|年輕; 性格|叛逆; 性格|單純; 性格|討喜; 成分|信; 故事|包括; 故事|討厭; 故事|討喜; 標籤|傳統; 演員|TM; 演員|包括; 演員|醜; 片尾|超人; 版|包括; 版|討厭; 版|超人; 生理|實際; 角色|包括; 角色|討喜; 角色|醜; 超人|實際; 超人|年輕; 超人|討喜; 風格|討喜,31,討厭 這 版 SG ， 包括 演員 、 角色 和 故事 設定 ， 全 都 討厭 || 演員 太 醜 ， 角色 個性 不 討喜 ， 故事 風格 跟 超人 也 太 雷同 ， 超 不 喜歡 || SG 只是 比 超人 早 出生 ， 但 實際 生理 和 心理 年齡 都 比 超人 年輕 得多 ， 應該 以 校園 青春 為 故事 主調 ， 跟 超人 以 拯救 世界 為 主調 的 故事 拉開 差距 || 而 傳統 SG 的 個性 標籤 雖然 也 是 叛逆期 ， 但 最 主要 的 是 對 超人 的 崇拜 ， 這 版 從 超人 片尾 來 看 恐怕 是 以 叛逆 為主 ， 未必 有 崇拜 ， 單純 的 叛逆 性格 真的 很 不 討喜 ， 這 裡面 恐怕 有 DEI 的 成分 || 最 關鍵 的 是 ， 這 位 演員 也 太 TM 醜 了 || 史 上 最 醜 S G || 說 沒有 DEI 成分 你 信 嗎
超人放屁會怎麼樣嗎?,139,超人放屁會怎麼樣嗎?,超人|怎麼樣,1,超人 放屁 會 怎麼樣 嗎
哎…不是端出女英雄票房就會比較好…,140,哎…不是端出女英雄票房就會比較好…,票房|好; 英雄|好,2,哎 … 不 是 端出 女 英雄 票房 就 會 比較 好 …
這種漫威式電影已經不吸引人了，等HBO就好！,141,這種漫威式電影已經不吸引人了，等HBO就好！,電影|吸引人,1,這 種 漫威式 電影 已經 不 吸引人 了 ， 等 HBO 就 好
不錯喔  看起來不是很好看喔,142,不錯喔  看起來不是很好看喔,,0,
顏值差影集版太多。,143,顏值差影集版太多。,影集版|太多; 影集版|差; 顏值|太多; 顏值|差,4,顏值 差 影集版 太多
傑森摩莫亞 飾演摸摸亞本人,144,傑森摩莫亞 飾演摸摸亞本人,,0,
