Comment_Text,Source_Row_Index,CKIP_Analysis_Text,CKIP_Matched_Pairs,CKIP_Matched_Pair_Count,CKIP_Matched_Sentences
"''even scattered, we share the same root"" ok girl 😭😭😭",10,「即使分散，我們也是同根」ok Girl 😭😭😭,,0,
"They returned after 4 years and all 4 of them together, my wish came true, I missed them so much and I'm so glad they're here with us. Mamamoo, thank you for this, it's like a band-aid for my heart.  I'm going to cry, THE SONG IT'S SO BEAUTIFUL OMGGG 😭💕💕💕",11,四年後他們回來了，他們四個人在一起，我的願望實現了，我非常想念他們，我很高興他們和我們在一起。 Mamamoo，謝謝你，這就像我心臟上的創可貼。  我要哭了，這首歌太美了 OMGGG 😭💕💕💕,人|在一起; 歌|美; 願望|在一起,3,四 年 後 他們 回來 了 ， 他們 四 個 人 在一起 ， 我 的 願望 實現 了 ， 我 非常 想念 他們 ， 我 很 高興 他們 和 我們 在一起 || 我 要 哭 了 ， 這 首 歌 太 美 了  OMGGG 😭💕💕💕
So happy about their comeback. And their voices amazing as ever 🎉,12,為他們的回歸感到非常高興。他們的聲音一如既往地令人驚嘆🎉,,0,
They said this wasn’t the last comeback and just the beginning of a new era. I’m so happy 😭😭 NEVER LETTING GO 🫶🏾,13,他們表示，這不是最後一次回歸，而只是一個新時代的開始。我太高興了😭😭 永遠不會放手🫶🏾,時代|新; 時代|開始,2,他們 表示 ， 這 不 是 最後 一 次 回歸 ， 而 只 是 一 個 新 時代 的 開始
I'm still disappointed it's only a single but I'll never be disppointed by the music they release. In Mamamoo we trust.,14,我仍然對這只是一首單曲感到失望，但我永遠不會對他們發行的音樂感到失望。我們信任 Mamamoo。,單曲|失望; 單曲|感到; 音樂|失望; 音樂|感到,4,我 仍然 對 這 只 是 一 首 單曲 感到 失望 ， 但 我 永遠 不會 對 他們 發行 的 音樂 感到 失望
"Mamamoo,nmixx and itzy saving kpop with songs not for the charts but for the arts",15,Mamamoo、nmixx 和 itzy 用歌曲拯救韓國流行音樂，不是為了排行榜，而是為了藝術,歌曲|流行; 音樂|流行,2,Mamamoo 、 nmixx  和  itzy   用 歌曲 拯救 韓國 流行 音樂 ， 不 是 為 了 排行榜 ， 而是 為了 藝術
Mamamoo has being with me during hard times. Im overjoyed they are back. Thank you so much to our girls for your healing vocals and presence. Never letting go.,16,在我遇到困難的時候，Mamamoo 一直陪伴著我。我很高興他們回來了。非常感謝我們的女孩們治癒的聲音和存在。永不放手。,們|感謝; 女孩|感謝; 時候|困難,3,在 我 遇到 困難 的 時候 ， Mamamoo  一直 陪伴 著 我 || 非常 感謝 我們 的 女孩 們 治癒 的 聲音 和 存在
"""Here again, back to the top"" yesssss 🔥",17,「又來了，回到頂部」 yesssss 🔥,,0,
Tearing up. I've missed you girls so much ❤,18,淚流滿面。我非常想念你們女孩們❤,,0,
"While others chase novelty, these Queens chose soul and made it sound effortless.
Their voices feel like all the good things in this world
woven into sound and sent straight to the heart.",19,"當其他人追求新奇時，這些女王選擇了靈魂，並讓它聽起來毫不費力。
他們的聲音就像這個世界上所有美好的事物
編織成聲音，直達內心。",事物|美好; 人|新奇; 女王|新奇,3,當 其他 人 追求 新奇 時 ， 這些 女王 選擇 了 靈魂 ， 並 讓 它 聽起來 毫不 費力 || 他們 的 聲音 就 像 這 個 世界 上 所有 美好 的 事物
"I've realized that 4 Flowers is actually a masterpiece. It does everything it needs to do. And nothing it doesn't.  It's catchy, it's beautifully sentimental, it delivers a message about them and their status. It spotlights their vocal talent across all 4 members. I'm in love ❤️",20,我意識到《四朵花》其實是一部傑作。它會做它需要做的一切。沒有什麼是不可以的。  它很吸引人，很感傷，它傳達了關於他們和他們的地位的信息。它凸顯了所有 4 名成員的聲樂天賦。我戀愛了❤️,花|意識到,1,我 意識到 《 四 朵 花 》 其實 是 一 部 傑作
Suddenly it's 2018 again🍃,21,轉眼間又到了2018年了🍃,,0,
waiting 4yrs seems kinda crazy to other people but there is no place i would rather be rn .I am happy to the point that i could cryyyyyyy. MOOMOO 4EVER,22,等待四年對其他人來說似乎有點瘋狂，但沒有地方是我寧願待的。我很高興我可以哭yyyyyy。哞哞4EVER,人|瘋狂; 人|等待; 地方|寧願; 地方|瘋狂,4,等待 四 年 對 其他 人 來 說 似乎 有點 瘋狂 ， 但 沒有 地方 是 我 寧願 待 的
"I don't care what no one says mamamoo has the best vocals, they're so awesome I'm not really somebody who's like super into girl groups but if I do end up liking a girl group a girl artist I love them hard please I love I'm so happy to hear a new song.",23,我不在乎沒人說mamamoo擁有最好的聲音，他們太棒了，我並不是一個超級喜歡女團的人，但如果我最終喜歡一個女團，一個女藝人，我會非常愛她們，我愛，我很高興聽到一首新歌。,人|喜歡; 人|在乎; 人|好; 女團|喜歡; 新歌|高興; 聲音|好; 聲音|棒,7,我 不 在乎 沒 人 說 mamamoo 擁有 最 好 的 聲音 ， 他們 太 棒 了 ， 我 並 不 是 一 個 超級 喜歡 女團 的 人 ， 但 如果 我 最終 喜歡 一 個 女團 ， 一 個 女 藝人 ， 我 會 非常 愛 她們 ， 我 愛 ， 我 很 高興 聽到 一 首 新歌
"""trust and listen MAMAMOO"" is real, welcome back my queens, i love you and miss you so mumumumuch",24,「相信並傾聽 MAMAMOO」是真實的，歡迎回來我的女王們，我愛你們，非常想念你們。,,0,
Song of the summer it's got roadtrip vibes ❤,25,夏日之歌，充滿公路旅行的氛圍❤,,0,
This quickly become one of my fave title tracks of theirs,26,這很快就成為我最喜歡的主打歌之一,歌|喜歡,1,這 很 快 就 成為 我 最 喜歡 的 主打 歌 之 一
I regret not going to their concert when they last came to SEA and really thought I missed my chance. But maybe now I’ll get the chance to watch themmm 🥺,27,我很遺憾他們上次來東南亞時沒有去看他們的演唱會，我真的以為我錯過了機會。但也許現在我有機會去看它們了🥺,,0,
this song truly makes me want to experience life again!! ❤,28,這首歌真的讓我想再體驗生活！ ❤,,0,
"12 years later and MAMAMOO still reminds us why they are one of the greatest vocal groups of all time. From 2014 until now, they have never chased trends—they've created music with soul, personality, and artistry. Every comeback feels authentic, every performance feels alive, and every song carries the unmistakable color of MAMAMOO. Thank you, Solar, Moonbyul, Wheein, and Hwasa, for continuously giving us music that ages beautifully. ""4 Flowers"" feels like a celebration of everything you've built together. Proud to be a MooMoo then, now, and always. 🌸❤️",29,12 年後，MAMAMOO 仍然提醒我們為什麼他們是有史以來最偉大的歌唱團體之一。從2014年至今，他們從不追逐潮流，創造出有靈魂、有個性、有藝術性的音樂。每一次回歸都讓人感覺真實，每一次表演都讓人感覺充滿活力，每首歌曲都帶有MAMAMOO鮮明的色彩。感謝Solar、Moonbyul、Wheein和Hwasa不斷為我們帶來歷久不衰的美妙音樂。 「4 Flowers」感覺就像是對你們共同建造的一切的慶祝。為成為 MooMoo 的一員而自豪，無論是過去、現在還是永遠。 ❤️,人|感覺; 人|真實; 團體|偉大; 歌曲|鮮明; 活力|感覺; 色彩|鮮明; 音樂|歷久不衰; 音樂|美妙,8,12 年 後 ， MAMAMOO  仍然 提醒 我們 為什麼 他們 是 有史以來 最 偉大 的 歌唱 團體 之 一 || 每 一 次 回歸 都 讓 人 感覺 真實 ， 每 一 次 表演 都 讓 人 感覺 充滿 活力 ， 每 首 歌曲 都 帶有 MAMAMOO 鮮明 的 色彩 || 感謝 Solar 、 Moonbyul 、 Wheein 和 Hwasa 不斷 為 我們 帶來 歷久不衰 的 美妙 音樂
Someone is finally saving the kpop industry. I can finally stop listening to music that has lyrics sounding like it was written by a 6 years old american child.,30,終於有人拯救了韓國流行音樂產業。我終於可以不再聽歌詞聽起來像是個 6 歲美國小孩寫的音樂了。,人|流行; 產業|流行; 音樂|流行,3,終於 有 人 拯救 了 韓國 流行 音樂 產業
that is a masterpiece hope they promote it well because it deserves recognition. It is exactly what we expect from mamamoo,31,這是一部傑作，希望他們能夠很好地推廣它，因為它值得認可。這正是我們對mamamoo的期望,傑作|希望,1,這 是 一 部 傑作 ， 希望 他們 能夠 很 好 地 推廣 它 ， 因為 它 值得 認可
"You don't understand how happy I am seeing them perform together again. This song is so mamamoo, never go with the trends but do what feels right and what matches their vibe.",32,你不明白我看到他們再次一起表演有多高興。這首歌太棒了，永遠不要跟隨潮流，而是做感覺正確、符合他們氛圍的事。,感覺|正確; 歌|棒; 氛圍|正確; 潮流|正確,4,這 首 歌 太 棒 了 ， 永遠 不要 跟隨 潮流 ， 而是 做 感覺 正確 、 符合 他們 氛圍 的 事
i want them to keep making music as 4.. i don't care if i have to wait decades between them. They're a breath of fresh air!!,33,我希望他們能像 4 一樣繼續創作音樂。我不在乎我是否要在他們之間等待幾十年。他們呼吸新鮮空氣！,空氣|新鮮,1,他們 呼吸 新鮮 空氣
"I was so upset when i got to know its a single 
But when i listened this song
I forgave rbw
This is best song of 2026
We got a sing worthy of 4 years wait ❤",34,"當我知道這是單曲時我很沮喪
但是當我聽這首歌的時候
我原諒了rbw
這是2026年最好聽的歌曲
我們得到了一首值得四年等待的歌❤",單曲|沮喪; 單曲|知道; 歌|值得; 歌|等待; 歌曲|好聽,5,當 我 知道 這 是 單曲 時 我 很 沮喪 || 這 是 2026年 最 好聽 的 歌曲 || 我們 得到 了 一 首 值得 四 年 等待 的 歌 ❤
I've been avoiding listening to this song bc I knew I woul cry so much and what do you know.... I'm in tears TT,35,我一直在避免聽這首歌，因為我知道我會哭得很厲害，你知道嗎......我淚流滿面 TT,歌|知道,1,我 一直 在 避免 聽 這 首 歌 ， 因為 我 知道 我 會 哭 得 很 厲害 ， 你 知道 嗎 ...... 我 淚流滿面  TT
"I love that the majority of the comments are not about streaming or views. Instead,  they focus on the song, be it the lyrics, MV, or the members.",36,我喜歡大多數評論與串流媒體或觀看次數無關。相反，他們專注於歌曲，無論是歌詞、MV還是成員。,媒體|喜歡; 媒體|無關; 次數|無關; 歌曲|專注; 歌曲|相反; 評論|喜歡,6,我 喜歡 大多數 評論 與 串流 媒體 或 觀看 次數 無關 || 相反 ， 他們 專注 於 歌曲 ， 無論 是 歌詞 、 MV 還是 成員
"Finally a good kpop song that does not follow Tiktok trend.
An artistic song. High class",37,"終於有一首不跟隨抖音潮流的好韓流歌曲了。
一首藝術歌曲。進階",抖音|好韓流; 歌曲|好韓流; 潮流|好韓流,3,終於 有 一 首 不 跟隨 抖音 潮流 的 好韓流 歌曲 了
"음방 한주만 돌아서 너무 아쉬운데 홍보 콘텐츠라도 많이 나왔으면 좋겠다..

알비덥은 잇츠 라이브처럼 대중은 거의 안 보고 팬들만 찾아보는 콘텐츠 위주로 홍보하기로 유명함..
섭외가 들어오거나 아티스트가 어디 나가고 싶다고 강하게 요구를 해야만 홍보 스케줄 잡나봄..
노래를 이렇게 잘 만들어놓고 홍보 거의 안하면 감다죽인데..

솔직히 돌들의 침묵, 아이돌 인간극장 같이 마마무라는 그룹의 매력을 잘 보여줄 수 있는 콘텐츠 많이 나와주길 바라는데 짠한 형에서 끝나는 건 아니겠지...ㅠㅠ

심지어 예고편 내용이 고고베베 때부터? 예능 나가면 꼭 한번씩 질문했던 싸웠던 썰이라서 질림
안 그래도 마마무 단체 콘텐츠 별로 없어서 귀한데 무려 고고베베 때 메이저 방송인 아형이나 인생술집에서 했던 얘기를 4년 뒤 일낼라 홍보하러 다닐 때 또 하고 또 하니까 답답했음
특히 아형.. 이번에 아형은 안 나갔으면...
근데 일낼라 3년 반 뒤인 지금 짠한 형에서 또 하네...
제발 이번 홍보 활동중엔 짠한 형 빼고는 마마무 싸운 썰에 대한 질문 좀 그만 했으면 좋겠다..
색다른 질문이나 음악, 안무 같은 것 좀 질문했으면..",38,"可惜音樂秀只持續了一周，但希望能有更多的宣傳內容。

Rbidub 以宣傳很少被公眾觀看、只有粉絲欣賞的內容而聞名，例如 It's Live。
我想我只有在接到選角電話或藝術家強烈要求去某個地方時才會收到促銷時間表。
如果你把一首歌做得這麼好，卻根本不去宣傳，那就是一場災難。

老實說，我希望能有很多可以展現Mamamoo這個團體魅力的內容，像是《沉默的石頭》和《偶像人類劇場》，但不會以悲傷的形式結束…ㅠㅠ

連預告片內容都是Gogobebe的？我厭倦了每次上綜藝節目都會被問到這是一個關於打架的故事。
Mamamoo 的團體內容已經不多，所以很珍貴，但四年後，當我宣傳我的作品時，聽到我在 Gogobebe 上與我的主要廣播公司 Ahyung 和 Life Bar 一遍又一遍地重複我說的同樣的話，我感到很沮喪。
尤其是我弟弟……我希望他這次不要出去……
但現在，三年半過去了，我悲傷的弟弟又這麼做了…
拜託，在這次宣傳活動中，希望大家不要再問關於Mamamoo打架的問題了，除了鹹哥。
我想問你一些獨特的問題，音樂，編舞等等。",內容|多; 內容|沉默; 問題|獨特; 團體|多; 地方|強烈; 弟弟|希望; 弟弟|悲傷; 形式|悲傷; 形式|結束; 歌|好; 活動|希望; 石頭|沉默; 藝術家|強烈; 話|同樣; 話|感到; 話|沮喪; 電話|強烈; 音樂|獨特; 音樂秀|可惜,19,可惜 音樂秀 只 持續 了 一 周 ， 但 希望 能 有 更多 的 宣傳 內容 || 我 想 我 只有 在 接到 選角 電話 或 藝術家 強烈 要求 去 某 個 地方 時 才 會 收到 促銷 時間表 || 如果 你 把 一 首 歌 做 得 這麼 好 ， 卻 根本 不 去 宣傳 ， 那 就 是 一 場 災難 || 老實說 ， 我 希望 能 有 很多 可以 展現 Mamamoo 這 個 團體 魅力 的 內容 ， 像是 《 沉默 的 石頭 》 和 《 偶像 人類 劇場 》 ， 但 不會 以 悲傷 的 形式 結束 …ㅠㅠ || Mamamoo  的 團體 內容 已經 不 多 ， 所以 很 珍貴 ， 但 四 年 後 ， 當 我 宣傳 我 的 作品 時 ， 聽到 我 在  Gogobebe  上 與 我 的 主要 廣播 公司  Ahyung  和  Life Bar  一 遍 又 一 遍 地 重複 我 說 的 同樣 的 話 ， 我 感到 很 沮喪 || 尤其 是 我 弟弟 … … 我 希望 他 這 次 不要 出去 … … || 但 現在 ， 三 年 半 過去 了 ， 我 悲傷 的 弟弟 又 這麼 做 了 … || 拜託 ， 在 這 次 宣傳 活動 中 ， 希望 大家 不要 再 問 關於 Mamamoo 打架 的 問題 了 ， 除了 鹹哥 || 我 想 問 你 一些 獨特 的 問題 ， 音樂 ， 編舞 等等
This first comeback ever make me wanna cry this bad 🥹♥️♥️♥️,39,第一次回歸讓我想哭🥹♥️♥️♥️,,0,
The only group where I can't pick a favorite. I love these four so much that it feels like my heart will burst out of my chest just seeing them smiling together.,40,唯一一個我無法選出最喜歡的組合。我非常喜歡這四個人，只要看到他們在一起微笑，我的心就會從胸口跳出來。,人|喜歡; 人|在一起; 心|在一起; 組合|喜歡,4,唯一 一 個 我 無法 選出 最 喜歡 的 組合 || 我 非常 喜歡 這 四 個 人 ， 只要 看到 他們 在一起 微笑 ， 我 的 心 就 會 從 胸口 跳出來
I missed the feeling of being melted in to a song…,41,我懷念那種融入歌曲的感覺…,,0,
"This comeback is everything I hoped for and more. The song is catchy, the vocals are stunning, the mv and the whole vibe is just amazing. MAMAMOO never misses!",42,這次回歸是我所希望的一切，甚至更多。這首歌朗朗上口，人聲令人驚嘆，mv和整個氛圍都令人驚嘆。 MAMAMOO永遠不會錯過！,,0,
"내가 14살때부터 좋아했던 맘무
잠시 멀어졌었는데 이제야 원래의 맘무의 노래로 돌아와서 너무 행복하다.
언니들을 좋아했던 14살은 어느새 25살이 되었다.
그냥 하염없이 소중하고 눈물이 차곡 쌓여있음.. 그냥 너무 좋음 내 예전 기억이 되돌아온것같아서..",43,"Mammu，我從14歲就喜歡的人
我離開了一段時間，但我很高興終於帶著 Mammu 的原創歌曲回來了。
那個喜歡姊姊的14歲女孩現在已經25歲了。
真是太珍貴了，眼淚都堆積起來了……太好了，就像我以前的記憶又回來了……",人|喜歡; 女孩|喜歡; 姊姊|喜歡; 時間|高興; 眼淚|珍貴,5,Mammu ， 我 從 14 歲 就 喜歡 的 人 || 我 離開 了 一 段 時間 ， 但 我 很 高興 終於 帶 著  Mammu  的 原創 歌曲 回來 了 || 那 個 喜歡 姊姊 的 14 歲 女孩 現在 已經 25 歲 了 || 真是 太 珍貴 了 ， 眼淚 都 堆積 起來 了 … … 太 好 了 ， 就 像 我 以前 的 記憶 又 回來 了 … …
So emotional thinking about how it’s their 12th year. A comeback after almost 4 years? I’m literally crying tears of joy right now!,44,想到今年已經是他們的第 12 年了，我感到非常興奮。時隔近四年回歸？我現在真的流下了喜悅的眼淚！,眼淚|喜悅,1,我 現在 真的 流下 了 喜悅 的 眼淚
Bring the vocals back to kpop,45,讓歌聲回歸韓流,,0,
Literally the best Kpop song I heard in a long time and I'm not even a stan. I've been missing real music in kpop and real singing .,46,從字面上看，這是我很長一段時間以來聽到的最好的韓國流行歌曲，但我甚至不是粉絲。我一直在懷念韓流中真正的音樂和真正的歌唱。,時間|好; 時間|長; 歌曲|好; 歌曲|流行,4,從 字面 上 看 ， 這 是 我 很 長 一 段 時間 以來 聽到 的 最 好 的 韓國 流行 歌曲 ， 但 我 甚至 不 是 粉絲
it's so refreshing to listen to a k-pop group song with decent vocals recently. they ate!,47,最近聽到一首人聲不錯的k-pop組合歌曲真是讓人耳目一新。他們吃了！,人|耳目一新; 人聲|不錯; 歌曲|不錯; 歌曲|耳目一新; 組合|不錯; 組合|耳目一新,6,最近 聽到 一 首 人聲 不錯 的 k-pop 組合 歌曲 真是 讓 人 耳目一新
The way I'm repeating this over and over because I can't stop crying I'm so happy they're back 😭😭😭,48,我一遍又一遍地重複這句話，因為我無法停止哭泣，我很高興他們回來了。,,0,
"just found out yong is credited as composer & lyricist.. when she writes for mamamoo/moomoos it's always so meaningful & heartfelt, solar is really the best leader ever <3",49,剛發現 yong 被認為是作曲家和作詞家。當她為 mamamoo/moomoos 寫作時，總是那麼有意義和真誠，solar 確實是有史以來最好的領導者<3,意義|真誠; 者|好,2,當 她 為  mamamoo/moomoos  寫作 時 ， 總是 那麼 有 意義 和 真誠 ， solar  確實 是 有史以來 最 好 的 領導 者 <3
The world is healing again,50,世界再次痊癒,,0,
I'M SO HAPPY I'VE MISSED THEM TOGETHER it's so nice to hear all their voices in the same song again!!!,51,我很高興我錯過了他們，再次在同一首歌中聽到他們的聲音真是太好了！,聲音|好,1,我 很 高興 我 錯過 了 他們 ， 再次 在 同 一 首 歌 中 聽到 他們 的 聲音 真是 太 好 了
This might be the most wholesome Mamamoo song ever.,52,這可能是 Mamamoo 有史以來最健康的歌曲。,歌曲|健康,1,這 可能 是  Mamamoo  有史以來 最 健康 的 歌曲
"I am not a fan but this got recommended on my fyp. This song is so meaningful. As a kpop fan, It's very hard to hear a song like these now. One that doesn't follow trends but touches hearts.",53,我不是粉絲，但這在我的 fyp 上得到了推薦。這首歌太有意義了。身為韓流粉絲，現在很難再聽到這樣的歌曲了。一種不隨波逐流，卻觸動人心的設計。,人心|隨波逐流; 歌曲|這樣; 歌曲|難; 粉絲|難; 韓流|難,5,身為 韓流 粉絲 ， 現在 很 難 再 聽到 這樣 的 歌曲 了 || 一 種 不 隨波逐流 ， 卻 觸動 人心 的 設計
돌들 재결합해서 완전체 복귀할때 퍼포용 곡보다는 이렇게 보컬 위주의 곡들을 많이들 하는 것 같은데 마마무는 그 중에서도 원래 보컬로 압살하던 그룹이라 그런지 깔이 정말 잘맞는듯 ㅋㅋㅋㅋ 완전체 활동 더 해주면 좋겠다.... 현재까지도 현역인 3사의 대기업 그룹이 꽉잡고있던 3세대 그룹들 사이에서 정말 말도 안되는 인기였던것같음 햐....,54,當Stones以完整組合回歸時，他們似乎做了很多像這樣以聲樂為主的歌曲而不是表演歌曲，但Mamamoo是一個原本以聲樂為主的組合，所以看起來他們非常適合哈哈哈。我希望他們能作為一個完整的團體做更多的活動……我認為他們在第三代團體中非常受歡迎，這些團體仍然受到活躍至今的三大集團的嚴格控制。哈....,團體|完整; 團體|活躍; 歌曲|這樣; 聲樂|這樣; 集團|嚴格; 集團|大; 集團|活躍,7,當 Stones 以 完整 組合 回歸 時 ， 他們 似乎 做 了 很多 像 這樣 以 聲樂 為主 的 歌曲 而 不 是 表演 歌曲 ， 但 Mamamoo 是 一 個 原本 以 聲樂 為主 的 組合 ， 所以 看起來 他們 非常 適合 哈哈 哈 || 我 希望 他們 能 作為 一 個 完整 的 團體 做 更多 的 活動 … … 我 認為 他們 在 第三 代 團體 中 非常 受 歡迎 ， 這些 團體 仍然 受到 活躍 至今 的 三 大 集團 的 嚴格 控制
"There are so many fun kpop songs, but sometimes you want to hear actual melody and singing and not have the sound drown true voices. Mamamoo are true vocal queens.",55,有很多有趣的韩流歌曲，但有时您想听到真正的旋律和歌声，而不是让声音淹没真实的声音。 Mamamoo 是真正的聲樂女王。,声音|淹没; 声音|真实; 歌曲|有趣; 韩流|有趣,4,有 很多 有趣 的 韩流 歌曲 ， 但 有时 您 想 听到 真正 的 旋律 和 歌声 ， 而 不 是 让 声音 淹没 真实 的 声音
1.9M || 10M LET'S GO MOOMOOS.,56,190 萬 || 10M 讓我們一起出發吧。,,0,
"“4 Flowers” is such a beautiful song. The MV is gorgeous, the visuals are stunning, and every member shines. Solar’s powerful vocals, Moonbyul’s unique tone, Wheein’s heavenly voice, and Hwasa’s soulful vocals come together perfectly. The song is so catchy and emotional at the same time. MAMAMOO never disappoints!",57,《四朵花》是一首非常優美的歌曲。 MV華麗，視覺效果震撼，每個成員都閃閃發光。 Solar有力的歌聲、玟星獨特的音色、輝人天籟般的嗓音、華莎深情的歌聲完美地結合在一起。這首歌是如此朗朗上口，同時又充滿情感。 MAMAMOO永遠不會讓人失望！,人|失望; 嗓音|輝人; 天籟|獨特; 天籟|輝人; 成員|閃閃發光; 效果|MV; 效果|華麗; 歌|如此; 歌曲|優美; 歌聲|在一起; 歌聲|完美; 歌聲|有力; 歌聲|獨特; 歌聲|結合; 深情|完美; 深情|結合; 玟星|有力; 玟星|獨特; 玟星|輝人; 華莎|完美; 視覺|MV; 視覺|華麗; 音色|獨特; 音色|輝人,24,《 四 朵 花 》 是 一 首 非常 優美 的 歌曲 || MV 華麗 ， 視覺 效果 震撼 ， 每 個 成員 都 閃閃發光 || Solar 有力 的 歌聲 、 玟星 獨特 的 音色 、 輝人 天籟 般 的 嗓音 、 華莎 深情 的 歌聲 完美 地 結合 在一起 || 這 首 歌 是 如此 朗朗上口 ， 同時 又 充滿 情感 || MAMAMOO 永遠 不會 讓 人 失望
"Happy 8 million, moomoo! let's go for 9 million now!",58,800萬快樂，moomoo！我們現在就去爭取900萬吧！,,0,
I didn't know who they were. I started learning Korean a month ago and was looking for Korean music to listen to. I almost cried with this video knowing they had a 4 year hiatus. I can't even imagine how the fans must feel right now. How beautiful 🥹❤️,59,我不知道他們是誰。我一個月前開始學習韓語，當時正在尋找韓國音樂來聽。知道他們已經停播四年了，我看到這個影片差點哭了。我甚至無法想像粉絲們現在的感受。多美麗🥹❤️,們|想像; 感受|想像; 粉絲|想像,3,我 甚至 無法 想像 粉絲 們 現在 的 感受
"4 flowers, 4 queens, 4 vocalists, 4 rappers, 4 interpreters, 4 super stars",60,4位花、4位天后、4位主唱、4位饒舌歌手、4位翻譯、4位巨星,主唱|饒舌; 歌手|饒舌; 翻譯|饒舌,3,4 位 花 、 4 位 天后 、 4 位 主唱 、 4 位 饒舌 歌手 、 4 位 翻譯 、 4 位 巨星
Let's go to 10 Million 🙌,61,讓我們走向1000萬吧🙌,,0,
"mamamoo has got to be the richest in vocal tone variety, but still in harmony at the same time. insane.",62,mamamoo 的聲調多樣性一定是最豐富的，但同時又保持和諧。瘋狂的。,多樣性|豐富; 聲調|豐富,2,mamamoo  的 聲調 多樣性 一定 是 最 豐富 的 ， 但 同時 又 保持 和諧
