Comment_Text,Source_Row_Index,CKIP_Analysis_Text,CKIP_Matched_Pairs,CKIP_Matched_Pair_Count,CKIP_Matched_Sentences,Stage1_Relevance_Score,Gemini_Emotion,Gemini_Reason,Gemini_Model
"Sera que llegamos a los 10M en la primera semana. La verdad para este comeback ha pasado tanto tiempo que simplemente estoy tan feliz de escucharlas y tenerlas de vuelta, pero seria bonito que reciban bastante apoyo, sobretodo una cancion que esta hecha pensada en sus fans, en la musica y el arte, en vez de lo comercial, apoyemos esta hermosa cancion 💚🤍",327,第一周我們就會達到1000萬。事實上，這次回歸已經過去了很長時間，我真的很高興聽到他們的聲音並讓他們回來，但如果他們得到很多支持，那就太好了，尤其是一首考慮到他們的粉絲、音樂和藝術的歌曲，而不是廣告，讓我們支持這首美麗的歌曲💚🤍,時間|長; 時間|高興; 歌曲|美麗; 聲音|高興,4,事實 上 ， 這 次 回歸 已經 過去 了 很 長 時間 ， 我 真的 很 高興 聽到 他們 的 聲音 並 讓 他們 回來 ， 但 如果 他們 得到 很多 支持 ， 那 就 太 好 了 ， 尤其 是 一 首 考慮到 他們 的 粉絲 、 音樂 和 藝術 的 歌曲 ， 而 不 是 廣告 ， 讓 我們 支持 這 首 美麗 的 歌曲 💚 🤍,2,期待,希望歌曲能獲得好成績,gemini-3.1-flash-lite
this is one of the most beautiful songs to come out of kpop recently. mamamoo really know how to SING a song ❤️,416,這是最近韓國流行音樂中最美麗的歌曲之一。 mamamoo真的很會唱歌❤️,歌曲|美麗; 音樂|流行; 音樂|美麗,3,這 是 最近 韓國 流行 音樂 中 最 美麗 的 歌曲 之 一,2,感動,讚賞她們的歌唱實力,gemini-3.1-flash-lite
"This is my new favorite MAMAMOO song. Not just because the song is beautiful. Or that it was cowritten by Solar and Byuli. Or how it reflects on the four's everlasting bond. But because it is a promise kept. And for those who kept the faith, I think it's just a little extra special.",422,這是我最喜歡的 MAMAMOO 歌曲。不只是因為這首歌好聽。或者說它是由 Solar 和 Byuli 共同編寫的。或者它如何反映了四人永恆的聯繫。但因為這是一個信守的承諾。對於那些堅守信念的人來說，我認為這有點特別。,人|永恆; 歌|好聽; 歌曲|喜歡,3,這 是 我 最 喜歡 的  MAMAMOO  歌曲 || 不只 是 因為 這 首 歌 好聽 || 或者 它 如何 反映 了 四 人 永恆 的 聯繫,2,感動,認為這是對粉絲的承諾,gemini-3.1-flash-lite
"I love this song ❤️🥹. 


This is exactly what Korean pop music has been missing ( I'm not necessarily a big k-pop fan but Mamamoo yhoooo)❤️❤️🥹",424,"我喜歡這首歌❤️🥹。 


這正是韓國流行音樂所缺少的（我不一定是韓國流行音樂的忠實粉絲，但Mamamoo yhoooo）❤️❤️🥹",歌|喜歡; 粉絲|忠實; 粉絲|流行; 音樂|忠實; 音樂|流行,5,我 喜歡 這 首 歌 ❤️🥹 || 這 正 是 韓國 流行 音樂 所 缺少 的 （ 我 不一定 是 韓國 流行 音樂 的 忠實 粉絲 ， 但 Mamamoo  yhoooo ） ❤️❤ ️🥹,2,感動,表達對歌曲的喜愛,gemini-3.1-flash-lite
"They returned after 4 years and all 4 of them together, my wish came true, I missed them so much and I'm so glad they're here with us. Mamamoo, thank you for this, it's like a band-aid for my heart.  I'm going to cry, THE SONG IT'S SO BEAUTIFUL OMGGG 😭💕💕💕",11,四年後他們回來了，他們四個人在一起，我的願望實現了，我非常想念他們，我很高興他們和我們在一起。 Mamamoo，謝謝你，這就像我心臟上的創可貼。  我要哭了，這首歌太美了 OMGGG 😭💕💕💕,人|在一起; 歌|美; 願望|在一起,3,四 年 後 他們 回來 了 ， 他們 四 個 人 在一起 ， 我 的 願望 實現 了 ， 我 非常 想念 他們 ， 我 很 高興 他們 和 我們 在一起 || 我 要 哭 了 ， 這 首 歌 太 美 了  OMGGG 😭💕💕💕,1,感動,四年等待後的重逢喜悅,gemini-3.1-flash-lite
"I don't care what no one says mamamoo has the best vocals, they're so awesome I'm not really somebody who's like super into girl groups but if I do end up liking a girl group a girl artist I love them hard please I love I'm so happy to hear a new song.",23,我不在乎沒人說mamamoo擁有最好的聲音，他們太棒了，我並不是一個超級喜歡女團的人，但如果我最終喜歡一個女團，一個女藝人，我會非常愛她們，我愛，我很高興聽到一首新歌。,人|喜歡; 人|在乎; 人|好; 女團|喜歡; 新歌|高興; 聲音|好; 聲音|棒,7,我 不 在乎 沒 人 說 mamamoo 擁有 最 好 的 聲音 ， 他們 太 棒 了 ， 我 並 不 是 一 個 超級 喜歡 女團 的 人 ， 但 如果 我 最終 喜歡 一 個 女團 ， 一 個 女 藝人 ， 我 會 非常 愛 她們 ， 我 愛 ， 我 很 高興 聽到 一 首 新歌,1,興奮,對新歌感到非常開心,gemini-3.1-flash-lite
This quickly become one of my fave title tracks of theirs,26,這很快就成為我最喜歡的主打歌之一,歌|喜歡,1,這 很 快 就 成為 我 最 喜歡 的 主打 歌 之 一,1,期待,成為最愛的主打歌之一,gemini-3.1-flash-lite
"You don't understand how happy I am seeing them perform together again. This song is so mamamoo, never go with the trends but do what feels right and what matches their vibe.",32,你不明白我看到他們再次一起表演有多高興。這首歌太棒了，永遠不要跟隨潮流，而是做感覺正確、符合他們氛圍的事。,感覺|正確; 歌|棒; 氛圍|正確; 潮流|正確,4,這 首 歌 太 棒 了 ， 永遠 不要 跟隨 潮流 ， 而是 做 感覺 正確 、 符合 他們 氛圍 的 事,1,興奮,喜愛她們堅持自我風格,gemini-3.1-flash-lite
i want them to keep making music as 4.. i don't care if i have to wait decades between them. They're a breath of fresh air!!,33,我希望他們能像 4 一樣繼續創作音樂。我不在乎我是否要在他們之間等待幾十年。他們呼吸新鮮空氣！,空氣|新鮮,1,他們 呼吸 新鮮 空氣,1,期待,希望四人能持續合作,gemini-3.1-flash-lite
"I was so upset when i got to know its a single 
But when i listened this song
I forgave rbw
This is best song of 2026
We got a sing worthy of 4 years wait ❤",34,"當我知道這是單曲時我很沮喪
但是當我聽這首歌的時候
我原諒了rbw
這是2026年最好聽的歌曲
我們得到了一首值得四年等待的歌❤",單曲|沮喪; 單曲|知道; 歌|值得; 歌|等待; 歌曲|好聽,5,當 我 知道 這 是 單曲 時 我 很 沮喪 || 這 是 2026年 最 好聽 的 歌曲 || 我們 得到 了 一 首 值得 四 年 等待 的 歌 ❤,1,興奮,認為等待四年非常值得,gemini-3.1-flash-lite
"음방 한주만 돌아서 너무 아쉬운데 홍보 콘텐츠라도 많이 나왔으면 좋겠다..

알비덥은 잇츠 라이브처럼 대중은 거의 안 보고 팬들만 찾아보는 콘텐츠 위주로 홍보하기로 유명함..
섭외가 들어오거나 아티스트가 어디 나가고 싶다고 강하게 요구를 해야만 홍보 스케줄 잡나봄..
노래를 이렇게 잘 만들어놓고 홍보 거의 안하면 감다죽인데..

솔직히 돌들의 침묵, 아이돌 인간극장 같이 마마무라는 그룹의 매력을 잘 보여줄 수 있는 콘텐츠 많이 나와주길 바라는데 짠한 형에서 끝나는 건 아니겠지...ㅠㅠ

심지어 예고편 내용이 고고베베 때부터? 예능 나가면 꼭 한번씩 질문했던 싸웠던 썰이라서 질림
안 그래도 마마무 단체 콘텐츠 별로 없어서 귀한데 무려 고고베베 때 메이저 방송인 아형이나 인생술집에서 했던 얘기를 4년 뒤 일낼라 홍보하러 다닐 때 또 하고 또 하니까 답답했음
특히 아형.. 이번에 아형은 안 나갔으면...
근데 일낼라 3년 반 뒤인 지금 짠한 형에서 또 하네...
제발 이번 홍보 활동중엔 짠한 형 빼고는 마마무 싸운 썰에 대한 질문 좀 그만 했으면 좋겠다..
색다른 질문이나 음악, 안무 같은 것 좀 질문했으면..",38,"可惜音樂秀只持續了一周，但希望能有更多的宣傳內容。

Rbidub 以宣傳很少被公眾觀看、只有粉絲欣賞的內容而聞名，例如 It's Live。
我想我只有在接到選角電話或藝術家強烈要求去某個地方時才會收到促銷時間表。
如果你把一首歌做得這麼好，卻根本不去宣傳，那就是一場災難。

老實說，我希望能有很多可以展現Mamamoo這個團體魅力的內容，像是《沉默的石頭》和《偶像人類劇場》，但不會以悲傷的形式結束…ㅠㅠ

連預告片內容都是Gogobebe的？我厭倦了每次上綜藝節目都會被問到這是一個關於打架的故事。
Mamamoo 的團體內容已經不多，所以很珍貴，但四年後，當我宣傳我的作品時，聽到我在 Gogobebe 上與我的主要廣播公司 Ahyung 和 Life Bar 一遍又一遍地重複我說的同樣的話，我感到很沮喪。
尤其是我弟弟……我希望他這次不要出去……
但現在，三年半過去了，我悲傷的弟弟又這麼做了…
拜託，在這次宣傳活動中，希望大家不要再問關於Mamamoo打架的問題了，除了鹹哥。
我想問你一些獨特的問題，音樂，編舞等等。",內容|多; 內容|沉默; 問題|獨特; 團體|多; 地方|強烈; 弟弟|希望; 弟弟|悲傷; 形式|悲傷; 形式|結束; 歌|好; 活動|希望; 石頭|沉默; 藝術家|強烈; 話|同樣; 話|感到; 話|沮喪; 電話|強烈; 音樂|獨特; 音樂秀|可惜,19,可惜 音樂秀 只 持續 了 一 周 ， 但 希望 能 有 更多 的 宣傳 內容 || 我 想 我 只有 在 接到 選角 電話 或 藝術家 強烈 要求 去 某 個 地方 時 才 會 收到 促銷 時間表 || 如果 你 把 一 首 歌 做 得 這麼 好 ， 卻 根本 不 去 宣傳 ， 那 就 是 一 場 災難 || 老實說 ， 我 希望 能 有 很多 可以 展現 Mamamoo 這 個 團體 魅力 的 內容 ， 像是 《 沉默 的 石頭 》 和 《 偶像 人類 劇場 》 ， 但 不會 以 悲傷 的 形式 結束 …ㅠㅠ || Mamamoo  的 團體 內容 已經 不 多 ， 所以 很 珍貴 ， 但 四 年 後 ， 當 我 宣傳 我 的 作品 時 ， 聽到 我 在  Gogobebe  上 與 我 的 主要 廣播 公司  Ahyung  和  Life Bar  一 遍 又 一 遍 地 重複 我 說 的 同樣 的 話 ， 我 感到 很 沮喪 || 尤其 是 我 弟弟 … … 我 希望 他 這 次 不要 出去 … … || 但 現在 ， 三 年 半 過去 了 ， 我 悲傷 的 弟弟 又 這麼 做 了 … || 拜託 ， 在 這 次 宣傳 活動 中 ， 希望 大家 不要 再 問 關於 Mamamoo 打架 的 問題 了 ， 除了 鹹哥 || 我 想 問 你 一些 獨特 的 問題 ， 音樂 ， 編舞 等等,1,憤怒,不滿經紀公司宣傳不力,gemini-3.1-flash-lite
"내가 14살때부터 좋아했던 맘무
잠시 멀어졌었는데 이제야 원래의 맘무의 노래로 돌아와서 너무 행복하다.
언니들을 좋아했던 14살은 어느새 25살이 되었다.
그냥 하염없이 소중하고 눈물이 차곡 쌓여있음.. 그냥 너무 좋음 내 예전 기억이 되돌아온것같아서..",43,"Mammu，我從14歲就喜歡的人
我離開了一段時間，但我很高興終於帶著 Mammu 的原創歌曲回來了。
那個喜歡姊姊的14歲女孩現在已經25歲了。
真是太珍貴了，眼淚都堆積起來了……太好了，就像我以前的記憶又回來了……",人|喜歡; 女孩|喜歡; 姊姊|喜歡; 時間|高興; 眼淚|珍貴,5,Mammu ， 我 從 14 歲 就 喜歡 的 人 || 我 離開 了 一 段 時間 ， 但 我 很 高興 終於 帶 著  Mammu  的 原創 歌曲 回來 了 || 那 個 喜歡 姊姊 的 14 歲 女孩 現在 已經 25 歲 了 || 真是 太 珍貴 了 ， 眼淚 都 堆積 起來 了 … … 太 好 了 ， 就 像 我 以前 的 記憶 又 回來 了 … …,1,感動,回憶青春與重逢的喜悅,gemini-3.1-flash-lite
돌들 재결합해서 완전체 복귀할때 퍼포용 곡보다는 이렇게 보컬 위주의 곡들을 많이들 하는 것 같은데 마마무는 그 중에서도 원래 보컬로 압살하던 그룹이라 그런지 깔이 정말 잘맞는듯 ㅋㅋㅋㅋ 완전체 활동 더 해주면 좋겠다.... 현재까지도 현역인 3사의 대기업 그룹이 꽉잡고있던 3세대 그룹들 사이에서 정말 말도 안되는 인기였던것같음 햐....,54,當Stones以完整組合回歸時，他們似乎做了很多像這樣以聲樂為主的歌曲而不是表演歌曲，但Mamamoo是一個原本以聲樂為主的組合，所以看起來他們非常適合哈哈哈。我希望他們能作為一個完整的團體做更多的活動……我認為他們在第三代團體中非常受歡迎，這些團體仍然受到活躍至今的三大集團的嚴格控制。哈....,團體|完整; 團體|活躍; 歌曲|這樣; 聲樂|這樣; 集團|嚴格; 集團|大; 集團|活躍,7,當 Stones 以 完整 組合 回歸 時 ， 他們 似乎 做 了 很多 像 這樣 以 聲樂 為主 的 歌曲 而 不 是 表演 歌曲 ， 但 Mamamoo 是 一 個 原本 以 聲樂 為主 的 組合 ， 所以 看起來 他們 非常 適合 哈哈 哈 || 我 希望 他們 能 作為 一 個 完整 的 團體 做 更多 的 活動 … … 我 認為 他們 在 第三 代 團體 中 非常 受 歡迎 ， 這些 團體 仍然 受到 活躍 至今 的 三 大 集團 的 嚴格 控制,1,期待,肯定團體實力與合體,gemini-3.1-flash-lite
"“4 Flowers” is such a beautiful song. The MV is gorgeous, the visuals are stunning, and every member shines. Solar’s powerful vocals, Moonbyul’s unique tone, Wheein’s heavenly voice, and Hwasa’s soulful vocals come together perfectly. The song is so catchy and emotional at the same time. MAMAMOO never disappoints!",57,《四朵花》是一首非常優美的歌曲。 MV華麗，視覺效果震撼，每個成員都閃閃發光。 Solar有力的歌聲、玟星獨特的音色、輝人天籟般的嗓音、華莎深情的歌聲完美地結合在一起。這首歌是如此朗朗上口，同時又充滿情感。 MAMAMOO永遠不會讓人失望！,人|失望; 嗓音|輝人; 天籟|獨特; 天籟|輝人; 成員|閃閃發光; 效果|MV; 效果|華麗; 歌|如此; 歌曲|優美; 歌聲|在一起; 歌聲|完美; 歌聲|有力; 歌聲|獨特; 歌聲|結合; 深情|完美; 深情|結合; 玟星|有力; 玟星|獨特; 玟星|輝人; 華莎|完美; 視覺|MV; 視覺|華麗; 音色|獨特; 音色|輝人,24,《 四 朵 花 》 是 一 首 非常 優美 的 歌曲 || MV 華麗 ， 視覺 效果 震撼 ， 每 個 成員 都 閃閃發光 || Solar 有力 的 歌聲 、 玟星 獨特 的 音色 、 輝人 天籟 般 的 嗓音 、 華莎 深情 的 歌聲 完美 地 結合 在一起 || 這 首 歌 是 如此 朗朗上口 ， 同時 又 充滿 情感 || MAMAMOO 永遠 不會 讓 人 失望,1,興奮,讚賞成員各自的魅力,gemini-3.1-flash-lite
Never doubt Mamamoo. Always Trust and Listen to MAMAMOO. They never disappoint.,68,永遠不要懷疑Mamamoo。永遠信任並傾聽 MAMAMOO。他們從不讓人失望。,人|失望,1,他們 從不 讓 人 失望,1,期待,對團體充滿絕對信任,gemini-3.1-flash-lite
"At this point, Mamamoo is more than just a K-pop group. 
They’ve become a music brand with their own unique style and identity!",69,"至此，Mamamoo 不僅僅是一個韓國流行音樂組合。 
他們已經成為一個擁有自己獨特風格和身份的音樂品牌！",組合|流行; 身份|獨特; 音樂|流行; 音樂|獨特; 風格|獨特,5,至 此 ， Mamamoo  不僅僅 是 一 個 韓國 流行 音樂 組合 || 他們 已經 成為 一 個 擁有 自己 獨特 風格 和 身份 的 音樂 品牌,1,期待,認為她們已是音樂品牌,gemini-3.1-flash-lite
"Somehow it just took me back to 2023.....The video had the OG vibe and the music had the reassurance that they are back and they are here to stay .


Loved the Song ❤❤",72,"不知怎的，它讓我回到了 2023 年......影片有 OG 的氛圍，音樂讓人放心，他們回來了，他們會留下來。


很喜歡這首歌❤❤",人|放心; 影片| OG ; 歌|喜歡; 氛圍| OG ; 氛圍|放心; 音樂| OG ; 音樂|放心,7,不 知 怎的 ， 它 讓 我 回到 了  2023  年 ...... 影片 有  OG  的 氛圍 ， 音樂 讓 人 放心 ， 他們 回來 了 ， 他們 會 留下來 || 很 喜歡 這 首 歌 ❤ ❤,1,感動,找回過去的音樂感動,gemini-3.1-flash-lite
This is Mamamoo's classic sound distilled into something more refined and mature to reflect each of their growing talents and individual journeys. Lovely song!,80,這是 Mamamoo 的經典聲音，經過提煉，變得更加精緻和成熟，以反映他們每個人成長的才能和個人的旅程。好聽的歌！,人|反映; 人|成長; 才能|成長; 歌|好聽; 聲音|變,5,這 是  Mamamoo  的 經典 聲音 ， 經過 提煉 ， 變 得 更加 精緻 和 成熟 ， 以 反映 他們 每 個 人 成長 的 才能 和 個人 的 旅程 || 好聽 的 歌,1,感動,稱讚音樂成熟且動人,gemini-3.1-flash-lite
THE VOCAL GOD OF K-POP.,93,韓國流行音樂之神。,神|流行; 音樂|流行,2,韓國 流行 音樂 之 神,1,興奮,尊稱她們為歌唱之神,gemini-3.1-flash-lite
"노래 너무 좋아서 쇼츠에서 듣고 바로 왔어요
뿌리는 하나라는 가사에서 옛날 마마무가 떠오르면서 추억에 잠기게 되네요❤",95,"我非常喜歡這首歌，所以在 Shorts 聽到這首歌後我就立刻來了。
‘只有一根根’的歌詞讓我想起了以前的Mamamoo，讓我陷入了回憶❤",歌|喜歡,1,我 非常 喜歡 這 首 歌 ， 所以 在  Shorts  聽到 這 首 歌 後 我 就 立刻 來 了,1,感動,歌詞喚起過去的回憶,gemini-3.1-flash-lite
This is so addictive! I hope they keep giving us more such music,99,這太讓人上癮了！希望他們繼續帶給我們更多這樣的音樂,人|上癮; 音樂|這樣,2,這 太 讓 人 上癮 了 || 希望 他們 繼續 帶給 我們 更多 這樣 的 音樂,1,興奮,歌曲非常令人上癮,gemini-3.1-flash-lite
I missed mamamoo's sound so much. Like the first fresh breath of air in the mountains after you wake up. Beautiful and tender. I love you four so much!!!,104,我非常想念mamamoo的聲音。就像你醒來後呼吸到的第一口山裡的新鮮空氣。美麗又溫柔。我非常愛你們四個！ ！ ！,山|新鮮; 空氣|新鮮,2,就 像 你 醒來 後 呼吸到 的 第一 口 山 裡 的 新鮮 空氣,1,感動,形容音樂如清新空氣,gemini-3.1-flash-lite
